ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2
1490620716590585321!,great-bipedal-bumblebee,0.000000,0.082488,-1.440334,0.000000,-1.440334,0.000000,0.000000,0.000000,0.000000,151.923105,-241.554562
1490620716590585321!,great-bipedal-bumblebee,0.010000,0.083333,-1.433888,0.000000,-1.433888,0.168974,1.289201,0.000000,1.289201,133.716810,-212.814047
1490620716590585321!,great-bipedal-bumblebee,0.020000,0.085760,-1.415372,0.000000,-1.415372,0.316091,2.411645,0.000000,2.411645,117.419990,-187.087835
1490620716590585321!,great-bipedal-bumblebee,0.030000,0.089563,-1.386355,0.000000,-1.386355,0.443644,3.384822,0.000000,3.384822,102.842772,-164.076192
1490620716590585321!,great-bipedal-bumblebee,0.040000,0.094559,-1.348240,0.000000,-1.348240,0.553697,4.224482,0.000000,4.224482,89.813995,-143.508922
1490620716590585321!,great-bipedal-bumblebee,0.050000,0.100581,-1.302290,0.000000,-1.302290,0.648109,4.944808,0.000000,4.944808,78.179313,-125.142377
1490620716590585321!,great-bipedal-bumblebee,0.060000,0.107483,-1.249630,0.000000,-1.249630,0.728553,5.558569,0.000000,5.558569,67.799561,-108.756867
1490620716590585321!,great-bipedal-bumblebee,0.070000,0.115132,-1.191273,0.000000,-1.191273,0.796537,6.077259,0.000000,6.077259,58.549269,-94.154327
1490620716590585321!,great-bipedal-bumblebee,0.080000,0.123409,-1.128121,0.000000,-1.128121,0.853416,6.511223,0.000000,6.511223,50.315332,-81.156207
1490620716590585321!,great-bipedal-bumblebee,0.090000,0.132209,-1.060983,0.000000,-1.060983,0.900411,6.869770,0.000000,6.869770,42.995796,-69.601565
1490620716590585321!,great-bipedal-bumblebee,0.100000,0.141436,-0.990581,0.000000,-0.990581,0.938618,7.161276,0.000000,7.161276,36.498764,-59.345329
1490620716590585321!,great-bipedal-bumblebee,0.110000,0.151007,-0.917559,0.000000,-0.917559,0.969025,7.393273,0.000000,7.393273,30.741400,-50.256737
1490620716590585321!,great-bipedal-bumblebee,0.120000,0.160844,-0.842507,0.000000,-0.842507,0.992521,7.572537,0.000000,7.572537,25.649535,-42.218702
1490620716590585321!,great-bipedal-bumblebee,0.130000,0.170881,-0.765932,0.000000,-0.765932,1.009904,7.705164,0.000000,7.705164,21.155695,-35.124712
1490620716590585321!,great-bipedal-bumblebee,0.140000,0.181058,-0.688282,0.000000,-0.688282,1.021893,7.796630,0.000000,7.796630,17.198865,-28.878447
1490620716590585321!,great-bipedal-bumblebee,0.150000,0.191326,-0.609946,0.000000,-0.609946,1.029131,7.851854,0.000000,7.851854,13.723948,-23.392932
1490620716590585321!,great-bipedal-bumblebee,0.160000,0.201638,-0.531268,0.000000,-0.531268,1.032197,7.875250,0.000000,7.875250,10.681196,-18.589634
1490620716590585321!,great-bipedal-bumblebee,0.170000,0.211956,-0.452547,0.000000,-0.452547,1.031611,7.870778,0.000000,7.870778,8.025693,-14.397649
1490620716590585321!,great-bipedal-bumblebee,0.180000,0.222246,-0.374040,0.000000,-0.374040,1.027837,7.841982,0.000000,7.841982,5.716901,-10.752982
1490620716590585321!,great-bipedal-bumblebee,0.190000,0.232478,-0.295972,0.000000,-0.295972,1.021291,7.792040,0.000000,7.792040,3.718244,-7.597895
