ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2
526673489757757991!,great-vivacious-beetle,0.000000,-0.000349,2.144941,1.048542,1.072641,0.000000,0.000000,0.000000,0.000000,-467.561351,-148.230416
526673489757757991!,great-vivacious-beetle,0.010000,0.003582,2.139252,1.053406,1.067865,0.785997,-1.134312,0.968548,-0.955434,-316.737186,-71.623227
526673489757757991!,great-vivacious-beetle,0.020000,0.013255,2.122378,1.066717,1.054568,1.145894,-2.239543,1.686636,-1.706066,-261.232298,-47.930595
526673489757757991!,great-vivacious-beetle,0.030000,0.025883,2.094790,1.086543,1.034129,1.374502,-3.276185,2.267871,-2.382816,-230.980478,-37.564797
526673489757757991!,great-vivacious-beetle,0.040000,0.040514,2.057143,1.111664,1.007077,1.544846,-4.244513,2.740381,-3.024975,-209.039294,-31.382258
526673489757757991!,great-vivacious-beetle,0.050000,0.056675,2.010097,1.141033,0.973676,1.678009,-5.147391,3.112081,-3.646992,-190.718877,-27.149305
526673489757757991!,great-vivacious-beetle,0.060000,0.074038,1.954304,1.173659,0.934090,1.781513,-5.983822,3.386015,-4.254435,-174.356175,-24.236436
526673489757757991!,great-vivacious-beetle,0.070000,0.092330,1.890456,1.208572,0.888456,1.858402,-6.748907,3.564290,-4.848522,-159.206019,-22.410184
526673489757757991!,great-vivacious-beetle,0.080000,0.111296,1.819318,1.244820,0.836912,1.909635,-7.435256,3.649311,-5.427974,-144.941621,-21.550642
526673489757757991!,great-vivacious-beetle,0.090000,0.130688,1.741737,1.281482,0.779618,1.934989,-8.034619,3.644250,-5.990167,-131.498118,-21.570429
526673489757757991!,great-vivacious-beetle,0.100000,0.150219,1.658683,1.317642,0.716812,1.933430,-8.539698,3.553378,-6.531816,-119.028955,-22.409058
526673489757757991!,great-vivacious-beetle,0.110000,0.169601,1.571138,1.352462,0.648727,1.903948,-8.944801,3.381596,-7.049928,-107.741804,-23.962864
526673489757757991!,great-vivacious-beetle,0.120000,0.188540,1.480113,1.385158,0.575620,1.845520,-9.246993,3.134212,-7.542092,-97.905659,-26.127765
526673489757757991!,great-vivacious-beetle,0.130000,0.206731,1.386622,1.415004,0.497759,1.757380,-9.446480,2.816540,-8.006715,-89.780164,-28.797450
526673489757757991!,great-vivacious-beetle,0.140000,0.223866,1.291657,1.441327,0.415422,1.639185,-9.546537,2.433447,-8.442972,-83.559942,-31.866672
526673489757757991!,great-vivacious-beetle,0.150000,0.239643,1.196167,1.463500,0.328888,1.491138,-9.553007,1.988950,-8.850522,-79.334999,-35.234570
526673489757757991!,great-vivacious-beetle,0.160000,0.253765,1.101036,1.480928,0.238440,1.314080,-9.473525,1.485940,-9.229030,-77.070332,-38.806522
526673489757757991!,great-vivacious-beetle,0.170000,0.265954,1.007077,1.493037,0.144367,1.109586,-9.316605,0.926090,-9.577601,-76.605240,-42.494500
526673489757757991!,great-vivacious-beetle,0.180000,0.275953,0.915020,1.499264,0.046972,0.880077,-9.090788,0.309982,-9.894203,-77.669350,-46.216459
526673489757757991!,great-vivacious-beetle,0.190000,0.283534,0.825520,1.499049,-0.053413,0.628965,-8.803957,-0.362556,-10.175175,-79.910119,-49.895473
526673489757757991!,great-vivacious-beetle,0.200000,0.288511,0.739158,1.491823,-0.156409,0.360847,-8.462926,-1.091944,-10.414943,-82.924478,-53.457853
526673489757757991!,great-vivacious-beetle,0.210000,0.290752,0.656457,1.477018,-0.261570,0.081625,-8.073315,-1.878221,-10.605808,-86.297445,-56.836640
