ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
1197717171691454868!,great-mauve-beetle,0.000000,-1.982134,0.524272,-0.711064,1.320753,0.000000,0.000000,0.000000,0.000000,241.016873,1037.060504,-909.205454
1197717171691454868!,great-mauve-beetle,0.010000,-1.976765,0.540693,-0.699367,1.326984,1.080773,3.281429,2.341135,1.233860,119.548147,386.934241,-426.880209
1197717171691454868!,great-mauve-beetle,0.020000,-1.960966,0.578204,-0.670017,1.342042,2.082960,4.215245,3.533321,1.764016,80.146433,190.763573,-273.207101
1197717171691454868!,great-mauve-beetle,0.030000,-1.935595,0.621531,-0.630551,1.361031,2.991750,4.440312,4.362573,2.021132,64.533728,126.142603,-214.793850
1197717171691454868!,great-mauve-beetle,0.040000,-1.901591,0.665954,-0.583463,1.381872,3.804369,4.433621,5.053516,2.133728,56.173260,100.414922,-185.192323
1197717171691454868!,great-mauve-beetle,0.050000,-1.859875,0.709858,-0.529798,1.403323,4.527501,4.336956,5.672189,2.141426,50.215849,86.804690,-164.992090
1197717171691454868!,great-mauve-beetle,0.060000,-1.811307,0.752571,-0.470174,1.424407,5.167297,4.195259,6.237499,2.058900,45.189795,77.524157,-148.366204
1197717171691454868!,great-mauve-beetle,0.070000,-1.756697,0.793740,-0.405098,1.444263,5.727832,4.025637,6.753637,1.894311,40.610340,70.194027,-133.430489
1197717171691454868!,great-mauve-beetle,0.080000,-1.696825,0.833141,-0.335057,1.462100,6.211749,3.837063,7.219807,1.654504,36.296279,63.982619,-119.491547
1197717171691454868!,great-mauve-beetle,0.090000,-1.632454,0.870637,-0.260562,1.477196,6.621133,3.635944,7.633393,1.346454,32.173231,58.522180,-106.259770
1197717171691454868!,great-mauve-beetle,0.100000,-1.564342,0.906140,-0.182172,1.488897,6.958226,3.427642,7.991161,0.977748,28.214191,53.608185,-93.616577
1197717171691454868!,great-mauve-beetle,0.110000,-1.493220,0.939616,-0.100476,1.496631,7.225884,3.217034,8.289923,0.556544,24.412089,49.079842,-81.510652
1197717171691454868!,great-mauve-beetle,0.120000,-1.419784,0.971061,-0.016105,1.499914,7.427846,3.008515,8.526844,0.091555,20.770794,44.804107,-69.928289
1197717171691454868!,great-mauve-beetle,0.130000,-1.344678,1.000522,0.070301,1.498352,7.568881,2.806045,8.699738,-0.408182,17.293746,40.642391,-58.853458
