ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
1256292504489691930!,great-impartial-bumblebee,0.000000,1.757976,-0.986013,0.000000,-0.986013,0.000000,0.000000,0.000000,0.000000,-4.351504,59.161118,1.689577
1256292504489691930!,great-impartial-bumblebee,0.010000,1.753128,-0.987838,0.000000,-0.987838,-0.969674,-0.365008,0.000000,-0.365008,-4.237195,50.293406,3.028000
1256292504489691930!,great-impartial-bumblebee,0.020000,1.739201,-0.993081,0.000000,-0.993081,-1.813921,-0.682804,0.000000,-0.682804,-4.134875,42.355738,4.226048
1256292504489691930!,great-impartial-bumblebee,0.030000,1.717376,-1.001296,0.000000,-1.001296,-2.545898,-0.958337,0.000000,-0.958337,-4.043352,35.255635,5.297682
1256292504489691930!,great-impartial-bumblebee,0.040000,1.688708,-1.012088,0.000000,-1.012088,-3.177449,-1.196068,0.000000,-1.196068,-3.961551,28.909728,6.255483
1256292504489691930!,great-impartial-bumblebee,0.050000,1.654146,-1.025098,0.000000,-1.025098,-3.719243,-1.400012,0.000000,-1.400012,-3.888502,23.242841,7.110798
1256292504489691930!,great-impartial-bumblebee,0.060000,1.614539,-1.040007,0.000000,-1.040007,-4.180884,-1.573785,0.000000,-1.573785,-3.823333,18.187191,7.873858
1256292504489691930!,great-impartial-bumblebee,0.070000,1.570686,-1.056514,0.000000,-1.056514,-4.571017,-1.720641,0.000000,-1.720641,-3.765266,13.682572,8.553750
1256292504489691930!,great-impartial-bumblebee,0.080000,1.523280,-1.074359,0.000000,-1.074359,-4.897437,-1.843513,0.000000,-1.843513,-3.713595,9.674060,9.158763
1256292504489691930!,great-impartial-bumblebee,0.090000,1.472921,-1.093315,0.000000,-1.093315,-5.167159,-1.945043,0.000000,-1.945043,-3.667674,6.111691,9.696439
1256292504489691930!,great-impartial-bumblebee,0.100000,1.420137,-1.113184,0.000000,-1.113184,-5.386495,-2.027606,0.000000,-2.027606,-3.626922,2.950249,10.173602
1256292504489691930!,great-impartial-bumblebee,0.110000,1.365394,-1.133791,0.000000,-1.133791,-5.561115,-2.093337,0.000000,-2.093337,-3.590812,0.148943,10.596409
1256292504489691930!,great-impartial-bumblebee,0.120000,1.309107,-1.154979,0.000000,-1.154979,-5.696113,-2.144154,0.000000,-2.144154,-3.558871,-2.328961,10.970404
1256292504489691930!,great-impartial-bumblebee,0.130000,1.251646,-1.176608,0.000000,-1.176608,-5.796063,-2.181777,0.000000,-2.181777,-3.530672,-4.516523,11.300577
