ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
590494760123076622!,great-impartial-bumblebee,0.000000,1.660480,1.997172,0.000000,1.997172,0.000000,0.000000,0.000000,0.000000,8.308499,101.202185,-43.717917
590494760123076622!,great-impartial-bumblebee,0.010000,1.655103,1.993344,0.000000,1.993344,-1.075460,-0.765695,0.000000,-0.765695,6.785252,86.896515,-36.506093
590494760123076622!,great-impartial-bumblebee,0.020000,1.639657,1.982347,0.000000,1.982347,-2.011811,-1.432349,0.000000,-1.432349,5.421764,74.091222,-30.050644
590494760123076622!,great-impartial-bumblebee,0.030000,1.615450,1.965113,0.000000,1.965113,-2.823642,-2.010348,0.000000,-2.010348,4.202147,62.637113,-24.276360
590494760123076622!,great-impartial-bumblebee,0.040000,1.583655,1.942475,0.000000,1.942475,-3.524093,-2.509047,0.000000,-2.509047,3.112082,52.399697,-19.115439
590494760123076622!,great-impartial-bumblebee,0.050000,1.545323,1.915184,0.000000,1.915184,-4.124994,-2.936871,0.000000,-2.936871,2.138656,43.257698,-14.506743
590494760123076622!,great-impartial-bumblebee,0.060000,1.501433,1.883935,0.000000,1.883935,-4.636998,-3.301402,0.000000,-3.301402,1.270357,35.103017,-10.395777
590494760123076622!,great-impartial-bumblebee,0.070000,1.452852,1.849348,0.000000,1.849348,-5.069705,-3.609476,0.000000,-3.609476,0.496758,27.837707,-6.733164
590494760123076622!,great-impartial-bumblebee,0.080000,1.400325,1.811950,0.000000,1.811950,-5.431764,-3.867251,0.000000,-3.867251,-0.191667,21.372317,-3.473809
590494760123076622!,great-impartial-bumblebee,0.090000,1.344506,1.772209,0.000000,1.772209,-5.730952,-4.080264,0.000000,-4.080264,-0.803531,15.625956,-0.576934
590494760123076622!,great-impartial-bumblebee,0.100000,1.285980,1.730540,0.000000,1.730540,-5.974263,-4.253494,0.000000,-4.253494,-1.346594,10.525745,1.994202
