ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2
746693243543261175!,great-devious-beetle,0.000000,1.533042,-1.212485,1.472426,0.286290,0.000000,0.000000,0.000000,0.000000,-9.683757,-129.124550
746693243543261175!,great-devious-beetle,0.010000,1.526723,-1.210935,1.472079,0.288070,-1.260223,0.310318,-0.069222,0.353734,88.134577,-75.561814
746693243543261175!,great-devious-beetle,0.020000,1.510385,-1.205129,1.470836,0.294350,-2.006682,0.852726,-0.180291,0.900898,111.148585,-55.824078
746693243543261175!,great-devious-beetle,0.030000,1.487599,-1.193731,1.468426,0.306146,-2.549517,1.426448,-0.303381,1.455161,110.487760,-47.325387
746693243543261175!,great-devious-beetle,0.040000,1.459861,-1.176736,1.464754,0.323256,-2.994500,1.968375,-0.432555,1.960018,103.313243,-42.341117
746693243543261175!,great-devious-beetle,0.050000,1.427971,-1.154540,1.459757,0.345123,-3.376824,2.461730,-0.567939,2.402195,94.914547,-38.342657
746693243543261175!,great-devious-beetle,0.060000,1.392496,-1.127643,1.453365,0.371121,-3.708154,2.903272,-0.710270,2.781521,86.778850,-34.523798
746693243543261175!,great-devious-beetle,0.070000,1.353930,-1.096563,1.445506,0.400639,-3.992440,3.293045,-0.859597,3.101425,79.250271,-30.649609
746693243543261175!,great-devious-beetle,0.080000,1.312741,-1.061815,1.436113,0.433103,-4.231284,3.631609,-1.015176,3.366191,72.362493,-26.684424
746693243543261175!,great-devious-beetle,0.090000,1.269393,-1.023922,1.425133,0.467971,-4.425926,3.919583,-1.175659,3.580286,66.089912,-22.667505
746693243543261175!,great-devious-beetle,0.100000,1.224335,-0.983405,1.412528,0.504743,-4.577932,4.157785,-1.339368,3.748233,60.408125,-18.670670
746693243543261175!,great-devious-beetle,0.110000,1.177988,-0.940758,1.398276,0.542978,-4.689386,4.347435,-1.504581,3.874592,55.298803,-14.780401
746693243543261175!,great-devious-beetle,0.120000,1.130749,-0.896463,1.382370,0.582282,-4.763076,4.490320,-1.669697,3.963955,50.755425,-11.080360
746693243543261175!,great-devious-beetle,0.130000,1.082983,-0.850978,1.364820,0.622307,-4.802426,4.588872,-1.833381,4.020900,46.774600,-7.643208
746693243543261175!,great-devious-beetle,0.140000,1.035020,-0.804733,1.345645,0.662752,-4.811350,4.646124,-1.994644,4.049906,43.349332,-4.524977
746693243543261175!,great-devious-beetle,0.150000,0.987144,-0.758127,1.324873,0.703358,-4.794071,4.665597,-2.152883,4.055256,40.464795,-1.762067
746693243543261175!,great-devious-beetle,0.160000,0.939599,-0.711520,1.302535,0.743910,-4.754921,4.651139,-2.307876,4.040928,38.096444,0.629224
746693243543261175!,great-devious-beetle,0.170000,0.892584,-0.665231,1.278663,0.784232,-4.698157,4.606740,-2.459737,4.010514,36.210016,2.651068
746693243543261175!,great-devious-beetle,0.180000,0.846256,-0.619539,1.253286,0.824180,-4.627806,4.536356,-2.608859,3.967150,34.762821,4.320992
746693243543261175!,great-devious-beetle,0.190000,0.800730,-0.574685,1.226427,0.863641,-4.547537,4.443761,-2.755843,3.913479,33.705770,5.667984
746693243543261175!,great-devious-beetle,0.200000,0.756090,-0.530872,1.198103,0.902524,-4.460591,4.332433,-2.901416,3.851634,32.985623,6.728430
746693243543261175!,great-devious-beetle,0.210000,0.712385,-0.488269,1.168320,0.940760,-4.369732,4.205470,-3.046364,3.783246,32.547119,7.542380
746693243543261175!,great-devious-beetle,0.220000,0.669640,-0.447017,1.137079,0.978290,-4.277240,4.065561,-3.191462,3.709474,32.334767,8.150432
746693243543261175!,great-devious-beetle,0.230000,0.627860,-0.407232,1.104372,1.015068,-4.184920,3.914973,-3.337416,3.631035,32.294191,8.591361
746693243543261175!,great-devious-beetle,0.240000,0.586991,-0.368998,1.070190,1.051044,-4.094013,3.755542,-3.484744,3.548225,32.372279,8.899873
746693243543261175!,great-devious-beetle,0.250000,0.547012,-0.332395,1.034517,1.086174,-4.005492,3.588767,-3.633880,3.461058,32.519275,9.106704
746693243543261175!,great-devious-beetle,0.260000,0.507896,-0.297489,0.997332,1.120415,-3.919976,3.415831,-3.785073,3.369264,32.688301,9.237878
746693243543261175!,great-devious-beetle,0.270000,0.469610,-0.264337,0.958612,1.153717,-3.837771,3.237658,-3.938359,3.272345,32.835463,9.314712
746693243543261175!,great-devious-beetle,0.280000,0.432120,-0.232986,0.918338,1.186025,-3.758909,3.054968,-4.093547,3.169630,32.919884,9.354095
746693243543261175!,great-devious-beetle,0.290000,0.395390,-0.203478,0.876494,1.217275,-3.683178,2.868327,-4.250191,3.060332,32.903543,9.368730
746693243543261175!,great-devious-beetle,0.300000,0.359390,-0.175850,0.833069,1.247395,-3.610178,2.678209,-4.407604,2.943605,32.751600,9.367985
746693243543261175!,great-devious-beetle,0.310000,0.324095,-0.150135,0.788063,1.276306,-3.539352,2.485039,-4.564850,2.818595,32.432369,9.358289
746693243543261175!,great-devious-beetle,0.320000,0.289486,-0.126361,0.741485,1.303917,-3.470005,2.289235,-4.720747,2.684497,31.917483,9.343641
746693243543261175!,great-devious-beetle,0.330000,0.255553,-0.104553,0.693357,1.330134,-3.401343,2.091248,-4.873885,2.540604,31.182128,9.326077
746693243543261175!,great-devious-beetle,0.340000,0.222293,-0.084731,0.643719,1.354853,-3.332501,1.891589,-5.022638,2.386363,30.205339,9.306075
746693243543261175!,great-devious-beetle,0.350000,0.189715,-0.066907,0.592627,1.377967,-3.262570,1.690856,-5.165201,2.221418,28.970324,9.282913
746693243543261175!,great-devious-beetle,0.360000,0.157833,-0.051090,0.540157,1.399368,-3.190630,1.489751,-5.299620,2.045658,27.464805,9.254965
746693243543261175!,great-devious-beetle,0.370000,0.126672,-0.037278,0.486404,1.418947,-3.115783,1.289090,-5.423839,1.859249,25.681340,9.219961
746693243543261175!,great-devious-beetle,0.380000,0.096268,-0.025463,0.431485,1.436600,-3.037182,1.089806,-5.535754,1.662670,23.617592,9.175200
746693243543261175!,great-devious-beetle,0.390000,0.066661,-0.015624,0.375537,1.452230,-2.954065,0.892949,-5.633266,1.456725,21.276528,9.117750
746693243543261175!,great-devious-beetle,0.400000,0.037902,-0.007731,0.318719,1.465748,-2.865782,0.699671,-5.714349,1.242554,18.666517,9.044603
746693243543261175!,great-devious-beetle,0.410000,0.010044,-0.001741,0.261208,1.477082,-2.771827,0.511209,-5.777110,1.021627,15.801299,8.952835
746693243543261175!,great-devious-beetle,0.420000,-0.016852,0.002402,0.203199,1.486173,-2.671858,0.328864,-5.819855,0.795728,12.699826,8.839734
746693243543261175!,great-devious-beetle,0.430000,-0.042725,0.004766,0.144903,1.492985,-2.565720,0.153967,-5.841148,0.566916,9.385953,8.702916
746693243543261175!,great-devious-beetle,0.440000,-0.067512,0.005433,0.086541,1.497501,-2.453453,-0.012154,-5.839868,0.337486,5.887979,8.540433
746693243543261175!,great-devious-beetle,0.450000,-0.091154,0.004500,0.028345,1.499732,-2.335301,-0.168210,-5.815247,0.109907,2.238054,8.350849
746693243543261175!,great-devious-beetle,0.460000,-0.113594,0.002073,-0.029449,1.499711,-2.211710,-0.312990,-5.766909,-0.113241,-1.528541,8.133305
746693243543261175!,great-devious-beetle,0.470000,-0.134778,-0.001728,-0.086602,1.497498,-2.083314,-0.445396,-5.694882,-0.329342,-5.374224,7.887558
746693243543261175!,great-devious-beetle,0.480000,-0.154664,-0.006774,-0.142880,1.493180,-1.950920,-0.564483,-5.599606,-0.535818,-9.260009,7.613987
746693243543261175!,great-devious-beetle,0.490000,-0.173215,-0.012927,-0.198055,1.486867,-1.815482,-0.669483,-5.481917,-0.730207,-13.146456,7.313586
746693243543261175!,great-devious-beetle,0.500000,-0.190422,-0.020045,-0.251923,1.478694,-1.677987,-0.759878,-5.342948,-0.910272,-16.997739,6.986397
746693243543261175!,great-devious-beetle,0.510000,-0.206273,-0.027983,-0.304291,1.468811,-1.539574,-0.835330,-5.184187,-1.073997,-20.777328,6.634757
746693243543261175!,great-devious-beetle,0.520000,-0.220766,-0.036591,-0.354974,1.457393,-1.401448,-0.895714,-5.007416,-1.219647,-24.449916,6.261906
746693243543261175!,great-devious-beetle,0.530000,-0.233909,-0.045723,-0.403811,1.444623,-1.264817,-0.941134,-4.814636,-1.345819,-27.983171,5.871243
746693243543261175!,great-devious-beetle,0.540000,-0.245721,-0.055232,-0.450656,1.430702,-1.130854,-0.971915,-4.608003,-1.451471,-31.348356,5.466239
746693243543261175!,great-devious-beetle,0.550000,-0.256233,-0.064976,-0.495387,1.415836,-1.000668,-0.988590,-4.389764,-1.535934,-34.520825,5.050342
746693243543261175!,great-devious-beetle,0.560000,-0.265488,-0.074820,-0.537903,1.400236,-0.875273,-0.991881,-4.162187,-1.598912,-37.480357,4.626881
746693243543261175!,great-devious-beetle,0.570000,-0.273536,-0.084636,-0.578126,1.384114,-0.755571,-0.982670,-3.927508,-1.640468,-40.211351,4.198979
746693243543261175!,great-devious-beetle,0.580000,-0.280436,-0.094305,-0.615996,1.367680,-0.642329,-0.961974,-3.687871,-1.660999,-42.702868,3.769474
746693243543261175!,great-devious-beetle,0.590000,-0.286254,-0.103719,-0.651477,1.351139,-0.536172,-0.930913,-3.445283,-1.661207,-44.948522,3.340865
746693243543261175!,great-devious-beetle,0.600000,-0.291062,-0.112781,-0.684547,1.334689,-0.437581,-0.890678,-3.201578,-1.642054,-46.946259,2.915266
746693243543261175!,great-devious-beetle,0.610000,-0.294935,-0.121406,-0.715205,1.318515,-0.346886,-0.842505,-2.958386,-1.604724,-48.698022,2.494385
746693243543261175!,great-devious-beetle,0.620000,-0.297952,-0.129522,-0.743462,1.302791,-0.264283,-0.787638,-2.717121,-1.550575,-50.209334,2.079521
746693243543261175!,great-devious-beetle,0.630000,-0.300192,-0.137067,-0.769341,1.287678,-0.189834,-0.727313,-2.478967,-1.481093,-51.488817,1.671574
746693243543261175!,great-devious-beetle,0.640000,-0.301735,-0.143994,-0.792878,1.273320,-0.123488,-0.662727,-2.244878,-1.397854,-52.547685,1.271069
746693243543261175!,great-devious-beetle,0.650000,-0.302661,-0.150264,-0.814116,1.259847,-0.065090,-0.595022,-2.015588,-1.302477,-53.399214,0.878196
