ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2
1993161797728682407!,great-piquant-bumblebee,0.000000,1.660480,1.997172,0.000000,1.997172,0.000000,0.000000,0.000000,0.000000,-49.901359,-64.756729
1993161797728682407!,great-piquant-bumblebee,0.010000,1.655103,1.993344,0.000000,1.993344,-1.075460,-0.765695,0.000000,-0.765695,-43.446682,-55.149685
1993161797728682407!,great-piquant-bumblebee,0.020000,1.639657,1.982347,0.000000,1.982347,-2.011811,-1.432349,0.000000,-1.432349,-37.668971,-46.550227
1993161797728682407!,great-piquant-bumblebee,0.030000,1.615450,1.965113,0.000000,1.965113,-2.823642,-2.010348,0.000000,-2.010348,-32.500910,-38.858163
1993161797728682407!,great-piquant-bumblebee,0.040000,1.583655,1.942475,0.000000,1.942475,-3.524093,-2.509047,0.000000,-2.509047,-27.881818,-31.983176
1993161797728682407!,great-piquant-bumblebee,0.050000,1.545323,1.915184,0.000000,1.915184,-4.124994,-2.936871,0.000000,-2.936871,-23.756974,-25.843822
1993161797728682407!,great-piquant-bumblebee,0.060000,1.501433,1.883935,0.000000,1.883935,-4.636998,-3.301402,0.000000,-3.301402,-20.077606,-20.367505
1993161797728682407!,great-piquant-bumblebee,0.070000,1.452852,1.849348,0.000000,1.849348,-5.069705,-3.609476,0.000000,-3.609476,-16.799519,-15.488450
1993161797728682407!,great-piquant-bumblebee,0.080000,1.400325,1.811950,0.000000,1.811950,-5.431764,-3.867251,0.000000,-3.867251,-13.882354,-11.146585
1993161797728682407!,great-piquant-bumblebee,0.090000,1.344506,1.772209,0.000000,1.772209,-5.730952,-4.080264,0.000000,-4.080264,-11.289612,-7.287589
1993161797728682407!,great-piquant-bumblebee,0.100000,1.285980,1.730540,0.000000,1.730540,-5.974263,-4.253494,0.000000,-4.253494,-8.988412,-3.862516
1993161797728682407!,great-piquant-bumblebee,0.110000,1.225268,1.687314,0.000000,1.687314,-6.167979,-4.391414,0.000000,-4.391414,-6.949155,-0.827317
1993161797728682407!,great-piquant-bumblebee,0.120000,1.162835,1.642864,0.000000,1.642864,-6.317745,-4.498043,0.000000,-4.498043,-5.145203,1.857658
1993161797728682407!,great-piquant-bumblebee,0.130000,1.099095,1.597483,0.000000,1.597483,-6.428633,-4.576992,0.000000,-4.576992,-3.552567,4.228114
1993161797728682407!,great-piquant-bumblebee,0.140000,1.034417,1.551434,0.000000,1.551434,-6.505197,-4.631503,0.000000,-4.631503,-2.149639,6.316210
1993161797728682407!,great-piquant-bumblebee,0.150000,0.969124,1.504948,0.000000,1.504948,-6.551525,-4.664487,0.000000,-4.664487,-0.916952,8.150923
1993161797728682407!,great-piquant-bumblebee,0.160000,0.903508,1.458231,0.000000,1.458231,-6.571287,-4.678557,0.000000,-4.678557,0.162998,9.758303
1993161797728682407!,great-piquant-bumblebee,0.170000,0.837813,1.411458,0.000000,1.411458,-6.567774,-4.676056,0.000000,-4.676056,1.106113,11.162022
1993161797728682407!,great-piquant-bumblebee,0.180000,0.772255,1.364783,0.000000,1.364783,-6.543936,-4.659084,0.000000,-4.659084,1.926715,12.383394
1993161797728682407!,great-piquant-bumblebee,0.190000,0.707023,1.318340,0.000000,1.318340,-6.502412,-4.629520,0.000000,-4.629520,2.637683,13.441587
1993161797728682407!,great-piquant-bumblebee,0.200000,0.642284,1.272247,0.000000,1.272247,-6.445565,-4.589047,0.000000,-4.589047,3.250598,14.353841
1993161797728682407!,great-piquant-bumblebee,0.210000,0.578179,1.226607,0.000000,1.226607,-6.375509,-4.539169,0.000000,-4.539169,3.775877,15.135658
1993161797728682407!,great-piquant-bumblebee,0.220000,0.514835,1.181508,0.000000,1.181508,-6.294132,-4.481231,0.000000,-4.481231,4.222887,15.800981
1993161797728682407!,great-piquant-bumblebee,0.230000,0.452359,1.137027,0.000000,1.137027,-6.203122,-4.416435,0.000000,-4.416435,4.600054,16.362350
1993161797728682407!,great-piquant-bumblebee,0.240000,0.390842,1.093228,0.000000,1.093228,-6.103983,-4.345851,0.000000,-4.345851,4.914955,16.831045
1993161797728682407!,great-piquant-bumblebee,0.250000,0.330362,1.050168,0.000000,1.050168,-5.998057,-4.270435,0.000000,-4.270435,5.174406,17.217207
1993161797728682407!,great-piquant-bumblebee,0.260000,0.270984,1.007893,0.000000,1.007893,-5.886540,-4.191038,0.000000,-4.191038,5.384534,17.529959
1993161797728682407!,great-piquant-bumblebee,0.270000,0.212762,0.966441,0.000000,0.966441,-5.770494,-4.108417,0.000000,-4.108417,5.550849,17.777500
1993161797728682407!,great-piquant-bumblebee,0.280000,0.155741,0.925844,0.000000,0.925844,-5.650863,-4.023243,0.000000,-4.023243,5.678305,17.967203
1993161797728682407!,great-piquant-bumblebee,0.290000,0.099954,0.886125,0.000000,0.886125,-5.528486,-3.936115,0.000000,-3.936115,5.771352,18.105694
1993161797728682407!,great-piquant-bumblebee,0.300000,0.045430,0.847306,0.000000,0.847306,-5.404104,-3.847558,0.000000,-3.847558,5.833992,18.198926
1993161797728682407!,great-piquant-bumblebee,0.310000,-0.007812,0.809399,0.000000,0.809399,-5.278371,-3.758040,0.000000,-3.758040,5.869817,18.252247
1993161797728682407!,great-piquant-bumblebee,0.320000,-0.059759,0.772415,0.000000,0.772415,-5.151866,-3.667973,0.000000,-3.667973,5.882054,18.270460
1993161797728682407!,great-piquant-bumblebee,0.330000,-0.110401,0.736358,0.000000,0.736358,-5.025098,-3.577717,0.000000,-3.577717,5.873600,18.257878
1993161797728682407!,great-piquant-bumblebee,0.340000,-0.159738,0.701233,0.000000,0.701233,-4.898512,-3.487592,0.000000,-3.487592,5.847055,18.218368
1993161797728682407!,great-piquant-bumblebee,0.350000,-0.207778,0.667030,0.000000,0.667030,-4.772498,-3.397874,0.000000,-3.397874,5.804879,18.155594
1993161797728682407!,great-piquant-bumblebee,0.360000,-0.254562,0.633720,0.000000,0.633720,-4.647392,-3.308803,0.000000,-3.308803,5.749670,18.073422
1993161797728682407!,great-piquant-bumblebee,0.370000,-0.300099,0.601300,0.000000,0.601300,-4.523477,-3.220579,0.000000,-3.220579,5.683210,17.974504
1993161797728682407!,great-piquant-bumblebee,0.380000,-0.344399,0.569759,0.000000,0.569759,-4.400994,-3.133374,0.000000,-3.133374,5.607092,17.861211
1993161797728682407!,great-piquant-bumblebee,0.390000,-0.387475,0.539091,0.000000,0.539091,-4.280152,-3.047338,0.000000,-3.047338,5.522737,17.735659
