ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2
210092803746229134!,great-vivacious-beetle,0.000000,1.246422,-0.472507,0.146869,-1.492793,0.000000,0.000000,0.000000,0.000000,-637.579525,-262.340397
210092803746229134!,great-vivacious-beetle,0.010000,1.241839,-0.477895,0.138082,-1.493631,-0.915274,-1.075565,-1.755700,-0.162309,-509.398117,-196.297837
210092803746229134!,great-vivacious-beetle,0.020000,1.228432,-0.492362,0.113400,-1.495707,-1.765314,-1.811203,-3.178269,-0.240966,-415.564244,-150.526684
210092803746229134!,great-vivacious-beetle,0.030000,1.206901,-0.512988,0.075716,-1.498088,-2.538484,-2.302315,-4.351922,-0.219954,-345.811186,-118.701441
210092803746229134!,great-vivacious-beetle,0.040000,1.178042,-0.537661,0.027225,-1.499753,-3.226408,-2.616292,-5.332718,-0.096805,-293.200459,-96.529577
210092803746229134!,great-vivacious-beetle,0.050000,1.142713,-0.564848,-0.030345,-1.499693,-3.825399,-2.801985,-6.157676,0.124594,-252.892507,-81.031955
210092803746229134!,great-vivacious-beetle,0.060000,1.101799,-0.593453,-0.095569,-1.496952,-4.335947,-2.895438,-6.850787,0.437369,-221.465846,-70.122432
210092803746229134!,great-vivacious-beetle,0.070000,1.056177,-0.622691,-0.167196,-1.490653,-4.761940,-2.923453,-7.427110,0.833045,-196.488358,-62.339876
210092803746229134!,great-vivacious-beetle,0.080000,1.006678,-0.652013,-0.244093,-1.480006,-5.109711,-2.906241,-7.895644,1.302205,-176.206573,-56.651013
210092803746229134!,great-vivacious-beetle,0.090000,0.954053,-0.681058,-0.325203,-1.464323,-5.387317,-2.859228,-8.261330,1.834709,-159.327944,-52.313261
210092803746229134!,great-vivacious-beetle,0.100000,0.898969,-0.709599,-0.409501,-1.443021,-5.604037,-2.794216,-8.526508,2.419656,-144.870089,-48.780806
210092803746229134!,great-vivacious-beetle,0.110000,0.841996,-0.737506,-0.495967,-1.415633,-5.769956,-2.720103,-8.692044,3.045255,-132.059791,-45.641852
210092803746229134!,great-vivacious-beetle,0.120000,0.783614,-0.764628,-0.583512,-1.381851,-5.895490,-2.643213,-8.758610,3.698484,-120.281579,-42.586816
210092803746229134!,great-vivacious-beetle,0.130000,0.724165,-0.790931,-0.671149,-1.341477,-5.990808,-2.567775,-8.726647,4.365994,-109.016626,-39.366037
210092803746229134!,great-vivacious-beetle,0.140000,0.663888,-0.816437,-0.757913,-1.294437,-6.065652,-2.495960,-8.597083,5.033722,-97.818196,-35.775342
210092803746229134!,great-vivacious-beetle,0.150000,0.602933,-0.841189,-0.842857,-1.240803,-6.128949,-2.427978,-8.371885,5.686886,-86.295927,-31.645467
210092803746229134!,great-vivacious-beetle,0.160000,0.541372,-0.865226,-0.925059,-1.180791,-6.188331,-2.362226,-8.054557,6.310125,-74.110388,-26.837749
210092803746229134!,great-vivacious-beetle,0.170000,0.479212,-0.888565,-1.003633,-1.114774,-6.249630,-2.295526,-7.650551,6.887805,-60.974638,-21.244260
210092803746229134!,great-vivacious-beetle,0.180000,0.416414,-0.911186,-1.077758,-1.043282,-6.316400,-2.223524,-7.167583,7.404440,-46.661164,-14.791311
210092803746229134!,great-vivacious-beetle,0.190000,0.352917,-0.933020,-1.146698,-0.966998,-6.389533,-2.141238,-6.615805,7.845240,-31.013325,-7.445575
210092803746229134!,great-vivacious-beetle,0.200000,0.288667,-0.953945,-1.209827,-0.886746,-6.467055,-2.043779,-6.007824,8.196747,-13.960327,0.778119
210092803746229134!,great-vivacious-beetle,0.210000,0.223641,-0.973797,-1.266658,-0.803478,-6.544183,-1.927148,-5.358508,8.447528,4.466198,9.808701
210092803746229134!,great-vivacious-beetle,0.220000,0.157878,-0.992381,-1.316860,-0.718248,-6.613687,-1.789054,-4.684577,8.588857,24.116651,19.512330
210092803746229134!,great-vivacious-beetle,0.230000,0.091503,-1.009490,-1.360270,-0.632190,-6.666571,-1.629642,-4.004011,8.615350,44.708853,29.687786
