ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
1447798952663138491!,talented-zippy-butterfly,0.000000,1.132389,-1.994306,0.132390,-1.993034,0.015588,-0.999879,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,221.066329,134.425486,-54.171875,-112.755431
1447798952663138491!,talented-zippy-butterfly,0.010000,1.132620,-1.988420,0.132631,-1.992987,0.015412,-0.999881,0.043533,1.174201,0.048854,0.009337,-0.034796,-0.000536,184.326594,118.399568,-51.650067,-116.862119
1447798952663138491!,talented-zippy-butterfly,0.020000,1.132994,-1.971555,0.133221,-1.992860,0.014853,-0.999890,0.024572,2.195175,0.071000,0.016411,-0.076161,-0.001131,154.629470,104.395701,-48.652311,-116.569616
1447798952663138491!,talented-zippy-butterfly,0.030000,1.132849,-1.945154,0.133979,-1.992666,0.013882,-0.999904,-0.062496,3.078718,0.082874,0.022539,-0.116854,-0.001622,133.473329,92.349212,-44.514076,-109.064226
1447798952663138491!,talented-zippy-butterfly,0.040000,1.131539,-1.910515,0.134897,-1.992408,0.012549,-0.999921,-0.210060,3.836445,0.102786,0.029106,-0.148436,-0.001863,120.666268,81.998501,-38.998887,-93.659565
1447798952663138491!,talented-zippy-butterfly,0.050000,1.128526,-1.868859,0.136146,-1.992076,0.010987,-0.999940,-0.403569,4.476164,0.147564,0.037389,-0.163015,-0.001791,115.120182,73.019152,-32.141635,-70.950356
1447798952663138491!,talented-zippy-butterfly,0.060000,1.123436,-1.821370,0.138040,-1.991647,0.009398,-0.999956,-0.625385,5.003007,0.230759,0.048489,-0.154215,-0.001449,115.331401,65.109403,-24.159929,-42.318624
1447798952663138491!,talented-zippy-butterfly,0.070000,1.116078,-1.769163,0.141014,-1.991087,0.008041,-0.999968,-0.857342,5.420834,0.362008,0.063397,-0.117570,-0.000945,119.673269,58.035122,-15.393084,-9.607851
1447798952663138491!,talented-zippy-butterfly,0.080000,1.106427,-1.713351,0.145559,-1.990356,0.007200,-0.999974,-1.082479,5.733717,0.546524,0.083082,-0.050803,-0.000366,126.581462,51.647879,-6.253935,25.119265
1447798952663138491!,talented-zippy-butterfly,0.090000,1.094622,-1.654917,0.152220,-1.989400,0.007178,-0.999974,-1.286490,5.946880,0.785627,0.108700,0.046385,0.000333,134.684897,45.876093,2.829863,59.834041
