ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
977027162409042337!,great-mauve-beetle,0.000000,1.132389,-1.994306,1.407102,-0.519676,0.000000,0.000000,0.000000,0.000000,-177.809038,-716.256275,661.529511
977027162409042337!,great-mauve-beetle,0.010000,1.141604,-1.986844,1.410242,-0.511095,1.841274,1.493408,0.621695,1.715414,-75.771241,-176.138650,257.496519
977027162409042337!,great-mauve-beetle,0.020000,1.160153,-1.967830,1.417674,-0.490102,1.866054,2.307924,0.858565,2.483498,-59.270107,-99.118399,194.110202
977027162409042337!,great-mauve-beetle,0.030000,1.177775,-1.941377,1.427006,-0.462227,1.654233,2.980245,1.000996,3.090313,-54.218722,-82.700533,176.059892
977027162409042337!,great-mauve-beetle,0.040000,1.193102,-1.908503,1.437480,-0.428544,1.408561,3.588295,1.085645,3.641616,-51.008097,-75.075187,165.118482
977027162409042337!,great-mauve-beetle,0.050000,1.205927,-1.869766,1.448543,-0.389517,1.155799,4.147802,1.117062,4.154151,-48.280041,-69.460589,155.985088
977027162409042337!,great-mauve-beetle,0.060000,1.216207,-1.825621,1.459665,-0.345510,0.900940,4.663620,1.096296,4.631486,-45.753865,-64.830017,147.635071
977027162409042337!,great-mauve-beetle,0.070000,1.223937,-1.776500,1.470328,-0.296875,0.646644,5.137092,1.024528,5.074165,-43.314876,-60.931880,139.681507
977027162409042337!,great-mauve-beetle,0.080000,1.229150,-1.722884,1.480020,-0.244011,0.395409,5.567728,0.903735,5.481498,-40.901686,-57.684645,131.927348
977027162409042337!,great-mauve-beetle,0.090000,1.231893,-1.665214,1.488262,-0.187285,0.150313,5.953749,0.736432,5.852078,-38.471754,-54.984310,124.227055
977027162409042337!,great-mauve-beetle,0.100000,1.232238,-1.603944,1.494608,-0.127068,-0.085465,6.292735,0.525763,6.184149,-36.009569,-52.762881,116.521881
977027162409042337!,great-mauve-beetle,0.110000,1.230291,-1.539549,1.498645,-0.063748,-0.308796,6.582214,0.275470,6.475973,-33.521237,-50.969831,108.820336
977027162409042337!,great-mauve-beetle,0.120000,1.226188,-1.472523,1.499998,0.002275,-0.516794,6.820170,-0.010200,6.726115,-31.030052,-49.564117,101.183582
977027162409042337!,great-mauve-beetle,0.130000,1.220093,-1.403381,1.498338,0.070586,-0.706985,7.005440,-0.326640,6.933642,-28.571319,-48.507801,93.708912
