ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
1133374628227052478!,talented-ruddy-butterfly,0.000000,2.047652,-1.165329,1.587587,-0.277444,0.691854,-0.722037,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-91.211330,341.079665,205.034636
1133374628227052478!,talented-ruddy-butterfly,0.010000,2.037361,-1.169268,1.582723,-0.278592,0.688169,-0.725551,-2.056753,-0.783735,-0.972383,-0.230229,-0.737780,-0.699768,-102.208054,249.820088,159.321016
1133374628227052478!,talented-ruddy-butterfly,0.020000,2.008583,-1.179457,1.569049,-0.281232,0.677973,-0.735087,-3.698306,-1.245597,-1.762512,-0.298341,-1.302571,-1.201365,-110.953998,183.997265,125.445175
1133374628227052478!,talented-ruddy-butterfly,0.030000,1.964863,-1.192995,1.548097,-0.283981,0.662724,-0.748864,-5.042797,-1.450861,-2.426834,-0.251489,-1.747068,-1.546109,-114.549417,136.287160,99.716180
1133374628227052478!,talented-ruddy-butterfly,0.040000,1.908815,-1.207630,1.520967,-0.285907,0.643463,-0.765477,-6.158523,-1.464915,-2.995969,-0.134156,-2.103110,-1.767882,-112.523335,101.030595,79.458796
1133374628227052478!,talented-ruddy-butterfly,0.050000,1.842520,-1.221724,1.488522,-0.286478,0.620974,-0.783831,-7.083513,-1.344768,-3.485263,0.017201,-2.389949,-1.893387,-105.412979,74.037652,62.806623
1133374628227052478!,talented-ruddy-butterfly,0.060000,1.767788,-1.234164,1.451529,-0.285491,0.595891,-0.803065,-7.837918,-1.137402,-3.900978,0.175053,-2.619384,-1.943638,-94.176929,52.375933,48.546182
1133374628227052478!,talented-ruddy-butterfly,0.070000,1.686282,-1.244264,1.410724,-0.282979,0.568756,-0.822506,-8.432686,-0.880189,-4.244656,0.320334,-2.799099,-1.935553,-79.959016,34.159326,35.978152
1133374628227052478!,talented-ruddy-butterfly,0.080000,1.599589,-1.251672,1.366842,-0.279135,0.540045,-0.841636,-8.875497,-0.601999,-4.516197,0.441267,-2.934807,-1.883151,-63.977743,18.330282,24.784266
1133374628227052478!,talented-ruddy-butterfly,0.090000,1.509232,-1.256298,1.320625,-0.274245,0.510184,-0.860065,-9.174720,-0.324260,-4.716082,0.532036,-3.031602,-1.798324,-47.435948,4.434999,14.895825
1133374628227052478!,talented-ruddy-butterfly,0.100000,1.416634,-1.258232,1.272805,-0.268630,0.479547,-0.877516,-9.341503,-0.061891,-4.846695,0.591384,-3.094655,-1.691176,-31.422721,-7.599465,6.371290
1133374628227052478!,talented-ruddy-butterfly,0.110000,1.323067,-1.257689,1.224062,-0.262602,0.448447,-0.893809,-9.390318,0.175843,-4.912855,0.621324,-3.129428,-1.570115,-16.817296,-17.666945,-0.705722
1133374628227052478!,talented-ruddy-butterfly,0.120000,1.229626,-1.254946,1.175007,-0.256438,0.417137,-0.908844,-9.338486,0.384322,-4.921728,0.625921,-3.141635,-1.441933,-4.224653,-25.646582,-6.298836
1133374628227052478!,talented-ruddy-butterfly,0.130000,1.137178,-1.250293,1.126145,-0.250354,0.385801,-0.922582,-9.204794,0.562490,-4.882110,0.610185,-3.136959,-1.311800,6.044752,-31.504207,-10.452940
1133374628227052478!,talented-ruddy-butterfly,0.140000,1.046410,-1.244018,1.077892,-0.244514,0.354573,-0.935028,-9.008184,0.711890,-4.803712,0.579462,-3.120772,-1.183430,13.948726,-35.332359,-13.296576
1133374628227052478!,talented-ruddy-butterfly,0.150000,0.957833,-1.236385,1.030567,-0.239034,0.323536,-0.946216,-8.766365,0.835637,-4.696248,0.538812,-3.097857,-1.059239,19.651694,-37.342367,-15.021188
1133374628227052478!,talented-ruddy-butterfly,0.160000,0.871803,-1.227623,0.984408,-0.233983,0.292734,-0.956194,-8.494782,0.937587,-4.568673,0.492657,-3.072201,-0.940540,23.449558,-37.826439,-15.850380
1133374628227052478!,talented-ruddy-butterfly,0.170000,0.788546,-1.217927,0.939570,-0.229396,0.262178,-0.965019,-8.206068,1.021710,-4.428678,0.444615,-3.046895,-0.827786,25.698114,-37.110857,-16.010124
1133374628227052478!,talented-ruddy-butterfly,0.180000,0.708180,-1.207451,0.896142,-0.225275,0.231853,-0.972751,-7.909928,1.091681,-4.282462,0.397480,-3.024145,-0.720799,26.756513,-35.514813,-15.706332
1133374628227052478!,talented-ruddy-butterfly,0.190000,0.630743,-1.196321,0.854164,-0.221599,0.201727,-0.979442,-7.613359,1.150654,-4.134724,0.353298,-3.005360,-0.618987,26.950043,-33.321989,-15.111836
1133374628227052478!,talented-ruddy-butterfly,0.200000,0.556218,-1.184632,0.813634,-0.218332,0.171757,-0.985139,-7.321064,1.201173,-3.988802,0.313482,-2.991277,-0.521523,26.551008,-30.765955,-14.361781
1133374628227052478!,talented-ruddy-butterfly,0.210000,0.484550,-1.172459,0.774524,-0.215424,0.141897,-0.989881,-7.035931,1.245188,-3.846903,0.278937,-2.982114,-0.427480,25.773458,-28.026837,-13.555062
1133374628227052478!,talented-ruddy-butterfly,0.220000,0.415661,-1.159859,0.736789,-0.212823,0.112101,-0.993697,-6.759504,1.284114,-3.710339,0.250182,-2.977698,-0.335920,24.776795,-25.235441,-12.759209
1133374628227052478!,talented-ruddy-butterfly,0.230000,0.349467,-1.146878,0.700375,-0.210468,0.082323,-0.996606,-6.492389,1.318926,-3.579754,0.227451,-2.977593,-0.245961,23.673968,-22.481208,-12.016648
1133374628227052478!,talented-ruddy-butterfly,0.240000,0.285876,-1.133556,0.665223,-0.208301,0.052527,-0.998620,-6.234581,1.350245,-3.455320,0.210769,-2.981182,-0.156808,22.541141,-19.821327,-11.350926
