ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
1230912394496759038!,thoughtful-ruddy-butterfly,0.000000,-2.104684,-0.003336,-0.335896,-0.936817,-0.213936,-0.451919,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-106.732676,-90.520539,309.254974
1230912394496759038!,thoughtful-ruddy-butterfly,0.010000,-2.096175,0.006231,-0.333013,-0.937835,-0.212595,-0.452552,1.704712,1.908290,0.574815,-0.201932,0.267553,-0.125688,-92.382486,-83.060189,156.436461
1230912394496759038!,thoughtful-ruddy-butterfly,0.020000,-2.073653,0.029350,-0.324670,-0.940731,-0.208679,-0.454371,2.805234,2.711679,1.093424,-0.374587,0.515528,-0.236766,-83.073258,-77.131949,83.698799
1230912394496759038!,thoughtful-ruddy-butterfly,0.030000,-2.041595,0.057897,-0.311337,-0.945201,-0.202355,-0.457222,3.605990,2.995861,1.570713,-0.514817,0.748150,-0.331113,-75.621780,-71.423296,47.929032
1230912394496759038!,thoughtful-ruddy-butterfly,0.040000,-2.002357,0.088066,-0.293396,-0.950901,-0.193769,-0.460927,4.235725,3.038696,2.012049,-0.618954,0.966751,-0.406412,-69.055346,-65.827723,29.246503
1230912394496759038!,thoughtful-ruddy-butterfly,0.050000,-1.957366,0.118094,-0.271190,-0.957457,-0.183053,-0.465286,4.752133,2.971358,2.420119,-0.684616,1.172082,-0.461122,-63.021319,-60.395499,18.448883
1230912394496759038!,thoughtful-ruddy-butterfly,0.060000,-1.907627,0.147188,-0.245040,-0.964479,-0.170338,-0.470090,5.181403,2.856167,2.796397,-0.710804,1.364578,-0.494456,-57.386482,-55.180627,11.302095
1230912394496759038!,thoughtful-ruddy-butterfly,0.070000,-1.853959,0.175016,-0.215258,-0.971570,-0.155748,-0.475124,5.535430,2.723407,3.141684,-0.697737,1.544420,-0.506268,-52.115281,-50.234697,5.892267
1230912394496759038!,thoughtful-ruddy-butterfly,0.080000,-1.797092,0.201475,-0.182151,-0.978342,-0.139409,-0.480172,5.819900,2.588512,3.456420,-0.646636,1.711607,-0.496934,-47.219708,-45.611252,1.386842
1230912394496759038!,thoughtful-ruddy-butterfly,0.090000,-1.737713,0.226578,-0.146023,-0.984422,-0.121448,-0.485026,6.038217,2.459981,3.740910,-0.559506,1.866036,-0.467247,-42.731269,-41.363478,-2.550506
1230912394496759038!,thoughtful-ruddy-butterfly,0.100000,-1.676481,0.250410,-0.107175,-0.989460,-0.101994,-0.489487,6.193360,2.342965,3.995466,-0.438914,2.007569,-0.418315,-38.682753,-37.537881,-6.038417
1230912394496759038!,thoughtful-ruddy-butterfly,0.110000,-1.614027,0.273137,-0.065942,-0.993131,-0.081195,-0.493363,6.288851,2.240740,4.220507,-0.287929,2.136092,-0.351545,-35.095814,-34.166726,-9.110825
1230912394496759038!,thoughtful-ruddy-butterfly,0.120000,-1.550925,0.294935,-0.022628,-0.995146,-0.059187,-0.496484,6.328625,2.155461,4.416551,-0.109681,2.251532,-0.268412,-31.975833,-31.265226,-11.774146
1230912394496759038!,thoughtful-ruddy-butterfly,0.130000,-1.487701,0.315990,0.022480,-0.995251,-0.036104,-0.498695,6.317046,2.088491,4.584191,0.092727,2.353852,-0.170411,-29.309559,-28.829499,-14.038022
1230912394496759038!,thoughtful-ruddy-butterfly,0.140000,-1.424838,0.336494,0.069103,-0.993220,-0.012074,-0.499854,6.258725,2.040532,4.724032,0.316298,2.443029,-0.059013,-27.066252,-26.837375,-15.924040
1230912394496759038!,thoughtful-ruddy-butterfly,0.150000,-1.362770,0.356642,0.116968,-0.988859,0.012771,-0.499837,6.158283,2.011694,4.836629,0.558181,2.519021,0.064361,-25.200884,-25.251138,-17.465335
1230912394496759038!,thoughtful-ruddy-butterfly,0.160000,-1.301893,0.376620,0.165811,-0.981999,0.038301,-0.498531,6.020154,2.001549,4.922422,0.815680,2.581744,0.198352,-23.658269,-24.021253,-18.702541
1230912394496759038!,thoughtful-ruddy-butterfly,0.170000,-1.242558,0.396610,0.215367,-0.972497,0.064386,-0.495837,5.848441,2.009186,4.981701,1.086217,2.631039,0.341648,-22.377272,-23.090355,-19.678931
1230912394496759038!,thoughtful-ruddy-butterfly,0.180000,-1.185083,0.416778,0.265376,-0.960236,0.090891,-0.491670,5.646840,2.033265,5.014583,1.367285,2.666664,0.492962,-21.294551,-22.396919,-20.436195
1230912394496759038!,thoughtful-ruddy-butterfly,0.190000,-1.129750,0.437277,0.315577,-0.945124,0.117678,-0.485955,5.418617,2.072075,5.021023,1.656382,2.688295,0.650995,-20.347552,-21.878323,-21.011383
1230912394496759038!,thoughtful-ruddy-butterfly,0.200000,-1.076812,0.458241,0.365705,-0.927092,0.144608,-0.478632,5.166648,2.123589,5.000848,1.950946,2.695533,0.814398,-19.476712,-21.473183,-21.435086
1230912394496759038!,thoughtful-ruddy-butterfly,0.210000,-1.026496,0.479780,0.415495,-0.906099,0.171536,-0.469655,4.893479,2.185514,4.953811,2.248289,2.687936,0.981736,-18.626960,-21.123024,-21.730654
1230912394496759038!,thoughtful-ruddy-butterfly,0.220000,-0.979008,0.501980,0.464680,-0.882131,0.198312,-0.458991,4.601400,2.255327,4.879662,2.545566,2.665054,1.151465,-17.749067,-20.773827,-21.912987
