ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
1960588786693205096!,lush-proficient-bumblebee,0.000000,1.410898,-0.725682,0.000000,-0.725682,0.000000,0.000000,0.000000,0.000000,44.062849,-15.275099,-72.653297,-35.065598
1960588786693205096!,lush-proficient-bumblebee,0.010000,1.408398,-0.720529,0.000000,-0.720529,-0.499835,1.030768,0.000000,1.030768,38.495133,-13.712484,-63.946805,-30.640086
1960588786693205096!,lush-proficient-bumblebee,0.020000,1.401220,-0.705725,0.000000,-0.705725,-0.935017,1.928208,0.000000,1.928208,33.511357,-12.313756,-56.153448,-26.678721
1960588786693205096!,lush-proficient-bumblebee,0.030000,1.389969,-0.682524,0.000000,-0.682524,-1.312327,2.706302,0.000000,2.706302,29.053458,-11.062618,-49.182428,-23.135350
1960588786693205096!,lush-proficient-bumblebee,0.040000,1.375192,-0.652050,0.000000,-0.652050,-1.637871,3.377645,0.000000,3.377645,25.069092,-9.944380,-42.951893,-19.968367
1960588786693205096!,lush-proficient-bumblebee,0.050000,1.357377,-0.615310,0.000000,-0.615310,-1.917149,3.953575,0.000000,3.953575,21.511058,-8.945796,-37.388033,-17.140256
1960588786693205096!,lush-proficient-bumblebee,0.060000,1.336960,-0.573207,0.000000,-0.573207,-2.155110,4.444301,0.000000,4.444301,18.336798,-8.054919,-32.424297,-14.617188
1960588786693205096!,lush-proficient-bumblebee,0.070000,1.314341,-0.526562,0.000000,-0.526562,-2.356211,4.859015,0.000000,4.859015,15.508121,-7.261033,-28.000965,-12.368808
1960588786693205096!,lush-proficient-bumblebee,0.080000,1.289888,-0.476134,0.000000,-0.476134,-2.524465,5.205991,0.000000,5.205991,12.990901,-6.554560,-24.064673,-10.367990
1960588786693205096!,lush-proficient-bumblebee,0.090000,1.263913,-0.422569,0.000000,-0.422569,-2.663488,5.492688,0.000000,5.492688,10.753882,-5.926726,-20.566544,-8.589890
1960588786693205096!,lush-proficient-bumblebee,0.100000,1.236693,-0.366434,0.000000,-0.366434,-2.776535,5.725816,0.000000,5.725816,8.768743,-5.369584,-17.462292,-7.011998
1960588786693205096!,lush-proficient-bumblebee,0.110000,1.208467,-0.308227,0.000000,-0.308227,-2.866531,5.911406,0.000000,5.911406,7.009874,-4.875947,-14.711869,-5.613957
1960588786693205096!,lush-proficient-bumblebee,0.120000,1.179450,-0.248387,0.000000,-0.248387,-2.936102,6.054877,0.000000,6.054877,5.454175,-4.439330,-12.279151,-4.377406
1960588786693205096!,lush-proficient-bumblebee,0.130000,1.149830,-0.187305,0.000000,-0.187305,-2.987609,6.161094,0.000000,6.161094,4.080839,-4.053894,-10.131602,-3.285807
1960588786693205096!,lush-proficient-bumblebee,0.140000,1.119776,-0.125328,0.000000,-0.125328,-3.023167,6.234424,0.000000,6.234424,2.871141,-3.714385,-8.239943,-2.324276
1960588786693205096!,lush-proficient-bumblebee,0.150000,1.089437,-0.062761,0.000000,-0.062761,-3.044679,6.278786,0.000000,6.278786,1.808231,-3.416072,-6.577822,-1.479419
1960588786693205096!,lush-proficient-bumblebee,0.160000,1.058944,0.000122,0.000000,0.000122,-3.053848,6.297695,0.000000,6.297695,0.876945,-3.154701,-5.121527,-0.739184
1960588786693205096!,lush-proficient-bumblebee,0.170000,1.028414,0.063081,0.000000,0.063081,-3.052203,6.294302,0.000000,6.294302,0.063632,-2.926440,-3.849713,-0.092721
1960588786693205096!,lush-proficient-bumblebee,0.180000,0.997949,0.125907,0.000000,0.125907,-3.041114,6.271433,0.000000,6.271433,-0.643995,-2.727840,-2.743164,0.469738
1960588786693205096!,lush-proficient-bumblebee,0.190000,0.967638,0.188414,0.000000,0.188414,-3.021807,6.231619,0.000000,6.231619,-1.257003,-2.555795,-1.784576,0.956988
1960588786693205096!,lush-proficient-bumblebee,0.200000,0.937560,0.250441,0.000000,0.250441,-2.995383,6.177126,0.000000,6.177126,-1.785352,-2.407511,-0.958373,1.376948
1960588786693205096!,lush-proficient-bumblebee,0.210000,0.907783,0.311849,0.000000,0.311849,-2.962823,6.109980,0.000000,6.109980,-2.238013,-2.280469,-0.250526,1.736746
1960588786693205096!,lush-proficient-bumblebee,0.220000,0.878364,0.372516,0.000000,0.372516,-2.925006,6.031994,0.000000,6.031994,-2.623061,-2.172402,0.351591,2.042803
1960588786693205096!,lush-proficient-bumblebee,0.230000,0.849355,0.432339,0.000000,0.432339,-2.882719,5.944788,0.000000,5.944788,-2.947765,-2.081272,0.859346,2.300895
1960588786693205096!,lush-proficient-bumblebee,0.240000,0.820798,0.491230,0.000000,0.491230,-2.836660,5.849806,0.000000,5.849806,-3.218670,-2.005241,1.282973,2.516224
1960588786693205096!,lush-proficient-bumblebee,0.250000,0.792729,0.549114,0.000000,0.549114,-2.787457,5.748337,0.000000,5.748337,-3.441663,-1.942656,1.631677,2.693471
1960588786693205096!,lush-proficient-bumblebee,0.260000,0.765179,0.605928,0.000000,0.605928,-2.735663,5.641528,0.000000,5.641528,-3.622043,-1.892032,1.913746,2.836846
1960588786693205096!,lush-proficient-bumblebee,0.270000,0.738173,0.661621,0.000000,0.661621,-2.681775,5.530400,0.000000,5.530400,-3.764576,-1.852029,2.136630,2.950139
1960588786693205096!,lush-proficient-bumblebee,0.280000,0.711730,0.716152,0.000000,0.716152,-2.626232,5.415858,0.000000,5.415858,-3.873547,-1.821445,2.307034,3.036755
1960588786693205096!,lush-proficient-bumblebee,0.290000,0.685857,0.769508,0.000000,0.769508,-2.569424,5.298707,0.000000,5.298707,-3.953071,-1.799127,2.431389,3.099965
1960588786693205096!,lush-proficient-bumblebee,0.300000,0.660553,0.821691,0.000000,0.821691,-2.511692,5.179651,0.000000,5.179651,-4.006950,-1.784005,2.515642,3.142790
1960588786693205096!,lush-proficient-bumblebee,0.310000,0.635824,0.872687,0.000000,0.872687,-2.453335,5.059306,0.000000,5.059306,-4.038280,-1.775212,2.564634,3.167693
1960588786693205096!,lush-proficient-bumblebee,0.320000,0.611674,0.922489,0.000000,0.922489,-2.394613,4.938209,0.000000,4.938209,-4.049832,-1.771970,2.582698,3.176875
1960588786693205096!,lush-proficient-bumblebee,0.330000,0.588105,0.971093,0.000000,0.971093,-2.335758,4.816837,0.000000,4.816837,-4.044083,-1.773584,2.573708,3.172305
1960588786693205096!,lush-proficient-bumblebee,0.340000,0.565118,1.018499,0.000000,1.018499,-2.276969,4.695602,0.000000,4.695602,-4.023248,-1.779431,2.541127,3.155745
1960588786693205096!,lush-proficient-bumblebee,0.350000,0.542709,1.064710,0.000000,1.064710,-2.218422,4.574866,0.000000,4.574866,-3.989304,-1.788957,2.488049,3.128765
1960588786693205096!,lush-proficient-bumblebee,0.360000,0.520876,1.109734,0.000000,1.109734,-2.160270,4.454943,0.000000,4.454943,-3.944018,-1.801667,2.417232,3.092769
1960588786693205096!,lush-proficient-bumblebee,0.370000,0.499615,1.153580,0.000000,1.153580,-2.102643,4.336104,0.000000,4.336104,-3.888962,-1.817119,2.331138,3.049007
1960588786693205096!,lush-proficient-bumblebee,0.380000,0.478919,1.196260,0.000000,1.196260,-2.045656,4.218583,0.000000,4.218583,-3.825539,-1.834919,2.231961,2.998595
1960588786693205096!,lush-proficient-bumblebee,0.390000,0.458781,1.237787,0.000000,1.237787,-1.989405,4.102582,0.000000,4.102582,-3.754998,-1.854717,2.121652,2.942525
1960588786693205096!,lush-proficient-bumblebee,0.400000,0.439196,1.278176,0.000000,1.278176,-1.933973,3.988269,0.000000,3.988269,-3.678449,-1.876201,2.001949,2.881680
1960588786693205096!,lush-proficient-bumblebee,0.410000,0.420154,1.317445,0.000000,1.317445,-1.879430,3.875790,0.000000,3.875790,-3.596879,-1.899094,1.874395,2.816844
1960588786693205096!,lush-proficient-bumblebee,0.420000,0.401647,1.355611,0.000000,1.355611,-1.825834,3.765264,0.000000,3.765264,-3.511164,-1.923151,1.740358,2.748714
1960588786693205096!,lush-proficient-bumblebee,0.430000,0.383665,1.392692,0.000000,1.392692,-1.773234,3.656791,0.000000,3.656791,-3.422080,-1.948153,1.601054,2.677905
1960588786693205096!,lush-proficient-bumblebee,0.440000,0.366201,1.428708,0.000000,1.428708,-1.721668,3.550451,0.000000,3.550451,-3.330315,-1.973907,1.457557,2.604965
1960588786693205096!,lush-proficient-bumblebee,0.450000,0.349243,1.463680,0.000000,1.463680,-1.671168,3.446308,0.000000,3.446308,-3.236476,-2.000244,1.310816,2.530377
1960588786693205096!,lush-proficient-bumblebee,0.460000,0.332781,1.497627,0.000000,1.497627,-1.621757,3.344413,0.000000,3.344413,-3.141099,-2.027012,1.161670,2.454566
1960588786693205096!,lush-proficient-bumblebee,0.470000,0.316806,1.530570,0.000000,1.530570,-1.573454,3.244801,0.000000,3.244801,-3.044656,-2.054079,1.010859,2.377909
1960588786693205096!,lush-proficient-bumblebee,0.480000,0.301308,1.562531,0.000000,1.562531,-1.526271,3.147499,0.000000,3.147499,-2.947563,-2.081329,0.859030,2.300734
1960588786693205096!,lush-proficient-bumblebee,0.490000,0.286276,1.593531,0.000000,1.593531,-1.480215,3.052522,0.000000,3.052522,-2.850183,-2.108659,0.706753,2.223331
1960588786693205096!,lush-proficient-bumblebee,0.500000,0.271699,1.623591,0.000000,1.623591,-1.435290,2.959877,0.000000,2.959877,-2.752834,-2.135981,0.554523,2.145953
1960588786693205096!,lush-proficient-bumblebee,0.510000,0.257568,1.652733,0.000000,1.652733,-1.391495,2.869564,0.000000,2.869564,-2.655794,-2.163216,0.402778,2.068821
1960588786693205096!,lush-proficient-bumblebee,0.520000,0.243872,1.680977,0.000000,1.680977,-1.348828,2.781574,0.000000,2.781574,-2.559305,-2.190296,0.251893,1.992126
1960588786693205096!,lush-proficient-bumblebee,0.530000,0.230600,1.708346,0.000000,1.708346,-1.307280,2.695894,0.000000,2.695894,-2.463576,-2.217163,0.102198,1.916036
1960588786693205096!,lush-proficient-bumblebee,0.540000,0.217743,1.734859,0.000000,1.734859,-1.266845,2.612507,0.000000,2.612507,-2.368789,-2.243765,-0.046025,1.840694
1960588786693205096!,lush-proficient-bumblebee,0.550000,0.205291,1.760539,0.000000,1.760539,-1.227510,2.531390,0.000000,2.531390,-2.275098,-2.270060,-0.192534,1.766224
