ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
1762673262704852382!,thoughtful-zippy-butterfly,0.000000,-1.982134,0.524272,-0.033220,0.973420,-0.129847,0.482846,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-392.841249,-140.706148,24.377839,-109.252401
1762673262704852382!,thoughtful-zippy-butterfly,0.010000,-1.980744,0.530499,-0.030441,0.973581,-0.128318,0.483254,0.278972,1.243370,0.554332,0.031323,0.305230,0.081047,-284.647258,-84.244348,-7.986441,-155.024961
1762673262704852382!,thoughtful-zippy-butterfly,0.020000,-1.975954,0.546306,-0.022218,0.973994,-0.123822,0.484426,0.680785,1.915259,1.089343,0.048905,0.593735,0.151762,-229.262590,-57.105019,-22.131729,-171.110135
1762673262704852382!,thoughtful-zippy-butterfly,0.030000,-1.966905,0.567444,-0.008765,0.974488,-0.116511,0.486236,1.128393,2.306935,1.598292,0.046426,0.867123,0.207779,-198.467343,-43.704661,-27.686047,-173.030940
1762673262704852382!,thoughtful-zippy-butterfly,0.040000,-1.953328,0.591782,0.009647,0.974835,-0.106530,0.488520,1.582894,2.553676,2.077631,0.018372,1.126363,0.245623,-179.363587,-36.863859,-29.138877,-168.136424
1762673262704852382!,thoughtful-zippy-butterfly,0.050000,-1.935244,0.618192,0.032715,0.974755,-0.094014,0.491082,2.025407,2.719478,2.525300,-0.039555,1.371923,0.262645,-166.000775,-33.255088,-28.584450,-159.883849
1762673262704852382!,thoughtful-zippy-butterfly,0.060000,-1.912818,0.646022,0.060118,0.973932,-0.079098,0.493704,2.446749,2.835646,2.939707,-0.130336,1.603771,0.256944,-155.596334,-31.314173,-27.013519,-149.924298
1762673262704852382!,thoughtful-zippy-butterfly,0.070000,-1.886316,0.674843,0.091481,0.972029,-0.061939,0.496149,2.842407,2.918350,3.319320,-0.255542,1.821383,0.227381,-146.823575,-30.287040,-24.910085,-139.079910
1762673262704852382!,thoughtful-zippy-butterfly,0.080000,-1.856022,0.704360,0.126432,0.968702,-0.042694,0.498174,3.210151,2.976674,3.662473,-0.415554,2.023817,0.173443,-139.027496,-29.793682,-22.522715,-127.787151
1762673262704852382!,thoughtful-zippy-butterfly,0.090000,-1.822214,0.734359,0.164604,0.963605,-0.021517,0.499537,3.548987,3.016341,3.967372,-0.609710,2.209814,0.095184,-131.863287,-29.626260,-19.991301,-116.305638
1762673262704852382!,thoughtful-zippy-butterfly,0.100000,-1.785172,0.764678,0.205617,0.956404,0.001427,0.499998,3.858734,3.041365,4.232186,-0.836373,2.377887,-0.006786,-125.133896,-29.657937,-17.404838,-104.814114
1762673262704852382!,thoughtful-zippy-butterfly,0.110000,-1.745178,0.795180,0.249067,0.946785,0.025953,0.499326,4.139828,3.054775,4.455149,-1.093027,2.526414,-0.131312,-118.718439,-29.803020,-14.826244,-93.451125
1762673262704852382!,thoughtful-zippy-butterfly,0.120000,-1.702509,0.825777,0.294535,0.934464,0.051862,0.497303,4.393313,3.059061,4.634709,-1.376397,2.653765,-0.276753,-112.525603,-29.991657,-12.307935,-82.339272
