ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
203067175110013561!,thoughtful-steel-butterfly,0.000000,0.097082,-2.420335,0.090901,-0.420344,-0.395751,-0.305584,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,608.679706,-374.831505,63.728544
203067175110013561!,thoughtful-steel-butterfly,0.010000,0.089130,-2.417432,0.090242,-0.417432,-0.396779,-0.304248,-1.588060,0.581876,-0.131579,0.581066,-0.204607,0.266834,351.279968,-231.296892,1.821724
203067175110013561!,thoughtful-steel-butterfly,0.020000,0.069427,-2.408819,0.088396,-0.408909,-0.399690,-0.300412,-2.351176,1.143254,-0.237692,1.123207,-0.376130,0.500430,231.885578,-164.350101,-25.906788
203067175110013561!,thoughtful-steel-butterfly,0.030000,0.043994,-2.394655,0.085548,-0.395087,-0.404194,-0.294325,-2.733267,1.689157,-0.332032,1.639256,-0.521852,0.716655,174.874600,-131.661753,-38.597533
203067175110013561!,thoughtful-steel-butterfly,0.040000,0.015642,-2.375095,0.081775,-0.376189,-0.410045,-0.286117,-2.935098,2.218403,-0.422387,2.135270,-0.644327,0.923408,146.034149,-114.237983,-44.781470
203067175110013561!,thoughtful-steel-butterfly,0.050000,-0.014280,-2.350307,0.077093,-0.352396,-0.417014,-0.275860,-3.047492,2.729952,-0.513384,2.614056,-0.744065,1.124793,129.744192,-103.431555,-48.230655
203067175110013561!,thoughtful-steel-butterfly,0.060000,-0.045080,-2.320472,0.071480,-0.323872,-0.424873,-0.263596,-3.111354,3.222399,-0.607797,3.076242,-0.820722,1.322870,118.816210,-95.264498,-50.575455
203067175110013561!,thoughtful-steel-butterfly,0.070000,-0.076362,-2.285790,0.064893,-0.290784,-0.433387,-0.249350,-3.144904,3.693401,-0.707158,3.520798,-0.873658,1.518475,109.925466,-87.904189,-52.476933
203067175110013561!,thoughtful-steel-butterfly,0.080000,-0.107859,-2.246487,0.057278,-0.253316,-0.442315,-0.233146,-3.156113,4.139620,-0.812029,3.945410,-0.902212,1.711637,101.549879,-80.530636,-54.156474
203067175110013561!,thoughtful-steel-butterfly,0.090000,-0.139359,-2.202831,0.048579,-0.211681,-0.451410,-0.215009,-3.148422,4.556965,-0.922126,4.346832,-0.905849,1.901824,93.037344,-72.823256,-55.639353
203067175110013561!,thoughtful-steel-butterfly,0.100000,-0.170676,-2.155131,0.038748,-0.166126,-0.460420,-0.194971,-3.123413,4.940976,-1.036391,4.721232,-0.884232,2.088095,84.179305,-64.723119,-56.870435
203067175110013561!,thoughtful-steel-butterfly,0.110000,-0.201639,-2.103760,0.027753,-0.116959,-0.469087,-0.173083,-3.082075,5.287254,-1.153057,5.064534,-0.837294,2.269223,75.009780,-56.317628,-57.771165
203067175110013561!,thoughtful-steel-butterfly,0.120000,-0.232104,-2.049167,0.015596,-0.064565,-0.477149,-0.149427,-3.025352,5.591784,-1.269727,5.372663,-0.765295,2.443731,65.713454,-47.785037,-58.266613
203067175110013561!,thoughtful-steel-butterfly,0.130000,-0.261930,-1.991790,0.002293,-0.009321,-0.484359,-0.124082,-2.954395,5.851130,-1.383572,5.641771,-0.668617,2.609970,56.550712,-39.342204,-58.306086
203067175110013561!,thoughtful-steel-butterfly,0.140000,-0.290990,-1.932093,-0.012114,0.048368,-0.490473,-0.097139,-2.870728,6.062704,-1.491497,5.868489,-0.547849,2.766207,47.803730,-31.210006,-57.870176
203067175110013561!,thoughtful-steel-butterfly,0.150000,-0.319169,-1.870556,-0.027549,0.108069,-0.495257,-0.068704,-2.776250,6.224846,-1.590324,6.050058,-0.403780,2.910687,39.739671,-23.588437,-56.972025
203067175110013561!,thoughtful-steel-butterfly,0.160000,-0.346371,-1.807669,-0.043907,0.169328,-0.498484,-0.038901,-2.673160,6.336775,-1.676948,6.184363,-0.237368,3.041667,32.585024,-16.639813,-55.654256
203067175110013561!,thoughtful-steel-butterfly,0.170000,-0.372523,-1.743928,-0.061053,0.231669,-0.499938,-0.007872,-2.563848,6.398443,-1.748477,6.269893,-0.049716,3.157444,26.510687,-10.479702,-53.983413
203067175110013561!,thoughtful-steel-butterfly,0.180000,-0.397573,-1.679830,-0.078825,0.294607,-0.499413,0.024226,-2.450763,6.410331,-1.802311,6.305647,0.157963,3.256358,21.627393,-5.174871,-52.043512
203067175110013561!,thoughtful-steel-butterfly,0.190000,-0.421495,-1.615864,-0.097034,0.357642,-0.496715,0.057218,-2.336296,6.373222,-1.836189,6.291000,0.384373,3.336787,17.990356,-0.747093,-49.929892
203067175110013561!,thoughtful-steel-butterfly,0.200000,-0.444283,-1.552512,-0.115472,0.420274,-0.491665,0.090912,-2.222669,6.287982,-1.848177,6.225564,0.628153,3.397127,15.611002,2.818778,-47.744053
203067175110013561!,thoughtful-steel-butterfly,0.210000,-0.465955,-1.490250,-0.133914,0.481994,-0.484097,0.125102,-2.111864,6.155393,-1.836635,6.109057,0.887881,3.435756,14.472823,5.564279,-45.589673
203067175110013561!,thoughtful-steel-butterfly,0.220000,-0.486545,-1.429547,-0.152115,0.542294,-0.473856,0.159563,-2.005589,5.976036,-1.800159,5.941195,1.162071,3.451007,14.547391,7.546630,-43.569867
203067175110013561!,thoughtful-steel-butterfly,0.230000,-0.506103,-1.370860,-0.169821,0.600666,-0.460804,0.194060,-1.905346,5.750284,-1.737528,5.721659,1.449173,3.441130,15.798711,8.836074,-41.788782
203067175110013561!,thoughtful-steel-butterfly,0.240000,-0.524693,-1.314669,-0.186762,0.656575,-0.444826,0.228319,-1.812024,5.478073,-1.647603,5.449886,1.747273,3.404153,18.277730,9.441057,-40.313238
