ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
1056841043036330798!,lush-impartial-bumblebee,0.000000,-2.104684,-0.003336,0.000000,-0.003336,0.000000,0.000000,0.000000,0.000000,15.708469,-53.606070,-36.343110
1056841043036330798!,lush-impartial-bumblebee,0.010000,-2.098113,-0.003405,0.000000,-0.003405,1.314285,-0.013864,0.000000,-0.013864,13.228045,-47.887491,-30.085208
1056841043036330798!,lush-impartial-bumblebee,0.020000,-2.079237,-0.003604,0.000000,-0.003604,2.458569,-0.025935,0.000000,-0.025935,11.007769,-42.768675,-24.483634
1056841043036330798!,lush-impartial-bumblebee,0.030000,-2.049655,-0.003916,0.000000,-0.003916,3.450682,-0.036400,0.000000,-0.036400,9.021770,-38.189985,-19.473125
1056841043036330798!,lush-impartial-bumblebee,0.040000,-2.010799,-0.004326,0.000000,-0.004326,4.306680,-0.045430,0.000000,-0.045430,7.246731,-34.097658,-14.994849
1056841043036330798!,lush-impartial-bumblebee,0.050000,-1.963954,-0.004820,0.000000,-0.004820,5.041022,-0.053176,0.000000,-0.053176,5.661624,-30.443216,-10.995754
1056841043036330798!,lush-impartial-bumblebee,0.060000,-1.910270,-0.005387,0.000000,-0.005387,5.666725,-0.059776,0.000000,-0.059776,4.247488,-27.182946,-7.428006
1056841043036330798!,lush-impartial-bumblebee,0.070000,-1.850777,-0.006014,0.000000,-0.006014,6.195508,-0.065354,0.000000,-0.065354,2.987229,-24.277438,-4.248478
1056841043036330798!,lush-impartial-bumblebee,0.080000,-1.786397,-0.006693,0.000000,-0.006693,6.637915,-0.070021,0.000000,-0.070021,1.865438,-21.691166,-1.418294
1056841043036330798!,lush-impartial-bumblebee,0.090000,-1.717952,-0.007415,0.000000,-0.007415,7.003439,-0.073877,0.000000,-0.073877,0.868226,-19.392107,1.097591
