ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
774159281251767819!,talented-steel-butterfly,0.000000,-1.982134,0.524272,-1.452891,1.372743,-0.749948,0.661497,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,627.101744,989.035137,-1447.803207
774159281251767819!,talented-steel-butterfly,0.010000,-1.970901,0.531351,-1.444485,1.381579,-0.745945,0.666008,2.246858,1.412784,1.685174,1.760549,0.802942,0.899314,452.020578,743.931528,-1081.314586
774159281251767819!,talented-steel-butterfly,0.020000,-1.939879,0.550423,-1.421268,1.405433,-0.734878,0.678199,3.958578,2.393390,2.964978,2.996064,1.414169,1.532356,316.807399,562.712621,-807.831805
774159281251767819!,talented-steel-butterfly,0.030000,-1.893617,0.577612,-1.386647,1.439576,-0.718354,0.695677,5.290917,3.030927,3.961471,3.812849,1.892264,1.953947,215.757527,422.676711,-597.826723
774159281251767819!,talented-steel-butterfly,0.040000,-1.835459,0.609877,-1.343091,1.480264,-0.697531,0.716555,6.329022,3.405422,4.744696,4.301656,2.270556,2.210275,142.342526,310.928829,-433.178172
774159281251767819!,talented-steel-butterfly,0.050000,-1.768098,0.644910,-1.292522,1.524585,-0.673306,0.739364,7.122875,3.583662,5.357206,4.538231,2.569085,2.339552,90.534111,220.117661,-302.607429
774159281251767819!,talented-steel-butterfly,0.060000,-1.693831,0.681011,-1.236516,1.570315,-0.646417,0.762985,7.706557,3.619192,5.827690,4.585379,2.801224,2.373257,55.225338,146.027604,-198.964121
774159281251767819!,talented-steel-butterfly,0.070000,-1.614672,0.716943,-1.176418,1.615795,-0.617492,0.786577,8.108021,3.553948,6.178250,4.494848,2.977204,2.337216,32.258833,86.123003,-117.493522
774159281251767819!,talented-steel-butterfly,0.080000,-1.532333,0.751861,-1.113345,1.659852,-0.587056,0.809546,8.353355,3.420204,6.428153,4.308578,3.105958,2.252339,18.313844,38.639841,-54.703603
774159281251767819!,talented-steel-butterfly,0.090000,-1.448257,0.785202,-1.048220,1.701700,-0.555542,0.831488,8.468189,3.242297,6.595222,4.059819,3.195800,2.135210,10.780168,2.066323,-7.693415
774159281251767819!,talented-steel-butterfly,0.100000,-1.363622,0.816619,-0.981787,1.740850,-0.523300,0.852148,8.477452,3.038129,6.696052,3.774093,3.254524,1.998587,7.640856,-25.099170,26.182634
774159281251767819!,talented-steel-butterfly,0.110000,-1.279356,0.845920,-0.914628,1.777034,-0.490603,0.871383,8.404466,2.820449,6.745698,3.470207,3.289244,1.851896,7.370785,-44.403922,49.421500
774159281251767819!,talented-steel-butterfly,0.120000,-1.196142,0.873015,-0.847172,1.810149,-0.457651,0.889132,8.269931,2.597985,6.757236,3.161282,3.306171,1.701741,8.848533,-57.390663,64.346453
774159281251767819!,talented-steel-butterfly,0.130000,-1.114482,0.897890,-0.779734,1.840197,-0.424592,0.905385,8.091447,2.376422,6.741528,2.855971,3.310485,1.552493,11.273830,-65.519321,73.046839
774159281251767819!,talented-steel-butterfly,0.140000,-1.034734,0.920570,-0.712536,1.867243,-0.391527,0.920166,7.883241,2.159241,6.707142,2.559523,3.306283,1.406811,14.097365,-70.088349,77.312731
774159281251767819!,talented-steel-butterfly,0.150000,-0.957135,0.941110,-0.645733,1.891388,-0.358527,0.933519,7.656248,1.948404,6.660480,2.274714,3.296624,1.266102,16.959463,-72.186833,78.603071
774159281251767819!,talented-steel-butterfly,0.160000,-0.881835,0.959577,-0.579424,1.912755,-0.325636,0.945495,7.418469,1.744892,6.606057,2.002643,3.283659,1.130917,19.638586,-72.680071,78.050023
774159281251767819!,talented-steel-butterfly,0.170000,-0.808913,0.976047,-0.513673,1.931470,-0.292879,0.956150,7.175472,1.549102,6.546850,1.743356,3.268790,1.001264,22.010198,-72.221156,76.490211
774159281251767819!,talented-steel-butterfly,0.180000,-0.738409,0.990596,-0.448521,1.947657,-0.260272,0.965535,6.930917,1.361129,6.484645,1.496302,3.252833,0.876842,24.015334,-71.278596,74.511156
774159281251767819!,talented-steel-butterfly,0.190000,-0.670331,1.003303,-0.383996,1.961432,-0.227826,0.973702,6.687047,1.180953,6.420370,1.260649,3.236175,0.757199,25.637575,-70.170773,72.502358
774159281251767819!,talented-steel-butterfly,0.200000,-0.604672,1.014245,-0.320118,1.972905,-0.195549,0.980694,6.445107,1.008554,6.354358,1.035491,3.218904,0.641843,26.886850,-69.100517,70.703645
774159281251767819!,talented-steel-butterfly,0.210000,-0.541413,1.023501,-0.256907,1.982175,-0.163446,0.986552,6.205682,0.843970,6.286571,0.819965,3.200911,0.530309,27.788508,-68.185883,69.246736
774159281251767819!,talented-steel-butterfly,0.220000,-0.480535,1.031150,-0.194385,1.989335,-0.131529,0.991312,5.968953,0.687327,6.216761,0.613322,3.181977,0.422190,28.376126,-67.485980,68.189263
774159281251767819!,talented-steel-butterfly,0.230000,-0.422018,1.037274,-0.132575,1.994470,-0.099808,0.995007,5.734876,0.538839,6.144587,0.414948,3.161821,0.317159,28.687300,-67.019611,67.538917
774159281251767819!,talented-steel-butterfly,0.240000,-0.365827,1.041955,-0.071500,1.997660,-0.068296,0.997665,5.503254,0.398791,6.069686,0.224348,3.140142,0.214961,28.760704,-66.778336,67.270319
