ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
1334517482950442976!,rebel-mauve-beetle,0.000000,-1.240804,-1.915901,-0.243205,-1.985158,0.000000,0.000000,0.000000,0.000000,477.180427,1929.189940,-1776.648318
1334517482950442976!,rebel-mauve-beetle,0.010000,-1.255324,-1.899160,-0.258859,-1.983177,-2.887644,3.353253,-3.135862,0.409317,107.865394,590.349315,-430.773242
1334517482950442976!,rebel-mauve-beetle,0.020000,-1.286461,-1.858297,-0.293690,-1.978319,-3.315381,4.817919,-3.829124,0.568449,3.893461,207.889651,-50.826281
1334517482950442976!,rebel-mauve-beetle,0.030000,-1.318190,-1.805729,-0.332148,-1.972227,-3.014270,5.684279,-3.864200,0.650780,-21.524200,105.744933,43.692790
1334517482950442976!,rebel-mauve-beetle,0.040000,-1.345829,-1.745599,-0.370289,-1.965423,-2.503463,6.323584,-3.768407,0.709975,-24.495083,83.231495,56.739772
1334517482950442976!,rebel-mauve-beetle,0.050000,-1.368032,-1.679644,-0.407564,-1.958033,-1.931112,6.842487,-3.691659,0.768417,-20.833515,83.708566,45.815648
1334517482950442976!,rebel-mauve-beetle,0.060000,-1.384419,-1.608916,-0.444388,-1.950005,-1.342967,7.270275,-3.676932,0.837940,-14.939520,91.213530,26.957389
1334517482950442976!,rebel-mauve-beetle,0.070000,-1.394938,-1.534285,-0.481464,-1.941183,-0.758060,7.613354,-3.736542,0.926760,-8.061508,101.100107,4.737304
1334517482950442976!,rebel-mauve-beetle,0.080000,-1.399697,-1.456590,-0.519573,-1.931332,-0.189131,7.871694,-3.873116,1.041957,-0.598003,111.894594,-19.386813
1334517482950442976!,rebel-mauve-beetle,0.090000,-1.398936,-1.376686,-0.559501,-1.920146,0.352211,8.044318,-4.085123,1.190342,7.260608,123.029590,-44.744357
1334517482950442976!,rebel-mauve-beetle,0.100000,-1.392995,-1.295490,-0.601960,-1.907261,0.854484,8.131419,-4.368006,1.378608,15.356172,134.213275,-70.812210
1334517482950442976!,rebel-mauve-beetle,0.110000,-1.382316,-1.213850,-0.647618,-1.892245,1.306730,8.135467,-4.715185,1.613766,23.506905,145.195372,-97.005185
1334517482950442976!,rebel-mauve-beetle,0.120000,-1.367445,-1.132568,-0.697071,-1.874591,1.699271,8.061651,-5.117610,1.902994,31.511416,155.733697,-122.681607
1334517482950442976!,rebel-mauve-beetle,0.130000,-1.349019,-1.052378,-0.750813,-1.853721,2.024402,7.917942,-5.563633,2.253440,39.161570,165.584908,-147.179635
