ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
695528711599488788!,thoughtful-zippy-butterfly,0.000000,-1.240804,-1.915901,-0.923773,0.058812,-0.449866,0.218222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-285.363873,-86.016453,-28.445100,-184.543194
695528711599488788!,thoughtful-zippy-butterfly,0.010000,-1.243387,-1.912481,-0.923582,0.061784,-0.449163,0.219665,-0.515458,0.682825,0.038978,0.593013,0.140631,0.287556,-228.918814,-51.426192,-40.809211,-211.551841
695528711599488788!,thoughtful-zippy-butterfly,0.020000,-1.249544,-1.902648,-0.922945,0.070505,-0.447060,0.223913,-0.713384,1.282531,0.090980,1.149392,0.280783,0.560605,-198.697659,-34.516361,-45.617489,-219.936480
695528711599488788!,thoughtful-zippy-butterfly,0.030000,-1.256907,-1.887081,-0.921699,0.084628,-0.443543,0.230802,-0.755442,1.827062,0.161770,1.671128,0.423714,0.814271,-180.943279,-26.010864,-46.862629,-219.514680
695528711599488788!,thoughtful-zippy-butterfly,0.040000,-1.264291,-1.866263,-0.919628,0.103815,-0.438566,0.240124,-0.717360,2.329147,0.256740,2.158730,0.572262,1.045189,-169.362669,-21.671852,-46.355924,-214.742772
695528711599488788!,thoughtful-zippy-butterfly,0.050000,-1.271076,-1.840583,-0.916464,0.127728,-0.432061,0.251640,-0.636007,2.794822,0.380330,2.611718,0.728468,1.250764,-161.017683,-19.530948,-44.923805,-207.650565
695528711599488788!,thoughtful-zippy-butterfly,0.060000,-1.276927,-1.810389,-0.911903,0.156019,-0.423944,0.265088,-0.530440,3.226766,0.535817,3.028836,0.893449,1.428853,-154.509512,-18.656790,-42.945567,-199.170576
695528711599488788!,thoughtful-zippy-butterfly,0.070000,-1.281657,-1.776009,-0.905611,0.188320,-0.414123,0.280183,-0.411584,3.625852,0.725241,3.408222,1.067389,1.577648,-149.146853,-18.588485,-40.601677,-189.753866
695528711599488788!,thoughtful-zippy-butterfly,0.080000,-1.285176,-1.737771,-0.897244,0.224245,-0.402510,0.296624,-0.286592,3.991950,0.949415,3.747565,1.249603,1.695676,-144.567411,-19.077731,-37.987384,-179.651387
695528711599488788!,thoughtful-zippy-butterfly,0.090000,-1.287454,-1.696009,-0.886451,0.263378,-0.389030,0.314095,-0.160774,4.324418,1.207954,4.044298,1.438631,1.781854,-140.566380,-19.972210,-35.164322,-169.041179
695528711599488788!,thoughtful-zippy-butterfly,0.100000,-1.288503,-1.651110,-0.872909,0.305234,-0.373640,0.332255,-0.038296,4.622477,1.499189,4.295864,1.632337,1.835661,-137.026679,-21.167530,-32.181546,-158.081440
695528711599488788!,thoughtful-zippy-butterfly,0.110000,-1.288373,-1.603420,-0.856303,0.349351,-0.356305,0.350780,0.077165,4.885473,1.820619,4.499717,1.828175,1.856968,-133.852831,-22.569945,-29.091779,-146.938462
