ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
1344931061060801341!,rebel-wine-beetle,0.000000,-0.000349,2.144941,-0.928059,1.771640,0.000000,0.000000,0.000000,0.000000,305.243832,601.745064,409.000186,-232.663694
1344931061060801341!,rebel-wine-beetle,0.010000,0.012249,2.137852,-0.919936,1.775871,2.511002,-1.420974,1.631111,0.844948,219.027437,286.582835,106.264157,-169.051434
1344931061060801341!,rebel-wine-beetle,0.020000,0.041754,2.117626,-0.901424,1.785339,3.371663,-2.627493,2.076594,1.048480,180.681218,167.167523,-1.617708,-140.458018
1344931061060801341!,rebel-wine-beetle,0.030000,0.076574,2.085943,-0.880408,1.795795,3.569240,-3.705935,2.129155,1.043841,160.195554,123.427342,-33.393281,-124.892005
1344931061060801341!,rebel-wine-beetle,0.040000,0.111982,2.043938,-0.859296,1.805993,3.489034,-4.681963,2.097543,0.998017,145.989511,107.859161,-36.392337,-113.883639
1344931061060801341!,rebel-wine-beetle,0.050000,0.145925,1.992599,-0.838326,1.815822,3.274649,-5.562174,2.101401,0.970172,133.522872,102.672067,-28.096985,-104.100355
1344931061060801341!,rebel-wine-beetle,0.060000,0.177341,1.932899,-0.816883,1.825569,2.979940,-6.342792,2.189448,0.979707,120.959695,101.323461,-14.736412,-94.185113
1344931061060801341!,rebel-wine-beetle,0.070000,0.205557,1.865882,-0.793985,1.835644,2.627623,-7.013738,2.384242,1.031275,107.564459,101.376109,1.430918,-83.591588
1344931061060801341!,rebel-wine-beetle,0.080000,0.230053,1.792778,-0.768505,1.846456,2.230723,-7.561628,2.697553,1.122737,93.136708,101.919101,19.471433,-72.174461
1344931061060801341!,rebel-wine-beetle,0.090000,0.250416,1.714921,-0.739242,1.858365,1.800400,-7.971810,3.136711,1.247757,77.797507,102.637178,38.833150,-60.034034
1344931061060801341!,rebel-wine-beetle,0.100000,0.266373,1.633740,-0.704912,1.871657,1.348663,-8.230352,3.706648,1.396015,61.872669,103.453556,59.025475,-47.429070
1344931061060801341!,rebel-wine-beetle,0.110000,0.277780,1.550796,-0.664190,1.886492,0.889348,-8.325628,4.409696,1.552552,45.803964,104.379132,79.531508,-34.708757
1344931061060801341!,rebel-wine-beetle,0.120000,0.284646,1.467758,-0.615736,1.902858,0.438546,-8.249451,5.245183,1.697263,30.059182,105.421426,99.798715,-22.242905
1344931061060801341!,rebel-wine-beetle,0.130000,0.287151,1.386360,-0.558236,1.920514,0.014883,-7.997932,6.208604,1.804656,15.045154,106.517697,119.257241,-10.354141
1344931061060801341!,rebel-wine-beetle,0.140000,0.285679,1.308348,-0.490440,1.938935,-0.360205,-7.572253,7.290427,1.844064,1.036525,107.484578,137.340569,0.737693
1344931061060801341!,rebel-wine-beetle,0.150000,0.280843,1.235435,-0.411225,1.957267,-0.662283,-6.979566,8.474555,1.780518,-11.867422,107.986824,153.497123,10.949228
1344931061060801341!,rebel-wine-beetle,0.160000,0.273519,1.169222,-0.319665,1.974288,-0.864063,-6.234216,9.736585,1.576491,-23.750556,107.530289,167.190568,20.339627
1344931061060801341!,rebel-wine-beetle,0.170000,0.264871,1.111127,-0.215127,1.988396,-0.936280,-5.359340,11.042164,1.194666,-34.851483,105.483659,177.893690,29.088428
1344931061060801341!,rebel-wine-beetle,0.180000,0.256362,1.062282,-0.097373,1.997628,-0.849729,-4.388611,12.345899,0.601794,-45.504026,101.131757,185.085583,37.449252
1344931061060801341!,rebel-wine-beetle,0.190000,0.249740,1.023421,0.033326,1.999722,-0.578806,-3.367583,13.591436,-0.226503,-56.056347,93.760459,188.263932,45.687073
1344931061060801341!,rebel-wine-beetle,0.200000,0.246981,0.994749,0.176087,1.992233,-0.106529,-2.353763,14.713375,-1.300467,-66.781908,82.769027,186.982837,54.009437
1344931061060801341!,rebel-wine-beetle,0.210000,0.250175,0.975836,0.329342,1.972697,0.569535,-1.414389,15.641514,-2.611355,-77.797956,67.799252,180.921355,62.503872
1344931061060801341!,rebel-wine-beetle,0.220000,0.261351,0.965523,0.490814,1.938840,1.431680,-0.621187,16.307501,-4.128213,-89.008024,48.862567,169.978286,71.094257
1344931061060801341!,rebel-wine-beetle,0.230000,0.281869,0.962043,0.657131,1.888962,2.443671,-0.040383,16.656927,-5.794604,-99.968063,26.324852,154.091686,79.434747
1344931061060801341!,rebel-wine-beetle,0.240000,0.312747,0.963043,0.824735,1.822035,3.545602,0.274343,16.651558,-7.537243,-110.121018,0.995589,133.635758,87.096560
1344931061060801341!,rebel-wine-beetle,0.250000,0.354502,0.965698,0.990056,1.737754,4.657764,0.290931,16.275264,-9.272557,-118.871357,-25.854136,109.533633,93.627173
1344931061060801341!,rebel-wine-beetle,0.260000,0.406820,0.967019,1.149519,1.636645,5.693102,0.006693,15.539956,-10.914689,-125.608657,-52.655643,83.074252,98.566603
1344931061060801341!,rebel-wine-beetle,0.270000,0.468545,0.964155,1.299809,1.520032,6.569685,-0.549959,14.484693,-12.386146,-129.820687,-77.743923,55.788768,101.533907
1344931061060801341!,rebel-wine-beetle,0.280000,0.537803,0.954653,1.438111,1.389906,7.222276,-1.323746,13.170317,-13.627092,-131.187153,-99.570648,29.288581,102.298238
1344931061060801341!,rebel-wine-beetle,0.290000,0.612190,0.936701,1.562260,1.248737,7.611732,-2.241738,11.671043,-14.601316,-129.623858,-116.944749,5.008215,100.810271
1344931061060801341!,rebel-wine-beetle,0.300000,0.689046,0.909248,1.670833,1.099235,7.728150,-3.225271,10.064295,-15.297696,-125.286343,-129.183195,-15.984719,97.202900
1344931061060801341!,rebel-wine-beetle,0.310000,0.765741,0.872003,1.763137,0.944111,7.588248,-4.201229,8.421543,-15.727315,-118.527911,-136.155765,-33.097687,91.757402
1344931061060801341!,rebel-wine-beetle,0.320000,0.839902,0.825339,1.839123,0.785891,7.228528,-5.110181,6.801864,-15.917558,-109.830011,-138.224581,-46.218955,84.849251
1344931061060801341!,rebel-wine-beetle,0.330000,0.909585,0.770142,1.899254,0.626766,6.696731,-5.910316,5.248773,-15.905050,-99.728799,-136.113052,-55.636864,76.891950
1344931061060801341!,rebel-wine-beetle,0.340000,0.973331,0.707617,1.944337,0.468564,6.043659,-6.577388,3.790561,-15.729196,-88.745831,-130.730668,-61.897225,68.284762
1344931061060801341!,rebel-wine-beetle,0.350000,1.030169,0.639139,1.975398,0.312732,5.317212,-7.102178,2.442355,-15.427350,-77.346432,-123.026942,-65.665039,59.381900
1344931061060801341!,rebel-wine-beetle,0.360000,1.079573,0.566119,1.993560,0.160375,4.558756,-7.486757,1.209265,-15.031893,-65.917721,-113.878503,-67.605327,50.476791
1344931061060801341!,rebel-wine-beetle,0.370000,1.121386,0.489909,1.999962,0.012306,3.801602,-7.740695,0.089648,-14.569039,-54.763211,-104.022187,-68.303350,41.798773
1344931061060801341!,rebel-wine-beetle,0.380000,1.155748,0.411753,1.995712,-0.130889,3.071062,-7.877912,-0.922058,-14.058921,-44.108958,-94.031677,-68.227102,33.518296
1344931061060801341!,rebel-wine-beetle,0.390000,1.183015,0.332738,1.981853,-0.268808,2.385184,-7.914282,-1.833279,-13.516300,-34.112367,-84.316597,-67.715551,25.753897
1344931061060801341!,rebel-wine-beetle,0.400000,1.203696,0.253799,1.959353,-0.401169,1.756143,-7.866175,-2.651821,-12.951780,-24.877454,-75.152461,-66.998922,18.583840
1344931061060801341!,rebel-wine-beetle,0.410000,1.218402,0.175707,1.929104,-0.527786,1.191363,-7.749465,-3.385094,-12.372824,-16.465097,-66.703740,-66.216107,12.053883
1344931061060801341!,rebel-wine-beetle,0.420000,1.227803,0.099070,1.891924,-0.648555,0.694620,-7.579060,-4.039817,-11.784701,-8.903540,-59.055695,-65.443094,6.185125
1344931061060801341!,rebel-wine-beetle,0.430000,1.232578,0.024324,1.848556,-0.763440,0.266910,-7.368511,-4.621890,-11.191223,-2.195863,-52.233657,-64.708843,0.979635
1344931061060801341!,rebel-wine-beetle,0.440000,1.233417,-0.048173,1.799711,-0.872376,-0.092706,-7.130349,-5.135950,-10.595465,3.671926,-46.238012,-64.030666,-3.573657
1344931061060801341!,rebel-wine-beetle,0.450000,1.230990,-0.118195,1.746051,-0.975349,-0.386786,-6.875724,-5.585970,-9.999901,8.725748,-41.047883,-63.412800,-7.494947
1344931061060801341!,rebel-wine-beetle,0.460000,1.225937,-0.185627,1.688201,-1.072369,-0.619083,-6.614473,-5.975259,-9.406685,12.999538,-36.634467,-62.858891,-10.810652
1344931061060801341!,rebel-wine-beetle,0.470000,1.218855,-0.250444,1.626757,-1.163469,-0.794253,-6.355119,-6.306551,-8.817788,16.532087,-32.968676,-62.378062,-13.551028
1344931061060801341!,rebel-wine-beetle,0.480000,1.210293,-0.312699,1.562290,-1.248700,-0.917633,-6.104868,-6.582088,-8.235069,19.364608,-30.025446,-61.987525,-15.748300
1344931061060801341!,rebel-wine-beetle,0.490000,1.200745,-0.372510,1.495351,-1.328129,-0.995040,-5.869583,-6.803682,-7.660318,21.538896,-27.785628,-61.712821,-17.435243
1344931061060801341!,rebel-wine-beetle,0.500000,1.190645,-0.430049,1.426477,-1.401843,-1.032603,-5.653753,-6.972760,-7.095292,23.096007,-26.235923,-61.586152,-18.644130
1344931061060801341!,rebel-wine-beetle,0.510000,1.180368,-0.485523,1.356195,-1.469944,-1.036581,-5.460472,-7.090422,-6.541744,24.075413,-25.367133,-61.643095,-19.406043
1344931061060801341!,rebel-wine-beetle,0.520000,1.170228,-0.539162,1.285024,-1.532551,-1.013188,-5.291426,-7.157492,-6.001460,24.514587,-25.170928,-61.917950,-19.750492
1344931061060801341!,rebel-wine-beetle,0.530000,1.160478,-0.591207,1.213478,-1.589802,-0.968413,-5.146909,-7.174612,-5.476303,24.449015,-25.635358,-62.437959,-19.705368
1344931061060801341!,rebel-wine-beetle,0.540000,1.151319,-0.641891,1.142074,-1.641848,-0.907835,-5.025880,-7.142358,-4.968244,23.912617,-26.739375,-63.216748,-19.297188
1344931061060801341!,rebel-wine-beetle,0.550000,1.142902,-0.691427,1.071329,-1.688862,-0.836448,-4.926075,-7.061395,-4.479393,22.938550,-28.446796,-64.247520,-18.551650
1344931061060801341!,rebel-wine-beetle,0.560000,1.135340,-0.739993,1.001764,-1.731031,-0.758506,-4.844182,-6.932676,-4.012003,21.560334,-30.700324,-65.496680,-17.494427
1344931061060801341!,rebel-wine-beetle,0.570000,1.128719,-0.787722,0.933909,-1.768563,-0.677408,-4.776089,-6.757657,-3.568453,19.813172,-33.416387,-66.898787,-16.152150
1344931061060801341!,rebel-wine-beetle,0.580000,1.123075,-0.834712,0.868259,-1.801701,-0.595718,-4.717109,-6.538666,-3.151051,17.740796,-36.481823,-68.360494,-14.557760
1344931061060801341!,rebel-wine-beetle,0.590000,1.118243,-0.881120,0.805061,-1.830813,-0.515474,-4.662041,-6.279436,-2.761249,15.416243,-39.758167,-69.791054,-12.767009
