ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
282862865930422345!,great-impartial-bumblebee,0.000000,2.047652,-1.165329,0.000000,-1.165329,0.000000,0.000000,0.000000,0.000000,-20.051630,44.076822,50.995467
282862865930422345!,great-impartial-bumblebee,0.010000,2.040928,-1.165688,0.000000,-1.165688,-1.344871,-0.071774,0.000000,-0.071774,-17.906531,37.160244,45.956235
282862865930422345!,great-impartial-bumblebee,0.020000,2.021613,-1.166719,0.000000,-1.166719,-2.515786,-0.134265,0.000000,-0.134265,-15.986409,30.969077,41.445518
282862865930422345!,great-impartial-bumblebee,0.030000,1.991342,-1.168334,0.000000,-1.168334,-3.530987,-0.188445,0.000000,-0.188445,-14.268893,25.431186,37.410761
282862865930422345!,great-impartial-bumblebee,0.040000,1.951582,-1.170456,0.000000,-1.170456,-4.406906,-0.235192,0.000000,-0.235192,-12.733818,20.481549,33.804589
282862865930422345!,great-impartial-bumblebee,0.050000,1.903647,-1.173015,0.000000,-1.173015,-5.158338,-0.275295,0.000000,-0.275295,-11.362998,16.061530,30.584282
282862865930422345!,great-impartial-bumblebee,0.060000,1.848714,-1.175946,0.000000,-1.175946,-5.798602,-0.309465,0.000000,-0.309465,-10.140036,12.118258,27.711321
282862865930422345!,great-impartial-bumblebee,0.070000,1.787858,-1.179194,0.000000,-1.179194,-6.339691,-0.338342,0.000000,-0.338342,-9.050231,8.604333,25.151171
282862865930422345!,great-impartial-bumblebee,0.080000,1.722067,-1.182705,0.000000,-1.182705,-6.792401,-0.362503,0.000000,-0.362503,-8.080425,5.477328,22.872919
282862865930422345!,great-impartial-bumblebee,0.090000,1.652184,-1.186435,0.000000,-1.186435,-7.166464,-0.382466,0.000000,-0.382466,-7.218572,2.698401,20.848269
282862865930422345!,great-impartial-bumblebee,0.100000,1.578947,-1.190344,0.000000,-1.190344,-7.470636,-0.398700,0.000000,-0.398700,-6.453757,0.232362,19.051579
282862865930422345!,great-impartial-bumblebee,0.110000,1.503004,-1.194396,0.000000,-1.194396,-7.712784,-0.411623,0.000000,-0.411623,-5.776113,-1.952608,17.459669
282862865930422345!,great-impartial-bumblebee,0.120000,1.424931,-1.198563,0.000000,-1.198563,-7.899979,-0.421613,0.000000,-0.421613,-5.176740,-3.885203,16.051632
282862865930422345!,great-impartial-bumblebee,0.130000,1.345237,-1.202816,0.000000,-1.202816,-8.038568,-0.429010,0.000000,-0.429010,-4.647624,-5.591266,14.808641
282862865930422345!,great-impartial-bumblebee,0.140000,1.264372,-1.207132,0.000000,-1.207132,-8.134248,-0.434116,0.000000,-0.434116,-4.181551,-7.094052,13.713752
282862865930422345!,great-impartial-bumblebee,0.150000,1.182740,-1.211489,0.000000,-1.211489,-8.192131,-0.437205,0.000000,-0.437205,-3.772033,-8.414488,12.751718
282862865930422345!,great-impartial-bumblebee,0.160000,1.100695,-1.215867,0.000000,-1.215867,-8.216804,-0.438522,0.000000,-0.438522,-3.413226,-9.571411,11.908816
282862865930422345!,great-impartial-bumblebee,0.170000,1.018549,-1.220251,0.000000,-1.220251,-8.212380,-0.438286,0.000000,-0.438286,-3.099873,-10.581775,11.172691
282862865930422345!,great-impartial-bumblebee,0.180000,0.936579,-1.224626,0.000000,-1.224626,-8.182545,-0.436694,0.000000,-0.436694,-2.827238,-11.460846,10.532224
282862865930422345!,great-impartial-bumblebee,0.190000,0.855024,-1.228978,0.000000,-1.228978,-8.130600,-0.433921,0.000000,-0.433921,-2.591061,-12.222369,9.977399
282862865930422345!,great-impartial-bumblebee,0.200000,0.774096,-1.233298,0.000000,-1.233298,-8.059502,-0.430127,0.000000,-0.430127,-2.387501,-12.878719,9.499200
