ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
780415986188619494!,talented-zippy-butterfly,0.000000,1.246422,-0.472507,0.282162,-0.207547,-0.442290,-0.896872,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-591.646841,-3.152434,97.623842,-485.675506
780415986188619494!,talented-zippy-butterfly,0.010000,1.241725,-0.474145,0.278547,-0.205280,-0.445044,-0.895509,-0.938928,-0.324947,-0.721646,0.453441,-0.549704,0.273188,-514.711326,-9.679631,85.258466,-408.136098
780415986188619494!,talented-zippy-butterfly,0.020000,1.228270,-0.479045,0.268329,-0.198844,-0.452862,-0.891580,-1.752349,-0.651081,-1.318942,0.833729,-1.011717,0.513884,-448.367762,-14.202712,75.264142,-342.426264
780415986188619494!,talented-zippy-butterfly,0.030000,1.207161,-0.487147,0.252677,-0.188883,-0.464897,-0.885365,-2.468825,-0.962698,-1.806113,1.158068,-1.391037,0.730421,-389.412529,-17.525083,66.758444,-284.834605
780415986188619494!,talented-zippy-butterfly,0.040000,1.179258,-0.498262,0.232641,-0.175902,-0.480346,-0.877079,-3.108239,-1.250647,-2.193270,1.436176,-1.692399,0.926869,-335.713653,-20.137056,59.134697,-233.010513
780415986188619494!,talented-zippy-butterfly,0.050000,1.145260,-0.512133,0.209183,-0.160339,-0.498452,-0.866917,-3.684011,-1.509888,-2.488007,1.672522,-1.920652,1.104319,-285.861891,-22.310192,51.981797,-185.521145
780415986188619494!,talented-zippy-butterfly,0.060000,1.105760,-0.528463,0.183201,-0.142609,-0.518507,-0.855073,-4.204773,-1.737725,-2.696615,1.868206,-2.081028,1.261913,-238.935395,-24.174688,45.028518,-141.527669
780415986188619494!,talented-zippy-butterfly,0.070000,1.061286,-0.546937,0.155535,-0.123126,-0.539856,-0.841757,-4.675485,-1.932760,-2.824842,2.022355,-2.179272,1.397662,-194.360736,-25.773819,38.108001,-100.580744
780415986188619494!,talented-zippy-butterfly,0.080000,1.012332,-0.567228,0.126972,-0.102323,-0.561901,-0.827205,-5.098233,-2.094363,-2.878336,2.133182,-2.221646,1.509113,-151.832676,-27.102074,31.135338,-62.492065
780415986188619494!,talented-zippy-butterfly,0.090000,0.959390,-0.589009,0.098244,-0.080652,-0.584109,-0.811675,-5.472910,-2.222453,-2.862925,2.198809,-2.214843,1.593876,-111.263071,-28.132704,24.092822,-27.246787
780415986188619494!,talented-zippy-butterfly,0.100000,0.902963,-0.611956,0.070026,-0.058589,-0.606013,-0.795455,-5.797867,-2.317500,-2.784765,2.217867,-2.165833,1.650028,-72.742000,-28.837254,17.019275,5.061115
780415986188619494!,talented-zippy-butterfly,0.110000,0.843598,-0.635668,0.042904,-0.036594,-0.627227,-0.778836,-6.070523,-2.380758,-2.650621,2.190117,-2.081754,1.676517,-36.508660,-29.200251,10.002785,34.278521
