ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
1629529024199510967!,talented-zippy-butterfly,0.000000,-1.982134,0.524272,-1.414873,1.347810,-0.560495,0.828158,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-900.924895,-9.411271,-308.419875,-1451.468457
1629529024199510967!,talented-zippy-butterfly,0.010000,-1.971380,0.530825,-1.406654,1.356103,-0.555155,0.831747,2.150898,1.307804,1.647244,1.652446,1.069076,0.713562,-677.452772,-2.263549,-235.177304,-1106.198811
1629529024199510967!,talented-zippy-butterfly,0.020000,-1.941547,0.548569,-1.383841,1.378607,-0.540375,0.841424,3.816933,2.233389,2.921548,2.835001,1.888367,1.212737,-504.962025,4.821351,-179.426795,-844.065357
1629529024199510967!,talented-zippy-butterfly,0.030000,-1.896780,0.574033,-1.349591,1.411041,-0.518305,0.855196,5.133084,2.846274,3.930234,3.632630,2.524168,1.529814,-371.708477,9.655835,-135.608112,-639.100599
1629529024199510967!,talented-zippy-butterfly,0.040000,-1.840189,0.604418,-1.306234,1.449931,-0.490573,0.871400,6.173715,3.214040,4.735804,4.122103,3.016639,1.698281,-268.740425,11.776198,-100.339567,-475.268482
1629529024199510967!,talented-zippy-butterfly,0.050000,-1.774306,0.637559,-1.255608,1.492517,-0.458482,0.888703,6.982327,3.395771,5.376411,4.370070,3.391492,1.749671,-189.343416,11.492717,-71.561699,-342.608674
1629529024199510967!,talented-zippy-butterfly,0.060000,-1.701337,0.671829,-1.199256,1.536649,-0.423133,0.906067,7.588272,3.440414,5.877704,4.433502,3.666908,1.712445,-128.511817,9.410666,-48.020481,-234.886939
1629529024199510967!,talented-zippy-butterfly,0.070000,-1.623237,0.706038,-1.138505,1.580700,-0.385469,0.922721,8.015616,3.387235,6.259463,4.360483,3.857452,1.611459,-82.460831,6.187920,-28.926285,-148.039842
1629529024199510967!,talented-zippy-butterfly,0.080000,-1.541688,0.739362,-1.074471,1.623504,-0.346278,0.938132,8.287212,3.267076,6.539122,4.190839,3.976029,1.467610,-48.226073,2.412905,-13.722014,-79.127782
1629529024199510967!,talented-zippy-butterfly,0.090000,-1.458130,0.771253,-1.008093,1.664263,-0.306220,0.951961,8.426148,3.103603,6.733129,3.956809,4.034650,1.297838,-23.394504,-1.453303,-1.940330,-25.700243
1629529024199510967!,talented-zippy-butterfly,0.100000,-1.373763,0.801370,-0.940144,1.702467,-0.265833,0.964019,8.455582,2.914502,6.857183,3.683671,4.044519,1.115297,-5.939259,-5.092643,6.871206,14.533966
1629529024199510967!,talented-zippy-butterfly,0.110000,-1.289552,0.829525,-0.871241,1.737829,-0.225548,0.974232,8.397863,2.712574,6.925908,3.390468,4.015826,0.929719,5.863719,-8.319369,13.174277,43.814438
1629529024199510967!,talented-zippy-butterfly,0.120000,-1.206253,0.855635,-0.801865,1.770223,-0.185700,0.982607,8.273521,2.506732,6.952390,3.090873,3.957493,0.747914,13.470413,-11.054462,17.432525,64.304465
1629529024199510967!,talented-zippy-butterfly,0.130000,-1.124431,0.879693,-0.732378,1.799635,-0.146543,0.989204,8.100473,2.302892,6.947801,2.794129,3.877006,0.574349,18.083120,-13.294670,20.090422,78.011528
1629529024199510967!,talented-zippy-butterfly,0.140000,-1.044495,0.901736,-0.663040,1.826124,-0.108267,0.994122,7.893597,2.104751,6.921232,2.506005,3.780388,0.411713,20.662966,-15.083127,21.551236,86.707492
1629529024199510967!,talented-zippy-butterfly,0.150000,-0.966722,0.921834,-0.594037,1.849792,-0.071010,0.997476,7.664676,1.914433,6.879725,2.229683,3.672293,0.261429,21.948993,-16.485600,22.161356,91.877218
1629529024199510967!,talented-zippy-butterfly,0.160000,-0.891290,0.940069,-0.525493,1.870763,-0.034869,0.999392,7.422615,1.733005,6.828468,1.966527,3.556190,0.124075,22.484955,-17.573699,22.203298,94.703261
1629529024199510967!,talented-zippy-butterfly,0.170000,-0.818304,0.956533,-0.457489,1.889170,0.000087,1.000000,7.173844,1.560870,6.771077,1.716691,3.434592,-0.000299,22.651095,-18.414628,21.896495,96.081301
1629529024199510967!,talented-zippy-butterfly,0.180000,-0.747819,0.971323,-0.390079,1.905144,0.033807,0.999428,6.922818,1.398035,6.709919,1.479595,3.309285,-0.111941,22.698733,-19.066317,21.404534,96.659618
1629529024199510967!,talented-zippy-butterfly,0.190000,-0.679841,0.984529,-0.323293,1.918806,0.066261,0.997802,6.672333,1.244338,6.646375,1.254244,3.181516,-0.211276,22.774648,-19.574773,20.840194,96.868348
1629529024199510967!,talented-zippy-butterfly,0.200000,-0.614358,0.996243,-0.257150,1.930268,0.097430,0.995242,6.424139,1.099516,6.581163,1.039464,3.052181,-0.298794,22.958585,-19.976160,20.281388,96.989770
1629529024199510967!,talented-zippy-butterfly,0.210000,-0.551340,1.006551,-0.191668,1.939630,0.127300,0.991864,6.179128,0.963330,6.514516,0.834048,2.921960,-0.375017,23.275285,-20.296819,19.774785,97.177165
1629529024199510967!,talented-zippy-butterfly,0.220000,-0.490763,1.015542,-0.126863,1.946980,0.155863,0.987779,5.937733,0.835558,6.446372,0.636839,2.791421,-0.440461,23.717941,-20.556256,19.347821,97.505376
1629529024199510967!,talented-zippy-butterfly,0.230000,-0.432596,1.023301,-0.062753,1.952395,0.183114,0.983092,5.700034,0.716041,6.376489,0.446765,2.661076,-0.495661,24.257223,-20.768278,19.012463,97.988853
1629529024199510967!,talented-zippy-butterfly,0.240000,-0.376807,1.029913,0.000641,1.955944,0.209056,0.977904,5.465928,0.604675,6.304529,0.262862,2.531422,-0.541168,24.851708,-20.942787,18.770902,98.605612
1629529024199510967!,talented-zippy-butterfly,0.250000,-0.323366,1.035462,0.063295,1.957684,0.233697,0.972309,5.235234,0.501407,6.230130,0.084277,2.402969,-0.577559,25.454198,-21.087028,18.619072,99.312185
1629529024199510967!,talented-zippy-butterfly,0.260000,-0.272199,1.040012,0.125197,1.957660,0.257069,0.966393,5.007634,0.406219,6.152897,-0.089748,2.276179,-0.605483,26.019604,-21.206368,18.548659,100.056953
1629529024199510967!,talented-zippy-butterfly,0.270000,-0.223273,1.043643,0.186317,1.955913,0.279193,0.960235,4.782946,0.319137,6.072499,-0.259847,2.151587,-0.625585,26.501659,-21.305203,18.549759,100.782558
1629529024199510967!,talented-zippy-butterfly,0.280000,-0.176566,1.046438,0.246622,1.952480,0.300092,0.953910,4.561066,0.240230,5.988658,-0.426561,2.029762,-0.638545,26.856368,-21.387391,18.611666,101.431783
1629529024199510967!,talented-zippy-butterfly,0.290000,-0.132055,1.048481,0.306073,1.947393,0.319793,0.947487,4.341963,0.169602,5.901155,-0.590346,1.911286,-0.645092,27.043555,-21.456529,18.723548,101.950861
