ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2
1944407762140163295!,lush-bipedal-bumblebee,0.000000,-1.422876,2.541181,0.000000,2.541181,0.000000,0.000000,0.000000,0.000000,-181.379882,445.927249
1944407762140163295!,lush-bipedal-bumblebee,0.010000,-1.417773,2.534325,0.000000,2.534325,1.020534,-1.371102,0.000000,-1.371102,-156.473861,385.742869
1944407762140163295!,lush-bipedal-bumblebee,0.020000,-1.403116,2.514634,0.000000,2.514634,1.909063,-2.564854,0.000000,-2.564854,-134.179980,331.870621
1944407762140163295!,lush-bipedal-bumblebee,0.030000,-1.380146,2.483772,0.000000,2.483772,2.679432,-3.599856,0.000000,-3.599856,-114.238498,283.682846
1944407762140163295!,lush-bipedal-bumblebee,0.040000,-1.349975,2.443237,0.000000,2.443237,3.344108,-4.492859,0.000000,-4.492859,-96.415266,240.613736
1944407762140163295!,lush-bipedal-bumblebee,0.050000,-1.313600,2.394367,0.000000,2.394367,3.914320,-5.258947,0.000000,-5.258947,-80.499143,202.153076
1944407762140163295!,lush-bipedal-bumblebee,0.060000,-1.271915,2.338362,0.000000,2.338362,4.400174,-5.911699,0.000000,-5.911699,-66.299749,167.840824
1944407762140163295!,lush-bipedal-bumblebee,0.070000,-1.225719,2.276298,0.000000,2.276298,4.810770,-6.463341,0.000000,-6.463341,-53.645446,137.262220
1944407762140163295!,lush-bipedal-bumblebee,0.080000,-1.175748,2.209161,0.000000,2.209161,5.154297,-6.924874,0.000000,-6.924874,-42.382690,110.046232
1944407762140163295!,lush-bipedal-bumblebee,0.090000,-1.122664,2.137842,0.000000,2.137842,5.438130,-7.306208,0.000000,-7.306208,-32.373257,85.858847
1944407762140163295!,lush-bipedal-bumblebee,0.100000,-1.067038,2.063108,0.000000,2.063108,5.668912,-7.616266,0.000000,-7.616266,-23.491016,64.395275
1944407762140163295!,lush-bipedal-bumblebee,0.110000,-1.009370,1.985630,0.000000,1.985630,5.852616,-7.863076,0.000000,-7.863076,-15.621781,45.379589
1944407762140163295!,lush-bipedal-bumblebee,0.120000,-0.950098,1.905997,0.000000,1.905997,5.994613,-8.053852,0.000000,-8.053852,-8.662288,28.562262
1944407762140163295!,lush-bipedal-bumblebee,0.130000,-0.889608,1.824727,0.000000,1.824727,6.099724,-8.195070,0.000000,-8.195070,-2.519322,13.718035
1944407762140163295!,lush-bipedal-bumblebee,0.140000,-0.828240,1.742279,0.000000,1.742279,6.172277,-8.292545,0.000000,-8.292545,2.891135,0.643887
1944407762140163295!,lush-bipedal-bumblebee,0.150000,-0.766296,1.659056,0.000000,1.659056,6.216153,-8.351494,0.000000,-8.351494,7.644722,-10.842960
1944407762140163295!,lush-bipedal-bumblebee,0.160000,-0.704040,1.575415,0.000000,1.575415,6.234835,-8.376593,0.000000,-8.376593,11.809498,-20.906971
1944407762140163295!,lush-bipedal-bumblebee,0.170000,-0.641709,1.491672,0.000000,1.491672,6.231443,-8.372036,0.000000,-8.372036,15.446693,-29.696104
1944407762140163295!,lush-bipedal-bumblebee,0.180000,-0.579508,1.408104,0.000000,1.408104,6.208774,-8.341579,0.000000,-8.341579,18.611391,-37.343467
1944407762140163295!,lush-bipedal-bumblebee,0.190000,-0.517619,1.324954,0.000000,1.324954,6.169331,-8.288588,0.000000,-8.288588,21.353151,-43.968818
1944407762140163295!,lush-bipedal-bumblebee,0.200000,-0.456199,1.242437,0.000000,1.242437,6.115357,-8.216072,0.000000,-8.216072,23.716568,-49.679917
1944407762140163295!,lush-bipedal-bumblebee,0.210000,-0.395387,1.160735,0.000000,1.160735,6.048856,-8.126728,0.000000,-8.126728,25.741767,-54.573729
1944407762140163295!,lush-bipedal-bumblebee,0.220000,-0.335302,1.080009,0.000000,1.080009,5.971622,-8.022962,0.000000,-8.022962,27.464859,-58.737510
1944407762140163295!,lush-bipedal-bumblebee,0.230000,-0.276046,1.000398,0.000000,1.000398,5.885255,-7.906926,0.000000,-7.906926,28.918336,-62.249776
1944407762140163295!,lush-bipedal-bumblebee,0.240000,-0.217706,0.922017,0.000000,0.922017,5.791184,-7.780541,0.000000,-7.780541,30.131432,-65.181174
1944407762140163295!,lush-bipedal-bumblebee,0.250000,-0.160356,0.844967,0.000000,0.844967,5.690684,-7.645518,0.000000,-7.645518,31.130450,-67.595260
1944407762140163295!,lush-bipedal-bumblebee,0.260000,-0.104058,0.769330,0.000000,0.769330,5.584889,-7.503380,0.000000,-7.503380,31.939050,-69.549208
1944407762140163295!,lush-bipedal-bumblebee,0.270000,-0.048864,0.695176,0.000000,0.695176,5.474808,-7.355485,0.000000,-7.355485,32.578510,-71.094438
1944407762140163295!,lush-bipedal-bumblebee,0.280000,0.005185,0.622559,0.000000,0.622559,5.361338,-7.203037,0.000000,-7.203037,33.067965,-72.277186
