ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
459082193350034830!,lush-proficient-bumblebee,0.000000,1.132389,-1.994306,0.000000,-1.994306,0.000000,0.000000,0.000000,0.000000,16.708666,-39.107317,-70.505208,-13.779608
459082193350034830!,lush-proficient-bumblebee,0.010000,1.132119,-1.988435,0.000000,-1.988435,-0.054056,1.174216,0.000000,1.174216,14.679178,-34.462035,-62.076568,-12.107411
459082193350034830!,lush-proficient-bumblebee,0.020000,1.131343,-1.971571,0.000000,-1.971571,-0.101120,2.196549,0.000000,2.196549,12.862543,-30.303950,-54.531923,-10.610595
459082193350034830!,lush-proficient-bumblebee,0.030000,1.130126,-1.945141,0.000000,-1.945141,-0.141926,3.082928,0.000000,3.082928,11.237594,-26.584616,-47.783371,-9.271719
459082193350034830!,lush-proficient-bumblebee,0.040000,1.128528,-1.910427,0.000000,-1.910427,-0.177133,3.847698,0.000000,3.847698,9.785253,-23.260362,-41.751672,-8.075062
459082193350034830!,lush-proficient-bumblebee,0.050000,1.126601,-1.868574,0.000000,-1.868574,-0.207336,4.503778,0.000000,4.503778,8.488314,-20.291807,-36.365373,-7.006450
459082193350034830!,lush-proficient-bumblebee,0.060000,1.124394,-1.820630,0.000000,-1.820630,-0.233071,5.062797,0.000000,5.062797,7.331342,-17.643620,-31.560366,-6.053162
459082193350034830!,lush-proficient-bumblebee,0.070000,1.121949,-1.767526,0.000000,-1.767526,-0.254820,5.535231,0.000000,5.535231,6.300390,-15.283882,-27.278734,-5.203710
459082193350034830!,lush-proficient-bumblebee,0.080000,1.119305,-1.710083,0.000000,-1.710083,-0.273017,5.930510,0.000000,5.930510,5.382827,-13.183677,-23.468014,-4.447683
459082193350034830!,lush-proficient-bumblebee,0.090000,1.116494,-1.649033,0.000000,-1.649033,-0.288053,6.257120,0.000000,6.257120,4.567254,-11.316917,-20.080868,-3.775692
459082193350034830!,lush-proficient-bumblebee,0.100000,1.113548,-1.585025,0.000000,-1.585025,-0.300279,6.522694,0.000000,6.522694,3.843390,-9.660070,-17.074598,-3.179264
459082193350034830!,lush-proficient-bumblebee,0.110000,1.110492,-1.518639,0.000000,-1.518639,-0.310011,6.734095,0.000000,6.734095,3.201963,-8.191912,-14.410696,-2.650761
459082193350034830!,lush-proficient-bumblebee,0.120000,1.107350,-1.450389,0.000000,-1.450389,-0.317533,6.897493,0.000000,6.897493,2.634611,-6.893303,-12.054434,-2.183291
459082193350034830!,lush-proficient-bumblebee,0.130000,1.104143,-1.380729,0.000000,-1.380729,-0.323101,7.018431,0.000000,7.018431,2.133794,-5.746986,-9.974497,-1.770643
459082193350034830!,lush-proficient-bumblebee,0.140000,1.100890,-1.310064,0.000000,-1.310064,-0.326943,7.101889,0.000000,7.101889,1.692713,-4.737401,-8.142652,-1.407215
459082193350034830!,lush-proficient-bumblebee,0.150000,1.097606,-1.238748,0.000000,-1.238748,-0.329265,7.152337,0.000000,7.152337,1.305242,-3.850519,-6.533448,-1.087957
459082193350034830!,lush-proficient-bumblebee,0.160000,1.094308,-1.167095,0.000000,-1.167095,-0.330253,7.173788,0.000000,7.173788,0.965854,-3.073696,-5.123941,-0.808319
459082193350034830!,lush-proficient-bumblebee,0.170000,1.091006,-1.095382,0.000000,-1.095382,-0.330071,7.169839,0.000000,7.169839,0.669571,-2.395536,-3.893451,-0.564196
459082193350034830!,lush-proficient-bumblebee,0.180000,1.087713,-1.023849,0.000000,-1.023849,-0.328868,7.143717,0.000000,7.143717,0.411905,-1.805767,-2.823344,-0.351893
459082193350034830!,lush-proficient-bumblebee,0.190000,1.084438,-0.952707,0.000000,-0.952707,-0.326778,7.098312,0.000000,7.098312,0.188814,-1.295135,-1.896826,-0.168077
459082193350034830!,lush-proficient-bumblebee,0.200000,1.081190,-0.882139,0.000000,-0.882139,-0.323919,7.036211,0.000000,7.036211,-0.003346,-0.855301,-1.098769,-0.009746
459082193350034830!,lush-proficient-bumblebee,0.210000,1.077975,-0.812305,0.000000,-0.812305,-0.320398,6.959730,0.000000,6.959730,-0.167856,-0.478756,-0.415546,0.125801
459082193350034830!,lush-proficient-bumblebee,0.220000,1.074800,-0.743341,0.000000,-0.743341,-0.316311,6.870936,0.000000,6.870936,-0.307671,-0.158734,0.165117,0.241002
459082193350034830!,lush-proficient-bumblebee,0.230000,1.071670,-0.675363,0.000000,-0.675363,-0.311741,6.771679,0.000000,6.771679,-0.425452,0.110855,0.654273,0.338048
459082193350034830!,lush-proficient-bumblebee,0.240000,1.068590,-0.608457,0.000000,-0.608457,-0.306766,6.663608,0.000000,6.663608,-0.523658,0.335636,1.062129,0.418964
459082193350034830!,lush-proficient-bumblebee,0.250000,1.065563,-0.542688,0.000000,-0.542688,-0.301453,6.548187,0.000000,6.548187,-0.604509,0.520696,1.397912,0.485582
459082193350034830!,lush-proficient-bumblebee,0.260000,1.062590,-0.478123,0.000000,-0.478123,-0.295860,6.426715,0.000000,6.426715,-0.669946,0.670474,1.669675,0.539498
459082193350034830!,lush-proficient-bumblebee,0.270000,1.059676,-0.414815,0.000000,-0.414815,-0.290043,6.300346,0.000000,6.300346,-0.721708,0.788953,1.884650,0.582148
459082193350034830!,lush-proficient-bumblebee,0.280000,1.056821,-0.352809,0.000000,-0.352809,-0.284047,6.170103,0.000000,6.170103,-0.761359,0.879709,2.049322,0.614818
459082193350034830!,lush-proficient-bumblebee,0.290000,1.054028,-0.292138,0.000000,-0.292138,-0.277915,6.036893,0.000000,6.036893,-0.790299,0.945949,2.169512,0.638663
459082193350034830!,lush-proficient-bumblebee,0.300000,1.051298,-0.232827,0.000000,-0.232827,-0.271682,5.901517,0.000000,5.901517,-0.809797,0.990578,2.250490,0.654728
459082193350034830!,lush-proficient-bumblebee,0.310000,1.048630,-0.174885,0.000000,-0.174885,-0.265383,5.764682,0.000000,5.764682,-0.821019,1.016265,2.297097,0.663975
459082193350034830!,lush-proficient-bumblebee,0.320000,1.046026,-0.118321,0.000000,-0.118321,-0.259045,5.627007,0.000000,5.627007,-0.824983,1.025337,2.313558,0.667241
459082193350034830!,lush-proficient-bumblebee,0.330000,1.043486,-0.063140,0.000000,-0.063140,-0.252693,5.489035,0.000000,5.489035,-0.822598,1.019879,2.303655,0.665276
459082193350034830!,lush-proficient-bumblebee,0.340000,1.041009,-0.009340,0.000000,-0.009340,-0.246350,5.351242,0.000000,5.351242,-0.814681,1.001758,2.270774,0.658753
459082193350034830!,lush-proficient-bumblebee,0.350000,1.038596,0.043084,0.000000,0.043084,-0.240034,5.214042,0.000000,5.214042,-0.801961,0.972642,2.217945,0.648272
459082193350034830!,lush-proficient-bumblebee,0.360000,1.036246,0.094140,0.000000,0.094140,-0.233761,5.077793,0.000000,5.077793,-0.785089,0.934024,2.147875,0.634370
459082193350034830!,lush-proficient-bumblebee,0.370000,1.033957,0.143842,0.000000,0.143842,-0.227547,4.942807,0.000000,4.942807,-0.764648,0.887238,2.062983,0.617528
459082193350034830!,lush-proficient-bumblebee,0.380000,1.031731,0.192204,0.000000,0.192204,-0.221403,4.809351,0.000000,4.809351,-0.741158,0.833471,1.965427,0.598174
