ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
382674271815209591!,talented-ruddy-butterfly,0.000000,-1.240804,-1.915901,-0.806189,-1.015285,0.193229,-0.981154,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,365.440696,-125.222559,89.488366
382674271815209591!,talented-ruddy-butterfly,0.010000,-1.241711,-1.907477,-0.804705,-1.008018,0.194925,-0.980818,-0.178406,1.683086,0.298768,1.451250,0.336437,0.066862,314.311730,-124.622515,70.563938
382674271815209591!,talented-ruddy-butterfly,0.020000,-1.243778,-1.883519,-0.800116,-0.987325,0.199856,-0.979825,-0.228727,3.105619,0.624726,2.683115,0.643864,0.131330,271.562863,-127.200264,54.904736
382674271815209591!,talented-ruddy-butterfly,0.030000,-1.245728,-1.846386,-0.792022,-0.955234,0.207714,-0.978190,-0.152484,4.313560,1.000868,3.726362,0.919792,0.195314,234.948603,-128.461773,42.656280
382674271815209591!,talented-ruddy-butterfly,0.040000,-1.246396,-1.798062,-0.779914,-0.913531,0.218138,-0.975918,0.030177,5.337447,1.428450,4.600028,1.157076,0.258631,202.491004,-126.127238,33.531109
382674271815209591!,talented-ruddy-butterfly,0.050000,-1.244839,-1.740278,-0.763309,-0.863848,0.230714,-0.973022,0.291638,6.196193,1.896852,5.314254,1.348298,0.319696,172.628554,-119.246194,27.080970
382674271815209591!,talented-ruddy-butterfly,0.060000,-1.240414,-1.674618,-0.741877,-0.807750,0.244949,-0.969536,0.601753,6.901231,2.388673,5.873570,1.487332,0.375768,144.318954,-107.759024,22.811740
382674271815209591!,talented-ruddy-butterfly,0.070000,-1.232791,-1.602615,-0.715497,-0.746808,0.260290,-0.965530,0.931700,7.460393,2.883826,6.280427,1.570997,0.423513,117.070823,-92.221848,20.252033
382674271815209591!,talented-ruddy-butterfly,0.080000,-1.221912,-1.525708,-0.684248,-0.682549,0.276171,-0.961109,1.256027,7.880910,3.362138,6.537890,1.599169,0.459515,90.888390,-73.635014,18.976911
382674271815209591!,talented-ruddy-butterfly,0.090000,-1.207951,-1.445255,-0.648403,-0.616458,0.292042,-0.956406,1.554084,8.171708,3.805382,6.651785,1.574737,0.480851,66.136162,-53.262368,18.617432
382674271815209591!,talented-ruddy-butterfly,0.100000,-1.191261,-1.362507,-0.608399,-0.549935,0.307396,-0.951582,1.810860,8.344627,4.198703,6.631816,1.503094,0.485554,43.356314,-32.439709,18.864074
382674271815209591!,talented-ruddy-butterfly,0.110000,-1.172314,-1.278575,-0.564803,-0.484264,0.321792,-0.946810,2.017234,8.414593,4.531437,6.491664,1.391373,0.472885,23.082756,-12.388132,19.467732
382674271815209591!,talented-ruddy-butterfly,0.120000,-1.151570,-1.194436,-0.518233,-0.420560,0.334900,-0.942254,2.169320,8.398628,4.797030,6.248119,1.247397,0.443355,5.709506,5.918911,20.239934
382674271815209591!,talented-ruddy-butterfly,0.130000,-1.129537,-1.110835,-0.469347,-0.359736,0.346456,-0.938066,2.268101,8.315147,4.993147,5.919926,1.078957,0.398492,-8.615808,21.859324,21.043095
382674271815209591!,talented-ruddy-butterfly,0.140000,-1.106719,-1.028338,-0.418824,-0.302527,0.356258,-0.934388,2.318338,8.182406,5.120832,5.526314,0.893360,0.340615,-19.992672,35.168669,21.785484
382674271815209591!,talented-ruddy-butterfly,0.150000,-1.083569,-0.947342,-0.367330,-0.249487,0.364165,-0.931334,2.327151,8.017144,5.183379,5.085671,0.696875,0.272488,-28.717368,45.881230,22.410328
382674271815209591!,talented-ruddy-butterfly,0.160000,-1.060465,-0.868097,-0.315492,-0.201002,0.370093,-0.928995,2.302764,7.833680,5.185323,4.614602,0.494442,0.196976,-35.209710,54.243085,22.884314
382674271815209591!,talented-ruddy-butterfly,0.170000,-1.037706,-0.790724,-0.263896,-0.157305,0.373997,-0.927430,2.253527,7.643445,5.131635,4.127434,0.289603,0.116786,-39.937543,60.620487,23.188085
382674271815209591!,talented-ruddy-butterfly,0.180000,-1.015507,-0.715248,-0.213079,-0.118499,0.375861,-0.926676,2.187215,7.454890,5.027172,3.636094,0.084608,0.034317,-43.355374,65.421739,23.309607
382674271815209591!,talented-ruddy-butterfly,0.190000,-0.994021,-0.641620,-0.163535,-0.084581,0.375680,-0.926749,2.110706,7.273724,4.876461,3.150277,-0.119306,-0.048364,-45.868471,69.046242,23.240578
