ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
1513825111305330620!,great-mauve-beetle,0.000000,-0.000349,2.144941,-1.048891,1.072300,0.000000,0.000000,0.000000,0.000000,151.305502,1126.984472,-660.767726
1513825111305330620!,great-mauve-beetle,0.010000,0.020095,2.134389,-1.043943,1.077118,4.071117,-2.124215,0.998663,0.967906,-13.752307,205.024782,1.926053
1513825111305330620!,great-mauve-beetle,0.020000,0.064443,2.106371,-1.034876,1.085833,4.778314,-3.486553,0.817934,0.779549,-44.345796,18.228050,127.764845
1513825111305330620!,great-mauve-beetle,0.030000,0.112109,2.065801,-1.028616,1.091764,4.739804,-4.628549,0.436468,0.411223,-46.118616,-12.632871,138.845257
1513825111305330620!,great-mauve-beetle,0.040000,0.158457,2.014366,-1.026097,1.094132,4.516999,-5.661792,0.068598,0.064332,-42.171567,-12.871964,127.211850
1513825111305330620!,great-mauve-beetle,0.050000,0.202219,1.953042,-1.026960,1.093322,4.222908,-6.608257,-0.240847,-0.226228,-37.018679,-7.648174,110.977702
1513825111305330620!,great-mauve-beetle,0.060000,0.242800,1.882679,-1.030585,1.089906,3.881272,-7.466301,-0.482811,-0.456533,-31.465679,-1.896658,93.459916
1513825111305330620!,great-mauve-beetle,0.070000,0.279762,1.804185,-1.036299,1.084474,3.499559,-8.226907,-0.656434,-0.627274,-25.631253,3.515669,75.173571
1513825111305330620!,great-mauve-beetle,0.080000,0.312737,1.718560,-1.043430,1.077615,3.083665,-8.879231,-0.763432,-0.739214,-19.551862,8.534895,56.236745
1513825111305330620!,great-mauve-beetle,0.090000,0.341439,1.626905,-1.051317,1.069922,2.640554,-9.413494,-0.806943,-0.792911,-13.297931,13.245230,36.841886
1513825111305330620!,great-mauve-beetle,0.100000,0.365651,1.530524,-1.059304,1.062014,2.178540,-9.822973,-0.791555,-0.789535,-6.990997,17.704871,17.337604
1513825111305330620!,great-mauve-beetle,0.110000,0.385190,1.430794,-1.066832,1.054452,1.706717,-10.104285,-0.722657,-0.731141,-0.777826,21.994909,-1.857185
1513825111305330620!,great-mauve-beetle,0.120000,0.399966,1.328954,-1.073435,1.047729,1.233847,-10.258000,-0.605639,-0.620499,5.191114,26.178111,-20.309138
1513825111305330620!,great-mauve-beetle,0.130000,0.410020,1.226199,-1.078669,1.042340,0.767730,-10.289207,-0.446020,-0.461565,10.771222,30.226658,-37.585149
1513825111305330620!,great-mauve-beetle,0.140000,0.415460,1.123696,-1.082133,1.038744,0.314963,-10.206371,-0.249271,-0.259683,15.842702,34.064887,-53.316454
1513825111305330620!,great-mauve-beetle,0.150000,0.416450,1.022531,-1.083477,1.037341,-0.119225,-10.020199,-0.020494,-0.021406,20.320773,37.583551,-67.231547
1513825111305330620!,great-mauve-beetle,0.160000,0.413201,0.923681,-1.082401,1.038464,-0.530815,-9.742549,0.235755,0.245730,24.156883,40.645463,-79.160834
1513825111305330620!,great-mauve-beetle,0.170000,0.405961,0.828011,-1.078644,1.042366,-0.916635,-9.385496,0.515517,0.533459,27.334449,43.093866,-89.025607
1513825111305330620!,great-mauve-beetle,0.180000,0.395007,0.736262,-1.071984,1.049214,-1.273914,-8.960531,0.815348,0.833042,29.862133,44.771217,-96.821713
1513825111305330620!,great-mauve-beetle,0.190000,0.380644,0.649066,-1.062229,1.059089,-1.599783,-8.478254,1.132177,1.135533,31.765240,45.530203,-102.596168
1513825111305330620!,great-mauve-beetle,0.200000,0.363209,0.566956,-1.049219,1.071979,-1.890931,-7.948376,1.463095,1.432030,33.078810,45.248141,-106.429458
1513825111305330620!,great-mauve-beetle,0.210000,0.343077,0.490371,-1.032821,1.087788,-2.143430,-7.379953,1.805150,1.713934,33.843080,43.842901,-108.425103
1513825111305330620!,great-mauve-beetle,0.220000,0.320667,0.419661,-1.012931,1.106332,-2.352785,-6.781755,2.155161,1.973213,34.101297,41.287194,-108.705906
