ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
1192397654354804638!,lush-impartial-bumblebee,0.000000,1.547051,-1.978286,0.000000,-1.978286,0.000000,0.000000,0.000000,0.000000,-55.720894,-99.317653,183.646390
1192397654354804638!,lush-impartial-bumblebee,0.010000,1.543522,-1.972314,0.000000,-1.972314,-0.705905,1.194269,0.000000,1.194269,-48.962020,-87.686339,161.448931
1192397654354804638!,lush-impartial-bumblebee,0.020000,1.533384,-1.955162,0.000000,-1.955162,-1.320502,2.234061,0.000000,2.234061,-42.912017,-77.274915,141.579540
1192397654354804638!,lush-impartial-bumblebee,0.030000,1.517495,-1.928281,0.000000,-1.928281,-1.853367,3.135577,0.000000,3.135577,-37.500395,-67.962081,123.806719
1192397654354804638!,lush-impartial-bumblebee,0.040000,1.496625,-1.892974,0.000000,-1.892974,-2.313125,3.913408,0.000000,3.913408,-32.663614,-59.638486,107.921787
1192397654354804638!,lush-impartial-bumblebee,0.050000,1.471465,-1.850406,0.000000,-1.850406,-2.707542,4.580693,0.000000,4.580693,-28.344375,-52.205527,93.736563
1192397654354804638!,lush-impartial-bumblebee,0.060000,1.442631,-1.801625,0.000000,-1.801625,-3.043608,5.149259,0.000000,5.149259,-24.491013,-45.574295,81.081372
1192397654354804638!,lush-impartial-bumblebee,0.070000,1.410682,-1.747572,0.000000,-1.747572,-3.327618,5.629754,0.000000,5.629754,-21.057049,-39.664801,69.803563
1192397654354804638!,lush-impartial-bumblebee,0.080000,1.376140,-1.689133,0.000000,-1.689133,-3.565237,6.031765,0.000000,6.031765,-18.001148,-34.405915,59.767388
1192397654354804638!,lush-impartial-bumblebee,0.090000,1.339449,-1.627059,0.000000,-1.627059,-3.761574,6.363932,0.000000,6.363932,-15.285402,-29.732401,50.848349
1192397654354804638!,lush-impartial-bumblebee,0.100000,1.301000,-1.562009,0.000000,-1.562009,-3.921222,6.634029,0.000000,6.634029,-12.875465,-25.585151,42.933646
1192397654354804638!,lush-impartial-bumblebee,0.110000,1.261133,-1.494562,0.000000,-1.494562,-4.048313,6.849046,0.000000,6.849046,-10.740262,-21.910690,35.921223
1192397654354804638!,lush-impartial-bumblebee,0.120000,1.220150,-1.425226,0.000000,-1.425226,-4.146560,7.015262,0.000000,7.015262,-8.851745,-18.660749,29.718963
1192397654354804638!,lush-impartial-bumblebee,0.130000,1.178318,-1.354453,0.000000,-1.354453,-4.219294,7.138315,0.000000,7.138315,-7.184641,-15.791837,24.243868
1192397654354804638!,lush-impartial-bumblebee,0.140000,1.135874,-1.282644,0.000000,-1.282644,-4.269506,7.223266,0.000000,7.223266,-5.716203,-13.264809,19.421233
1192397654354804638!,lush-impartial-bumblebee,0.150000,1.093027,-1.210155,0.000000,-1.210155,-4.299881,7.274655,0.000000,7.274655,-4.425962,-11.044440,15.183831
1192397654354804638!,lush-impartial-bumblebee,0.160000,1.049963,-1.137298,0.000000,-1.137298,-4.312825,7.296554,0.000000,7.296554,-3.295499,-9.099031,11.471169
1192397654354804638!,lush-impartial-bumblebee,0.170000,1.006847,-1.064353,0.000000,-1.064353,-4.310498,7.292617,0.000000,7.292617,-2.308236,-7.400055,8.228804
1192397654354804638!,lush-impartial-bumblebee,0.180000,0.963822,-0.991562,0.000000,-0.991562,-4.294833,7.266115,0.000000,7.266115,-1.449251,-5.921830,5.407728
1192397654354804638!,lush-impartial-bumblebee,0.190000,0.921014,-0.919139,0.000000,-0.919139,-4.267564,7.219980,0.000000,7.219980,-0.705109,-4.641242,2.963824
