ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
1869901568150228395!,great-mauve-beetle,0.000000,1.246422,-0.472507,1.099553,1.020286,0.000000,0.000000,0.000000,0.000000,103.471583,832.684335,-463.591645
1869901568150228395!,great-mauve-beetle,0.010000,1.232202,-0.480883,1.105570,1.013762,-2.843204,-1.654812,1.203048,-1.311999,60.230997,511.596022,-274.941504
1869901568150228395!,great-mauve-beetle,0.020000,1.194748,-0.501853,1.121290,0.996348,-4.646065,-2.501419,1.935931,-2.178697,32.917078,308.644406,-155.751928
1869901568150228395!,great-mauve-beetle,0.030000,1.142561,-0.528469,1.142859,0.971531,-5.781248,-2.783772,2.367829,-2.785391,18.085975,187.797861,-89.020582
1869901568150228395!,great-mauve-beetle,0.040000,1.081219,-0.556184,1.167875,0.941311,-6.470162,-2.728510,2.623319,-3.254726,11.219869,117.858935,-55.481474
1869901568150228395!,great-mauve-beetle,0.050000,1.014542,-0.582421,1.194953,0.906690,-6.848168,-2.494647,2.777737,-3.660861,8.920703,77.881815,-41.120078
1869901568150228395!,great-mauve-beetle,0.060000,0.945226,-0.605916,1.223285,0.868086,-7.002768,-2.183263,2.871107,-4.045891,9.026372,55.133718,-37.131691
1869901568150228395!,great-mauve-beetle,0.070000,0.875222,-0.626221,1.252355,0.825595,-6.994322,-1.856318,2.921865,-4.432213,10.255634,42.183053,-38.320241
1869901568150228395!,great-mauve-beetle,0.080000,0.805946,-0.643385,1.281770,0.779145,-6.867332,-1.551135,2.936196,-4.830329,11.877303,34.750129,-41.713109
1869901568150228395!,great-mauve-beetle,0.090000,0.738409,-0.657739,1.311156,0.728609,-6.656567,-1.289656,2.913811,-5.243502,13.486806,30.371685,-45.647497
1869901568150228395!,great-mauve-beetle,0.100000,0.673284,-0.669760,1.340112,0.673869,-6.390372,-1.083940,2.851401,-5.670530,14.870231,27.623277,-49.221155
1869901568150228395!,great-mauve-beetle,0.110000,0.610987,-0.680019,1.368208,0.614823,-6.092601,-0.939464,2.744414,-6.107334,15.922189,25.670888,-51.964566
1869901568150228395!,great-mauve-beetle,0.120000,0.551719,-0.689123,1.394972,0.551411,-5.783584,-0.857110,2.588278,-6.547883,16.598649,24.020926,-53.654128
1869901568150228395!,great-mauve-beetle,0.130000,0.495498,-0.697674,1.419893,0.483637,-5.480642,-0.834387,2.379122,-6.984775,16.888924,22.375261,-54.201851
1869901568150228395!,great-mauve-beetle,0.140000,0.442190,-0.706240,1.442429,0.411580,-5.198319,-0.866250,2.114251,-7.409627,16.799005,20.545809,-53.589897
1869901568150228395!,great-mauve-beetle,0.150000,0.391530,-0.715334,1.462021,0.335403,-4.948463,-0.945700,1.792467,-7.813361,16.341647,18.402848,-51.831480
1869901568150228395!,great-mauve-beetle,0.160000,0.343150,-0.725395,1.478104,0.255359,-4.740215,-1.064286,1.414302,-8.186457,15.530637,15.843433,-48.947932
1869901568150228395!,great-mauve-beetle,0.170000,0.296605,-0.736773,1.490129,0.171798,-4.579979,-1.212579,0.982182,-8.519192,14.377833,12.772736,-44.956406
1869901568150228395!,great-mauve-beetle,0.180000,0.251401,-0.749723,1.497580,0.085165,-4.471388,-1.380640,0.500551,-8.801905,12.892170,9.094593,-39.865160
1869901568150228395!,great-mauve-beetle,0.190000,0.207019,-0.764402,1.499995,-0.003999,-4.415320,-1.558483,-0.024064,-9.025299,11.080173,4.707823,-33.674368
1869901568150228395!,great-mauve-beetle,0.200000,0.162940,-0.780867,1.496984,-0.095065,-4.409933,-1.736579,-0.583023,-9.180809,8.947793,-0.488255,-26.382602
1869901568150228395!,great-mauve-beetle,0.210000,0.118685,-0.799081,1.488259,-0.187309,-4.450773,-1.906438,-1.165570,-9.261017,6.503230,-6.578374,-17.998103
1869901568150228395!,great-mauve-beetle,0.220000,0.073822,-0.818933,1.473644,-0.279953,-4.531150,-2.060823,-1.759176,-9.260109,3.759774,-13.634373,-8.546613
1869901568150228395!,great-mauve-beetle,0.230000,0.028001,-0.840246,1.453098,-0.372165,-4.642347,-2.194336,-2.349722,-9.174353,0.740083,-21.684437,1.910159
1869901568150228395!,great-mauve-beetle,0.240000,-0.019033,-0.862799,1.426728,-0.463083,-4.774107,-2.303638,-2.922026,-9.002571,-2.520164,-30.700007,13.261243
1869901568150228395!,great-mauve-beetle,0.250000,-0.067428,-0.886347,1.394800,-0.551846,-4.915191,-2.387595,-3.460516,-8.746518,-5.969003,-40.578135,25.333422
1869901568150228395!,great-mauve-beetle,0.260000,-0.117211,-0.910645,1.357733,-0.637622,-5.054005,-2.447264,-3.950053,-8.411115,-9.535993,-51.126831,37.881978
1869901568150228395!,great-mauve-beetle,0.270000,-0.168296,-0.935470,1.316096,-0.719646,-5.179290,-2.485665,-4.376880,-8.004478,-13.131680,-62.056539,50.587477
1869901568150228395!,great-mauve-beetle,0.280000,-0.220484,-0.960637,1.270591,-0.797245,-5.280810,-2.507369,-4.729589,-7.537671,-16.649257,-72.981079,63.060891
1869901568150228395!,great-mauve-beetle,0.290000,-0.273478,-0.986013,1.222019,-0.869868,-5.349994,-2.517894,-5.000022,-7.024191,-19.968846,-83.431128,74.858776
1869901568150228395!,great-mauve-beetle,0.300000,-0.326904,-1.011521,1.171250,-0.937110,-5.380465,-2.522980,-5.183965,-6.479196,-22.964486,-92.882224,85.509283
1869901568150228395!,great-mauve-beetle,0.310000,-0.380331,-1.037142,1.119177,-0.998721,-5.368413,-2.527836,-5.281535,-5.918543,-25.513595,-100.797252,94.548152
1869901568150228395!,great-mauve-beetle,0.320000,-0.433304,-1.062902,1.066673,-1.054613,-5.312759,-2.536457,-5.297168,-5.357748,-27.508078,-106.680426,101.561817
1869901568150228395!,great-mauve-beetle,0.330000,-0.485367,-1.088858,1.014548,-1.104850,-5.215100,-2.551136,-5.239194,-4.810984,-28.865821,-110.136430,106.232571
1869901568150228395!,great-mauve-beetle,0.340000,-0.536179,-1.115011,0.963419,-1.149706,-5.079513,-2.572441,-5.119245,-4.289776,-29.543246,-110.927055,108.386437
