ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
2245291007008566060!,thoughtful-antique-butterfly,0.000000,0.097082,-2.420335,-0.475131,-0.503939,0.024848,-0.499382,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,27.440121,-24.374831,-11.647485,-4.393347,-18.012887,-79.765559
2245291007008566060!,thoughtful-antique-butterfly,0.010000,0.097718,-2.418271,-0.475516,-0.502180,0.024477,-0.499401,0.127595,0.411727,-0.076134,0.350777,-0.074164,-0.003635,24.827030,-14.230118,-19.731228,-5.734218,-24.471190,-64.209802
2245291007008566060!,thoughtful-antique-butterfly,0.020000,0.099048,-2.412329,-0.476659,-0.496980,0.023335,-0.499455,0.139214,0.775356,-0.150829,0.688176,-0.154272,-0.007208,23.579898,-9.905698,-22.709655,-6.308930,-26.719127,-57.112655
2245291007008566060!,thoughtful-antique-butterfly,0.030000,0.100271,-2.402889,-0.478500,-0.488463,0.021377,-0.499543,0.107500,1.110369,-0.214348,1.013068,-0.237027,-0.010143,22.908580,-7.964301,-23.509841,-6.596999,-27.148034,-53.429611
2245291007008566060!,thoughtful-antique-butterfly,0.040000,0.101108,-2.390199,-0.480893,-0.476753,0.018582,-0.499655,0.063659,1.423677,-0.260072,1.325210,-0.321381,-0.011952,22.455547,-6.906619,-23.424491,-6.796403,-26.818271,-50.960054
2245291007008566060!,thoughtful-antique-butterfly,0.050000,0.101506,-2.374467,-0.483636,-0.461979,0.014933,-0.499777,0.020713,1.716541,-0.283202,1.623555,-0.407211,-0.012167,22.047370,-6.078196,-23.032209,-6.979828,-26.208244,-48.737806
2245291007008566060!,thoughtful-antique-butterfly,0.060000,0.101496,-2.355902,-0.486485,-0.444285,0.010413,-0.499892,-0.016486,1.987517,-0.280284,1.906377,-0.494775,-0.010307,21.591349,-5.202086,-22.593844,-7.162748,-25.537767,-46.347842
2245291007008566060!,thoughtful-antique-butterfly,0.070000,0.101143,-2.334747,-0.489165,-0.423848,0.005006,-0.499975,-0.046649,2.233870,-0.249004,2.171359,-0.584404,-0.005851,21.030526,-4.167322,-22.232507,-7.335272,-24.915085,-43.619130
2245291007008566060!,thoughtful-antique-butterfly,0.080000,0.100529,-2.311293,-0.491380,-0.400889,-0.001301,-0.499998,-0.070094,2.452301,-0.188182,2.415713,-0.676360,0.001760,20.325895,-2.940297,-22.009156,-7.476124,-24.398650,-40.497059
2245291007008566060!,thoughtful-antique-butterfly,0.090000,0.099710,-2.285822,-0.492838,-0.375616,-0.008538,-0.499927,-0.088056,2.639184,-0.097636,2.636212,-0.770922,0.013166,19.446517,-1.532479,-21.950854,-7.555437,-24.020418,-36.994333
2245291007008566060!,thoughtful-antique-butterfly,0.100000,0.098734,-2.258658,-0.493246,-0.348276,-0.016733,-0.499720,-0.102120,2.791029,0.021719,2.829404,-0.868276,0.029073,18.366540,0.025938,-22.072222,-7.540571,-23.803106,-33.154432
2245291007008566060!,thoughtful-antique-butterfly,0.110000,0.097626,-2.230162,-0.492325,-0.319153,-0.025917,-0.499328,-0.114092,2.904816,0.167819,2.991845,-0.968521,0.050270,17.063384,1.693826,-22.381380,-7.397314,-23.764858,-29.039644
2245291007008566060!,thoughtful-antique-butterfly,0.120000,0.096398,-2.200726,-0.489824,-0.288569,-0.036120,-0.498694,-0.125942,2.978192,0.337497,3.120271,-1.071647,0.077618,15.517064,3.422665,-22.881168,-7.090802,-23.919768,-24.724678
2245291007008566060!,thoughtful-antique-butterfly,0.130000,0.095039,-2.170761,-0.485527,-0.256879,-0.047371,-0.497751,-0.139742,3.009743,0.526524,3.211851,-1.177549,0.112067,13.708197,5.162317,-23.572636,-6.586168,-24.280364,-20.286535
2245291007008566060!,thoughtful-antique-butterfly,0.140000,0.093514,-2.140688,-0.479266,-0.224462,-0.059698,-0.496423,-0.157656,2.999160,0.729705,3.264401,-1.286018,0.154653,11.617302,6.863202,-24.455092,-5.849062,-24.857159,-15.799794
2245291007008566060!,thoughtful-antique-butterfly,0.150000,0.091768,-2.110925,-0.470930,-0.191714,-0.073129,-0.494623,-0.181910,2.947361,0.941015,3.276594,-1.396732,0.206503,9.224225,8.478546,-25.526409,-4.846223,-25.658485,-11.332091
2245291007008566060!,thoughtful-antique-butterfly,0.160000,0.089722,-2.081875,-0.460472,-0.159042,-0.087684,-0.492252,-0.214750,2.856577,1.153763,3.248160,-1.509246,0.268839,6.508161,9.965932,-26.782964,-3.546200,-26.690072,-6.941172
2245291007008566060!,thoughtful-antique-butterfly,0.170000,0.087272,-2.053910,-0.447915,-0.126847,-0.103382,-0.489195,-0.258375,2.730380,1.360813,3.180063,-1.622970,0.342983,3.448434,11.288133,-28.219207,-1.920300,-27.954397,-2.673743
2245291007008566060!,thoughtful-antique-butterfly,0.180000,0.084292,-2.027363,-0.433356,-0.095514,-0.120235,-0.485328,-0.314836,2.573665,1.554833,3.074652,-1.737132,0.430357,0.026095,12.413336,-29.826964,0.056167,-29.449868,1.433985
2245291007008566060!,thoughtful-antique-butterfly,0.190000,0.080635,-2.002507,-0.416967,-0.065398,-0.138249,-0.480507,-0.385906,2.392604,1.728607,2.935777,-1.850742,0.532485,-3.773742,13.315013,-31.594619,2.402305,-31.169965,5.354486
2245291007008566060!,thoughtful-antique-butterfly,0.200000,0.076214,-1.979554,-0.398973,-0.036825,-0.157382,-0.474585,-0.473319,2.194454,1.875149,2.768885,-1.962677,0.650865,-7.949761,13.949211,-33.487798,5.130407,-33.087440,9.029162
2245291007008566060!,thoughtful-antique-butterfly,0.210000,0.070872,-1.958633,-0.379674,-0.010042,-0.177608,-0.467392,-0.577712,1.987571,1.988493,2.580919,-2.071462,0.787149,-12.500735,14.302699,-35.488481,8.242203,-35.185793,12.445225
2245291007008566060!,thoughtful-antique-butterfly,0.220000,0.064434,-1.939786,-0.359424,0.014784,-0.198885,-0.458743,-0.698892,1.781114,2.063939,2.380247,-2.175220,0.943053,-17.413163,14.369446,-37.575378,11.727796,-37.443320,15.594437
2245291007008566060!,thoughtful-antique-butterfly,0.230000,0.056733,-1.922960,-0.338617,0.037575,-0.221154,-0.448431,-0.835736,1.584790,2.098439,2.176478,-2.271594,1.120290,-22.656676,14.148134,-39.721458,15.563387,-39.830991,18.465987
2245291007008566060!,thoughtful-antique-butterfly,0.240000,0.047615,-1.908004,-0.317669,0.058355,-0.244330,-0.436237,-0.986026,1.408538,2.090998,1.980145,-2.357664,1.320490,-28.181712,13.645175,-41.895953,19.708826,-42.313923,21.048530
2245291007008566060!,thoughtful-antique-butterfly,0.250000,0.036954,-1.894670,-0.296993,0.077252,-0.268292,-0.421923,-1.146363,1.262141,2.043023,1.802268,-2.429850,1.545090,-33.917591,12.877688,-44.066387,24.105445,-44.852903,23.332517
2245291007008566060!,thoughtful-antique-butterfly,0.260000,0.024667,-1.882613,-0.276980,0.094508,-0.292885,-0.405239,-1.312177,1.154780,1.958582,1.653795,-2.483830,1.795179,-39.771225,11.876479,-46.200672,28.674301,-47.405971,25.313058
2245291007008566060!,thoughtful-antique-butterfly,0.270000,0.010717,-1.871400,-0.257964,0.110471,-0.317904,-0.385924,-1.477810,1.094528,1.844547,1.544938,-2.514469,2.071289,-45.627123,10.690237,-48.270199,33.314892,-49.930818,26.995544
2245291007008566060!,thoughtful-antique-butterfly,0.280000,-0.004868,-1.860521,-0.240202,0.125585,-0.343092,-0.363714,-1.636768,1.087804,1.710550,1.484428,-2.515789,2.373143,-51.347760,9.387190,-50.251074,37.904887,-52.385748,28.398191
2245291007008566060!,thoughtful-antique-butterfly,0.290000,-0.021990,-1.849415,-0.223838,0.140373,-0.368124,-0.338356,-1.782228,1.138836,1.568709,1.478761,-2.481059,2.699338,-56.773581,8.050281,-52.120801,42.301651,-54.727182,29.545417
2245291007008566060!,thoughtful-antique-butterfly,0.300000,-0.040485,-1.837488,-0.208886,0.155410,-0.392606,-0.309614,-1.907424,1.249181,1.433180,1.531465,-2.402911,3.047014,-61.728016,6.780361,-53.861561,46.344632,-56.912496,30.476085
2245291007008566060!,thoughtful-antique-butterfly,0.310000,-0.060123,-1.824142,-0.195211,0.171291,-0.416066,-0.277288,-2.006222,1.417329,1.319467,1.642474,-2.273602,3.411497,-66.023380,5.692191,-55.459074,49.860674,-58.899718,31.242289
2245291007008566060!,thoughtful-antique-butterfly,0.320000,-0.080623,-1.808812,-0.182519,0.188591,-0.437955,-0.241238,-2.073735,1.638447,1.243530,1.807676,-2.085429,3.785981,-69.469907,4.907821,-56.901049,52.672425,-60.647371,31.906437
2245291007008566060!,thoughtful-antique-butterfly,0.330000,-0.101664,-1.790993,-0.170357,0.207827,-0.457644,-0.201399,-2.106908,1.904347,1.220717,2.018706,-1.831293,4.161296,-71.888412,4.547195,-58.175646,54.610284,-62.114976,32.536455
2245291007008566060!,thoughtful-antique-butterfly,0.340000,-0.122915,-1.770278,-0.158123,0.229412,-0.474442,-0.157811,-2.105011,2.203711,1.264612,2.263040,-1.505409,4.525843,-73.126387,4.716382,-59.270451,55.527685,-63.264656,33.199345
2245291007008566060!,thoughtful-antique-butterfly,0.350000,-0.144054,-1.746384,-0.145091,0.253616,-0.487604,-0.110643,-2.069958,2.522653,1.385857,2.524445,-1.104099,4.865756,-73.076323,5.494533,-60.172397,55.318544,-64.064050,33.953737
2245291007008566060!,thoughtful-antique-butterfly,0.360000,-0.164804,-1.719176,-0.130444,0.280528,-0.496361,-0.060213,-2.006391,2.845609,1.591094,2.783795,-0.626602,5.165347,-71.693613,6.921459,-60.868692,53.934356,-64.490190,34.842454
2245291007008566060!,thoughtful-antique-butterfly,0.370000,-0.184956,-1.688677,-0.113320,0.310039,-0.499951,-0.007004,-1.921475,3.156528,1.882144,3.020202,-0.075759,5.407847,-69.010207,8.988316,-61.348416,51.397322,-64.533367,35.886495
2245291007008566060!,thoughtful-antique-butterfly,0.380000,-0.204397,-1.655066,-0.092861,0.341822,-0.497659,0.048328,-1.824400,3.440268,2.255533,3.212383,0.541529,5.576405,-65.139741,11.634006,-61.604045,47.805506,-64.199614,37.081926
2245291007008566060!,thoughtful-antique-butterfly,0.390000,-0.222751,-1.618962,-0.068220,0.375059,-0.488892,0.104808,-1.724727,3.682161,2.700829,3.339194,1.212511,5.655904,-60.310113,14.802650,-61.673443,43.335817,-63.543240,38.507257
2245291007008566060!,thoughtful-antique-butterfly,0.400000,-0.240083,-1.580789,-0.038775,0.409054,-0.473196,0.161509,-1.635093,3.872907,3.204644,3.383283,1.922654,5.633068,-54.760506,18.275424,-61.514034,38.229845,-62.568406,40.004301
2245291007008566060!,thoughtful-antique-butterfly,0.410000,-0.256597,-1.541035,-0.004046,0.442956,-0.450272,0.217383,-1.566798,4.007638,3.749572,3.330894,2.654208,5.497734,-48.761988,21.852471,-61.108161,32.745681,-61.302045,41.461788
2245291007008566060!,thoughtful-antique-butterfly,0.420000,-0.272586,-1.500233,0.036268,0.475775,-0.420004,0.271286,-1.529315,4.086116,4.315137,3.172618,3.386950,5.243663,-42.586171,25.356728,-60.449643,27.133760,-59.778349,42.803364
2245291007008566060!,thoughtful-antique-butterfly,0.430000,-0.288418,-1.458905,0.082258,0.506445,-0.382490,0.322027,-1.529919,4.112630,4.879072,2.903860,4.099295,4.868964,-36.474716,28.637651,-59.531896,21.613579,-58.024989,43.975035
2245291007008566060!,thoughtful-antique-butterfly,0.440000,-0.304519,-1.417512,0.133791,0.533868,-0.338041,0.368413,-1.573345,4.095385,5.418568,2.524896,4.769385,4.376186,-30.619546,31.579148,-58.343758,16.356799,-56.056742,44.944776
2245291007008566060!,thoughtful-antique-butterfly,0.450000,-0.321348,-1.376418,0.190509,0.556974,-0.287185,0.409298,-1.661629,4.045516,5.911364,2.040601,5.376068,3.772142,-25.155455,34.103278,-56.869458,11.480891,-53.874595,45.702664
2245291007008566060!,thoughtful-antique-butterfly,0.460000,-0.339370,-1.335863,0.251839,0.574758,-0.230657,0.443618,-1.794148,3.975909,6.336668,1.459965,5.899740,3.067539,-20.164031,36.168045,-55.091437,7.053144,-51.469310,46.258302
2245291007008566060!,thoughtful-antique-butterfly,0.470000,-0.358992,-1.295980,0.317008,0.586312,-0.169379,0.470437,-1.968167,3.899850,6.675771,0.795494,6.322929,2.276553,-15.690294,37.750491,-52.991857,3.109058,-48.826930,46.623363
2245291007008566060!,thoughtful-antique-butterfly,0.480000,-0.380404,-1.256898,0.385058,0.590821,-0.104458,0.488967,-2.180578,3.829695,6.912259,0.062770,6.630589,1.416488,-11.776117,38.794491,-50.544529,-0.304650,-45.931950,46.750413
2245291007008566060!,thoughtful-antique-butterfly,0.490000,-0.403962,-1.218498,0.454896,0.587703,-0.037104,0.498621,-2.424204,3.777188,7.033456,-0.719978,6.811326,0.506853,-8.416599,39.332649,-47.760056,-3.203637,-42.788454,46.688391
2245291007008566060!,thoughtful-antique-butterfly,0.500000,-0.429950,-1.180552,0.525323,0.576563,0.031373,0.499015,-2.690644,3.752038,7.030249,-1.532819,6.857286,-0.431121,-5.603440,39.398802,-44.661867,-5.603856,-39.414107,46.475997
2245291007008566060!,thoughtful-antique-butterfly,0.510000,-0.458568,-1.142745,0.595066,0.557212,0.099607,0.489978,-2.970692,3.761418,6.897333,-2.354787,6.764391,-1.375120,-3.330260,39.027972,-41.289006,-7.517636,-35.843198,46.144499
2245291007008566060!,thoughtful-antique-butterfly,0.520000,-0.489925,-1.104705,0.662820,0.529670,0.166207,0.471567,-3.254827,3.809713,6.633359,-3.164545,6.532492,-2.302422,-1.593468,38.256970,-37.695726,-8.953469,-32.126067,45.719958
2245291007008566060!,thoughtful-antique-butterfly,0.530000,-0.524030,-1.066027,0.727286,0.494168,0.229803,0.444062,-3.533737,3.898507,6.240973,-3.941062,6.165387,-3.190600,-0.389697,37.125508,-33.948436,-9.918716,-28.325546,45.225181
2245291007008566060!,thoughtful-antique-butterfly,0.540000,-0.560806,-1.026305,0.787211,0.451142,0.289079,0.407962,-3.798814,4.026787,5.726719,-4.664278,5.670718,-4.018236,0.288803,35.677147,-30.120704,-10.423894,-24.511323,44.680899
2245291007008566060!,thoughtful-antique-butterfly,0.550000,-0.600089,-0.985153,0.841427,0.401221,0.342816,0.363974,-4.042579,4.191338,5.100814,-5.315730,5.059719,-4.765602,0.459343,33.959430,-26.287254,-10.487154,-20.753409,44.105612
2245291007008566060!,thoughtful-antique-butterfly,0.560000,-0.641646,-0.942226,0.888882,0.345207,0.389921,0.312988,-4.258986,4.387268,4.376783,-5.879125,4.346832,-5.415289,0.153310,32.022858,-22.517967,-10.137827,-17.115859,43.513881
2245291007008566060!,thoughtful-antique-butterfly,0.570000,-0.685191,-0.897234,0.928675,0.284052,0.429459,0.256057,-4.443573,4.608594,3.570976,-6.340828,3.549213,-5.952749,-0.580865,29.918782,-18.872791,-9.418324,-13.651744,42.913348
2245291007008566060!,thoughtful-antique-butterfly,0.580000,-0.730396,-0.849952,0.960079,0.218830,0.460678,0.194361,-4.593452,4.848814,2.701979,-6.690252,2.686126,-6.366713,-1.676785,27.696619,-15.398233,-8.384142,-10.399977,42.301215
2245291007008566060!,thoughtful-antique-butterfly,0.590000,-0.776915,-0.800207,0.982562,0.150708,0.483026,0.129173,-4.707227,5.101711,1.789911,-6.919930,1.778256,-6.649572,-3.055509,25.387120,-12.122760,-7.093827,-7.384139,41.641218
2245291007008566060!,thoughtful-antique-butterfly,0.600000,-0.824386,-0.747910,0.995799,0.080901,0.496162,0.061829,-4.784530,5.360685,0.855781,-7.026223,0.847041,-6.797257,-4.615451,23.045440,-9.066789,-5.632707,-4.613521,40.927849
2245291007008566060!,thoughtful-antique-butterfly,0.610000,-0.872451,-0.693024,0.999672,0.010649,0.499960,-0.006313,-4.826047,5.620180,-0.079222,-7.008772,-0.085987,-6.809468,-6.251949,20.695951,-6.232663,-4.077745,-2.084813,40.108159
2245291007008566060!,thoughtful-antique-butterfly,0.620000,-0.920759,-0.635566,0.994279,-0.058824,0.494507,-0.073913,-4.833014,5.875251,-0.994405,-6.870616,-0.999873,-6.689501,-7.856561,18.355601,-3.612857,-2.506853,0.214302,39.118990
2245291007008566060!,thoughtful-antique-butterfly,0.630000,-0.968971,-0.575605,0.979915,-0.126339,0.480093,-0.139679,-4.806968,6.121578,-1.870187,-6.617994,-1.874831,-6.444011,-9.323704,16.032564,-1.192797,-0.993539,2.301773,37.888513
2245291007008566060!,thoughtful-antique-butterfly,0.640000,-1.016767,-0.513247,0.957068,-0.190794,0.457202,-0.202401,-4.749549,6.355305,-2.688654,-6.260086,-2.692772,-6.082702,-10.556725,13.729607,1.045141,0.396203,4.197595,36.345250
2245291007008566060!,thoughtful-antique-butterfly,0.650000,-1.063839,-0.448642,0.926390,-0.251194,0.426486,-0.260978,-4.662390,6.572893,-3.434033,-5.808673,-3.437766,-5.617944,-11.473997,11.446261,3.118258,1.607436,5.920634,34.425341
