ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
1707282238012849284!,rebel-mauve-beetle,0.000000,1.547051,-1.978286,0.548564,-1.923299,0.000000,0.000000,0.000000,0.000000,-174.092547,-845.666036,675.000916
1707282238012849284!,rebel-mauve-beetle,0.010000,1.551817,-1.969057,0.552922,-1.922050,0.949064,1.844362,0.874103,0.251456,19.960740,-106.356535,-38.951154
1707282238012849284!,rebel-mauve-beetle,0.020000,1.559903,-1.947192,0.560275,-1.919920,0.662917,2.525813,0.598774,0.174735,41.511273,-20.517702,-118.945090
1707282238012849284!,rebel-mauve-beetle,0.030000,1.564357,-1.919332,0.564357,-1.918724,0.222871,3.042623,0.221061,0.065021,41.641381,-16.712030,-120.049604
1707282238012849284!,rebel-mauve-beetle,0.040000,1.564290,-1.886484,0.564805,-1.918592,-0.242079,3.523992,-0.127665,-0.037583,39.127715,-23.497399,-111.329190
1707282238012849284!,rebel-mauve-beetle,0.050000,1.559513,-1.848913,0.562001,-1.919415,-0.719961,3.987130,-0.429273,-0.125690,36.091905,-32.214053,-100.698690
1707282238012849284!,rebel-mauve-beetle,0.060000,1.549903,-1.806788,0.556451,-1.921032,-1.210573,4.432799,-0.678225,-0.196456,32.649026,-41.781859,-88.702819
1707282238012849284!,rebel-mauve-beetle,0.070000,1.535309,-1.760279,0.548681,-1.923265,-1.713150,4.857040,-0.869799,-0.248142,28.640839,-52.181739,-74.876980
1707282238012849284!,rebel-mauve-beetle,0.080000,1.515615,-1.709597,0.539293,-1.925919,-2.224098,5.253445,-0.998174,-0.279507,23.936390,-63.350032,-58.845740
1707282238012849284!,rebel-mauve-beetle,0.090000,1.490757,-1.655001,0.528965,-1.928781,-2.737356,5.613629,-1.056896,-0.289852,18.427484,-75.231123,-40.299484
1707282238012849284!,rebel-mauve-beetle,0.100000,1.460829,-1.597075,0.518453,-1.931633,-3.245340,5.928258,-1.041477,-0.279534,12.017509,-87.858542,-18.946017
1707282238012849284!,rebel-mauve-beetle,0.110000,1.425920,-1.536277,0.508531,-1.934269,-3.737947,6.187226,-0.945854,-0.248671,4.702345,-101.127098,5.206962
1707282238012849284!,rebel-mauve-beetle,0.120000,1.386247,-1.473272,0.500003,-1.936491,-4.204206,6.380698,-0.765816,-0.197734,-3.479858,-114.992393,32.038183
1707282238012849284!,rebel-mauve-beetle,0.130000,1.342107,-1.408772,0.493695,-1.938109,-4.632470,6.499847,-0.497976,-0.126850,-12.409833,-129.344791,61.174024
1707282238012849284!,rebel-mauve-beetle,0.140000,1.293924,-1.343503,0.490505,-1.938918,-5.011545,6.537669,-0.140181,-0.035463,-21.895637,-144.013632,92.014296
1707282238012849284!,rebel-mauve-beetle,0.150000,1.242235,-1.278289,0.491338,-1.938708,-5.331500,6.489217,0.307309,0.077883,-31.714277,-158.865399,123.873956
1707282238012849284!,rebel-mauve-beetle,0.160000,1.187675,-1.213996,0.497084,-1.937242,-5.584099,6.351879,0.841893,0.216024,-41.622694,-173.763676,156.008040
1707282238012849284!,rebel-mauve-beetle,0.170000,1.130955,-1.151519,0.508597,-1.934251,-5.762866,6.125365,1.458587,0.383525,-51.375563,-188.546256,187.660014
1707282238012849284!,rebel-mauve-beetle,0.180000,1.072843,-1.091736,0.526671,-1.929409,-5.862979,5.811377,2.149936,0.586869,-60.751066,-203.027125,218.138384
1707282238012849284!,rebel-mauve-beetle,0.190000,1.014151,-1.035503,0.552014,-1.922311,-5.880660,5.413349,2.905903,0.834464,-69.558248,-216.961901,246.831944
1707282238012849284!,rebel-mauve-beetle,0.200000,0.955726,-0.983633,0.585221,-1.912463,-5.812405,4.936282,3.713655,1.136393,-77.636653,-230.014684,273.202420
1707282238012849284!,rebel-mauve-beetle,0.210000,0.898454,-0.936882,0.626744,-1.899261,-5.654171,4.386850,4.557214,1.503852,-84.845751,-241.721608,296.746307
1707282238012849284!,rebel-mauve-beetle,0.220000,0.843268,-0.895927,0.676858,-1.881984,-5.400737,3.773865,5.417008,1.948235,-91.046797,-251.455863,316.934574
