ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
2104982103617572300!,thoughtful-zippy-butterfly,0.000000,0.082488,-1.440334,0.642031,0.479799,0.142032,0.479403,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-101.438060,-65.860607,96.483966,173.094828
2104982103617572300!,thoughtful-zippy-butterfly,0.010000,0.078441,-1.437548,0.641783,0.481474,0.141787,0.479475,-0.808499,0.556543,-0.050043,0.333893,-0.048766,0.014421,-45.863295,-16.973644,66.667862,89.028652
2104982103617572300!,thoughtful-zippy-butterfly,0.020000,0.068703,-1.429970,0.641158,0.486354,0.141203,0.479648,-1.138669,0.958130,-0.076230,0.640752,-0.067904,0.019990,-21.344405,4.362666,53.035774,51.649893
2104982103617572300!,thoughtful-zippy-butterfly,0.030000,0.056707,-1.418748,0.640295,0.494215,0.140501,0.479854,-1.260857,1.283675,-0.098176,0.928975,-0.072089,0.021108,-10.018159,13.656539,46.370516,34.926123
2104982103617572300!,thoughtful-zippy-butterfly,0.040000,0.043938,-1.404479,0.639183,0.504889,0.139800,0.480058,-1.294141,1.565518,-0.126588,1.201534,-0.067827,0.019752,-4.094567,17.733760,42.660796,27.392332
2104982103617572300!,thoughtful-zippy-butterfly,0.050000,0.031027,-1.387535,0.637724,0.518224,0.139169,0.480242,-1.290915,1.816451,-0.167936,1.458952,-0.058066,0.016827,-0.188988,19.601165,40.144298,23.954227
2104982103617572300!,thoughtful-zippy-butterfly,0.060000,0.018224,-1.368207,0.635767,0.534065,0.138656,0.480390,-1.274128,2.040588,-0.226450,1.700476,-0.044219,0.012763,3.140591,20.580587,38.045238,22.320519
2104982103617572300!,thoughtful-zippy-butterfly,0.070000,0.005605,-1.346787,0.633127,0.552217,0.138298,0.480493,-1.253757,2.238164,-0.304948,1.924632,-0.027112,0.007804,6.473071,21.250584,36.025502,21.433544
2104982103617572300!,thoughtful-zippy-butterfly,0.080000,-0.006817,-1.323543,0.629594,0.572501,0.138123,0.480543,-1.233876,2.407482,-0.405265,2.129357,-0.007238,0.002080,9.993666,21.850543,33.947879,20.800614
2104982103617572300!,thoughtful-zippy-butterfly,0.090000,-0.019052,-1.298761,0.624945,0.594720,0.138158,0.480533,-1.215987,2.546073,-0.528382,2.312210,0.015009,-0.004315,13.711825,22.472212,31.765797,20.175204
2104982103617572300!,thoughtful-zippy-butterfly,0.100000,-0.031116,-1.272759,0.618951,0.618647,0.138427,0.480456,-1.200441,2.651285,-0.674487,2.470517,0.039244,-0.011307,17.557650,23.141639,29.475182,19.422507
2104982103617572300!,thoughtful-zippy-butterfly,0.110000,-0.043029,-1.245880,0.611384,0.644026,0.138948,0.480306,-1.187049,2.720598,-0.843009,2.601468,0.065037,-0.018815,21.425829,23.856407,27.091325,18.456490
2104982103617572300!,thoughtful-zippy-butterfly,0.120000,-0.054817,-1.218497,0.602025,0.670566,0.139732,0.480078,-1.175277,2.751885,-1.032594,2.702273,0.091904,-0.026750,25.195120,24.599026,24.640028,17.220439
2104982103617572300!,thoughtful-zippy-butterfly,0.130000,-0.066496,-1.191000,0.590675,0.697949,0.140788,0.479769,-1.164369,2.743569,-1.241157,2.770284,0.119314,-0.035013,28.745897,25.346956,22.149418,15.673165
2104982103617572300!,thoughtful-zippy-butterfly,0.140000,-0.078070,-1.163788,0.577155,0.725837,0.142117,0.479377,-1.153257,2.694658,-1.465900,2.803066,0.146754,-0.043507,31.962266,26.071404,19.649197,13.792527
2104982103617572300!,thoughtful-zippy-butterfly,0.150000,-0.089524,-1.137267,0.561321,0.753870,0.143719,0.478900,-1.140886,2.604985,-1.703453,2.798595,0.173589,-0.052094,34.760393,26.755973,17.156537,11.546860
2104982103617572300!,thoughtful-zippy-butterfly,0.160000,-0.100838,-1.111844,0.543062,0.781669,0.145584,0.478336,-1.125721,2.475111,-1.949773,2.755334,0.199214,-0.060632,37.060280,27.372291,14.692303,8.938439
2104982103617572300!,thoughtful-zippy-butterfly,0.170000,-0.111971,-1.087915,0.522314,0.808841,0.147697,0.477688,-1.106118,2.306489,-2.200326,2.672398,0.222954,-0.068935,38.815476,27.899759,12.266366,5.973285
