ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
1167448770445871577!,thoughtful-ruddy-butterfly,0.000000,0.710217,-1.364609,-0.740178,0.012472,-0.364426,0.342336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.028575,148.551943,-533.843357
1167448770445871577!,thoughtful-ruddy-butterfly,0.010000,0.724882,-1.348298,-0.739615,0.013777,-0.363541,0.343275,2.915019,3.271123,0.113908,0.259380,0.176963,0.187411,31.350233,74.012400,-249.757374
1167448770445871577!,thoughtful-ruddy-butterfly,0.020000,0.760092,-1.307585,-0.738324,0.017085,-0.361363,0.345568,4.106349,4.880826,0.145692,0.400684,0.258916,0.270750,27.861118,38.396348,-116.195853
1167448770445871577!,thoughtful-ruddy-butterfly,0.030000,0.803061,-1.254629,-0.736897,0.021510,-0.358591,0.348443,4.473189,5.712061,0.140267,0.483386,0.295342,0.303943,24.644088,21.090843,-52.951464
1167448770445871577!,thoughtful-ruddy-butterfly,0.040000,0.847762,-1.195272,-0.735597,0.026601,-0.355567,0.351528,4.459233,6.156076,0.120518,0.533769,0.309354,0.312909,21.516246,12.536731,-22.637534
1167448770445871577!,thoughtful-ruddy-butterfly,0.050000,0.891444,-1.132491,-0.734513,0.032097,-0.352460,0.354643,4.274656,6.396493,0.097529,0.564539,0.312193,0.310271,18.562444,8.247723,-7.808270
1167448770445871577!,thoughtful-ruddy-butterfly,0.060000,0.932892,-1.067893,-0.733650,0.037836,-0.349353,0.357704,4.017680,6.522415,0.076490,0.582292,0.309534,0.302307,15.820756,6.098477,-0.311926
1167448770445871577!,thoughtful-ruddy-butterfly,0.070000,0.971616,-1.002412,-0.732979,0.043703,-0.346287,0.360673,3.734307,6.578218,0.059752,0.590702,0.304391,0.292250,13.292412,5.072489,3.666584
1167448770445871577!,thoughtful-ruddy-butterfly,0.080000,1.007463,-0.936644,-0.732448,0.049617,-0.343278,0.363538,3.446410,6.586778,0.048298,0.591999,0.298481,0.281846,10.968260,4.675994,5.916537
1167448770445871577!,thoughtful-ruddy-butterfly,0.090000,1.040447,-0.871000,-0.732002,0.055511,-0.340328,0.366302,3.164660,6.560578,0.042446,0.587669,0.292856,0.272090,8.839459,4.661903,7.281082
1167448770445871577!,thoughtful-ruddy-butterfly,0.100000,1.070661,-0.805796,-0.731583,0.061334,-0.337429,0.368974,2.894483,6.507039,0.042184,0.578813,0.288223,0.263582,6.899922,4.900651,8.158835
1167448770445871577!,thoughtful-ruddy-butterfly,0.110000,1.098241,-0.741278,-0.731135,0.067045,-0.334568,0.371570,2.638743,6.431117,0.047333,0.566311,0.285087,0.256697,5.144723,5.318494,8.742091
1167448770445871577!,thoughtful-ruddy-butterfly,0.120000,1.123350,-0.677630,-0.730602,0.072613,-0.331728,0.374108,2.398931,6.336526,0.057643,0.550886,0.283815,0.251664,3.567932,5.868570,9.129208
1167448770445871577!,thoughtful-ruddy-butterfly,0.130000,1.146158,-0.615002,-0.729936,0.078014,-0.328886,0.376608,2.175820,6.226281,0.072827,0.533175,0.284690,0.248616,2.162953,6.518636,9.371032
1167448770445871577!,thoughtful-ruddy-butterfly,0.140000,1.166835,-0.553525,-0.729093,0.083230,-0.326022,0.379091,1.969752,6.102985,0.092583,0.513743,0.287924,0.247617,0.921923,7.244234,9.496568
1167448770445871577!,thoughtful-ruddy-butterfly,0.150000,1.185552,-0.493309,-0.728029,0.088247,-0.323111,0.381575,1.780785,5.968968,0.116612,0.493094,0.293671,0.248676,-0.164283,8.025529,9.524296
1167448770445871577!,thoughtful-ruddy-butterfly,0.160000,1.202475,-0.434448,-0.726706,0.093058,-0.320128,0.384081,1.608776,5.826340,0.144622,0.471672,0.302040,0.251748,-1.105932,8.845688,9.467687
1167448770445871577!,thoughtful-ruddy-butterfly,0.170000,1.217769,-0.377019,-0.725086,0.097655,-0.317048,0.386627,1.453426,5.677026,0.176337,0.449864,0.313099,0.256752,-1.914205,9.690034,9.337765
1167448770445871577!,thoughtful-ruddy-butterfly,0.180000,1.231596,-0.321084,-0.723134,0.102037,-0.313844,0.389233,1.314312,5.522769,0.211498,0.427996,0.326878,0.263566,-2.600871,10.545592,9.144166
1167448770445871577!,thoughtful-ruddy-butterfly,0.190000,1.244114,-0.266687,-0.720817,0.106203,-0.310489,0.391914,1.190914,5.365137,0.249868,0.406335,0.343379,0.272038,-3.177941,11.400824,8.895503
1167448770445871577!,thoughtful-ruddy-butterfly,0.200000,1.255474,-0.213861,-0.718104,0.110158,-0.306956,0.394687,1.082637,5.205529,0.291227,0.385092,0.362580,0.281986,-3.657338,12.245431,8.599451
1167448770445871577!,thoughtful-ruddy-butterfly,0.210000,1.265824,-0.162621,-0.714967,0.113904,-0.303219,0.397565,0.988825,5.045182,0.335376,0.364418,0.384436,0.293206,-4.050615,13.070200,8.262771
1167448770445871577!,thoughtful-ruddy-butterfly,0.220000,1.275305,-0.112974,-0.711377,0.117447,-0.299252,0.400560,0.908780,4.885182,0.382128,0.344415,0.408882,0.305469,-4.368732,13.866863,7.891332
1167448770445871577!,thoughtful-ruddy-butterfly,0.230000,1.284050,-0.064915,-0.707310,0.120795,-0.295028,0.403681,0.841774,4.726471,0.431313,0.325129,0.435840,0.318532,-4.621895,14.627984,7.490163
1167448770445871577!,thoughtful-ruddy-butterfly,0.240000,1.292186,-0.018431,-0.702739,0.123955,-0.290523,0.406935,0.787053,4.569862,0.482765,0.306565,0.465215,0.332131,-4.819441,15.346858,7.063503
1167448770445871577!,thoughtful-ruddy-butterfly,0.250000,1.299833,0.026500,-0.697644,0.126931,-0.285713,0.410327,0.743847,4.416046,0.536327,0.288682,0.496898,0.345993,-4.969787,16.017443,6.614992
1167448770445871577!,thoughtful-ruddy-butterfly,0.260000,1.307103,0.069905,-0.692002,0.129732,-0.280574,0.413858,0.711374,4.265609,0.591840,0.271401,0.530769,0.359834,-5.080369,16.634304,6.147598
1167448770445871577!,thoughtful-ruddy-butterfly,0.270000,1.314102,0.111819,-0.685793,0.132362,-0.275085,0.417527,0.688843,4.119034,0.649146,0.254610,0.566694,0.373363,-5.157684,17.192578,5.663945
1167448770445871577!,thoughtful-ruddy-butterfly,0.280000,1.320925,0.152278,-0.678999,0.134825,-0.269224,0.421329,0.675457,3.976718,0.708082,0.238171,0.604525,0.386284,-5.207288,17.687960,5.166318
1167448770445871577!,thoughtful-ruddy-butterfly,0.290000,1.327663,0.191325,-0.671603,0.137125,-0.262973,0.425259,0.670416,3.838976,0.768475,0.221919,0.644103,0.398302,-5.233838,18.116708,4.656750
1167448770445871577!,thoughtful-ruddy-butterfly,0.300000,1.334396,0.229006,-0.663590,0.139261,-0.256313,0.429306,0.672916,3.706048,0.830144,0.205676,0.685256,0.409126,-5.241146,18.475662,4.137108
1167448770445871577!,thoughtful-ruddy-butterfly,0.310000,1.341198,0.265366,-0.654946,0.141233,-0.249230,0.433457,0.682156,3.578109,0.892897,0.189248,0.727797,0.418470,-5.232240,18.762260,3.609161
1167448770445871577!,thoughtful-ruddy-butterfly,0.320000,1.348136,0.300457,-0.645659,0.143039,-0.241707,0.437696,0.697335,3.455276,0.956527,0.172438,0.771528,0.426058,-5.209441,18.974576,3.074634
1167448770445871577!,thoughtful-ruddy-butterfly,0.330000,1.355266,0.334327,-0.635721,0.144673,-0.233734,0.442005,0.717659,3.337608,1.020817,0.155046,0.816240,0.431631,-5.174447,19.111347,2.535251
1167448770445871577!,thoughtful-ruddy-butterfly,0.340000,1.362640,0.367028,-0.625124,0.146129,-0.225300,0.446363,0.742342,3.225117,1.085536,0.136874,0.861711,0.434944,-5.128418,19.172008,1.992763
1167448770445871577!,thoughtful-ruddy-butterfly,0.350000,1.370298,0.398611,-0.613862,0.147398,-0.216396,0.450747,0.770610,3.117771,1.150442,0.117733,0.907710,0.435776,-5.072074,19.156720,1.448971
1167448770445871577!,thoughtful-ruddy-butterfly,0.360000,1.378276,0.429127,-0.601933,0.148469,-0.207017,0.455131,0.801705,3.015495,1.215285,0.097448,0.953999,0.433929,-5.005787,19.066389,0.905730
1167448770445871577!,thoughtful-ruddy-butterfly,0.370000,1.386601,0.458628,-0.589337,0.149330,-0.197160,0.459486,0.834890,2.918181,1.279806,0.075856,1.000335,0.429232,-4.929681,18.902678,0.364944
1167448770445871577!,thoughtful-ruddy-butterfly,0.380000,1.395275,0.487182,-0.576092,0.149967,-0.186835,0.463781,0.869446,2.825618,1.343754,0.052805,1.046461,0.421569,-4.843794,18.668671,-0.171630
1167448770445871577!,thoughtful-ruddy-butterfly,0.390000,1.404289,0.514853,-0.562218,0.150366,-0.176055,0.467979,0.904691,2.737565,1.406872,0.028163,1.092113,0.410855,-4.747996,18.368285,-0.703019
1167448770445871577!,thoughtful-ruddy-butterfly,0.400000,1.413631,0.541699,-0.547739,0.150511,-0.164836,0.472048,0.939976,2.653771,1.468897,0.001822,1.137018,0.397040,-4.642189,18.006101,-1.228505
1167448770445871577!,thoughtful-ruddy-butterfly,0.410000,1.423301,0.567755,-0.532664,0.150384,-0.153187,0.475956,0.974700,2.574047,1.529567,-0.026285,1.180926,0.380082,-4.526516,17.586584,-1.746306
1167448770445871577!,thoughtful-ruddy-butterfly,0.420000,1.433293,0.593055,-0.517008,0.149968,-0.141116,0.479673,1.008298,2.498193,1.588627,-0.056198,1.223593,0.359972,-4.401361,17.114750,-2.254306
1167448770445871577!,thoughtful-ruddy-butterfly,0.430000,1.443595,0.617633,-0.500784,0.149244,-0.128636,0.483169,1.040250,2.425993,1.645839,-0.087935,1.264790,0.336731,-4.267344,16.596092,-2.750275
1167448770445871577!,thoughtful-ruddy-butterfly,0.440000,1.454192,0.641520,-0.484011,0.148194,-0.115762,0.486415,1.070083,2.357217,1.700981,-0.121488,1.304302,0.310411,-4.125326,16.036494,-3.232005
1167448770445871577!,thoughtful-ruddy-butterfly,0.450000,1.465062,0.664745,-0.466707,0.146801,-0.102509,0.489379,1.097378,2.291626,1.753855,-0.156827,1.341932,0.281092,-3.976404,15.442120,-3.697400
1167448770445871577!,thoughtful-ruddy-butterfly,0.460000,1.476181,0.687337,-0.448895,0.145046,-0.088896,0.492034,1.121766,2.228968,1.804285,-0.193905,1.377508,0.248876,-3.821901,14.819297,-4.144541
1167448770445871577!,thoughtful-ruddy-butterfly,0.470000,1.487521,0.709320,-0.430599,0.142912,-0.074944,0.494352,1.142935,2.168987,1.852123,-0.232653,1.410875,0.213888,-3.663342,14.174388,-4.571731
1167448770445871577!,thoughtful-ruddy-butterfly,0.480000,1.499049,0.730719,-0.411842,0.140384,-0.060673,0.496305,1.160626,2.111421,1.897247,-0.272993,1.441904,0.176271,-3.502421,13.513670,-4.977530
1167448770445871577!,thoughtful-ruddy-butterfly,0.490000,1.510731,0.751556,-0.392652,0.137445,-0.046106,0.497870,1.174633,2.056006,1.939564,-0.314833,1.470491,0.136178,-3.340959,12.843210,-5.360774
1167448770445871577!,thoughtful-ruddy-butterfly,0.500000,1.522532,0.771849,-0.373056,0.134081,-0.031268,0.499021,1.184804,2.002479,1.979008,-0.358074,1.496553,0.093773,-3.180856,12.168762,-5.720584
1167448770445871577!,thoughtful-ruddy-butterfly,0.510000,1.534413,0.791615,-0.353081,0.130279,-0.016184,0.499738,1.191034,1.950579,2.015541,-0.402614,1.520030,0.049226,-3.024039,11.495661,-6.056371
1167448770445871577!,thoughtful-ruddy-butterfly,0.520000,1.546336,0.810870,-0.332757,0.126025,-0.000878,0.499999,1.193263,1.900048,2.049147,-0.448347,1.540882,0.002706,-2.872413,10.828744,-6.367825
1167448770445871577!,thoughtful-ruddy-butterfly,0.530000,1.558260,0.829624,-0.312111,0.121308,0.014622,0.499786,1.191473,1.850635,2.079835,-0.495167,1.559087,-0.045614,-2.727792,10.172303,-6.654998
1167448770445871577!,thoughtful-ruddy-butterfly,0.540000,1.570148,0.847889,-0.291172,0.116119,0.030292,0.499082,1.185680,1.802096,2.107636,-0.542978,1.574641,-0.095574,-2.591931,9.529976,-6.917847
1167448770445871577!,thoughtful-ruddy-butterfly,0.550000,1.581958,0.865672,-0.269969,0.110446,0.046105,0.497870,1.175934,1.754195,2.132594,-0.591679,1.587550,-0.147013,-2.466367,8.904790,-7.156892
