ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
684419203278336466!,talented-ruddy-butterfly,0.000000,0.097082,-2.420335,0.249247,-1.431980,0.801346,-0.598201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,287.652033,-283.517008,104.867444
684419203278336466!,talented-ruddy-butterfly,0.010000,0.092409,-2.413184,0.247441,-1.425275,0.804080,-0.594521,-0.932148,1.430173,-0.360486,1.340463,0.543341,0.734861,239.430684,-271.888347,80.354908
684419203278336466!,talented-ruddy-butterfly,0.020000,0.079742,-2.392524,0.242641,-1.405881,0.811935,-0.583747,-1.598230,2.703929,-0.598450,2.538861,1.019726,1.418339,206.840239,-262.837031,63.164482
684419203278336466!,talented-ruddy-butterfly,0.030000,0.061357,-2.359632,0.235875,-1.374979,0.824175,-0.566335,-2.075704,3.877213,-0.754567,3.643057,1.417496,2.062850,183.978899,-252.653107,50.845769
684419203278336466!,talented-ruddy-butterfly,0.040000,0.038855,-2.315353,0.227800,-1.333365,0.839967,-0.542637,-2.420183,4.973772,-0.860414,4.673656,1.725811,2.671446,166.408405,-239.398447,41.574162
684419203278336466!,talented-ruddy-butterfly,0.050000,0.013379,-2.260430,0.218805,-1.281758,0.858374,-0.513024,-2.669392,5.995468,-0.938570,5.632162,1.936534,3.240142,150.834987,-222.043977,34.046244
684419203278336466!,talented-ruddy-butterfly,0.060000,-0.014239,-2.195666,0.209093,-1.220924,0.878396,-0.477934,-2.848160,6.930978,-1.004284,6.508511,2.046144,3.760613,134.961277,-200.218694,27.376997
684419203278336466!,talented-ruddy-butterfly,0.070000,-0.043365,-2.122019,0.198742,-1.151770,0.899023,-0.437902,-2.972342,7.761890,-1.066962,7.286438,2.056627,4.222303,117.461779,-174.210551,21.034397
684419203278336466!,talented-ruddy-butterfly,0.080000,-0.073493,-2.040654,0.187762,-1.075385,0.919292,-0.393575,-3.051989,8.468292,-1.131526,7.948510,1.975687,4.614703,97.959548,-144.985258,14.784719
684419203278336466!,talented-ruddy-butterfly,0.090000,-0.104193,-1.952934,0.176128,-0.993028,0.938343,-0.345704,-3.093801,9.033782,-1.199641,8.480629,1.816152,4.929573,76.918263,-114.094537,8.632353
