ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
15200205373835894!,lush-impartial-bumblebee,0.000000,1.533042,-1.212485,0.000000,-1.212485,0.000000,0.000000,0.000000,0.000000,-39.791469,-54.578922,128.055209
15200205373835894!,lush-impartial-bumblebee,0.010000,1.529404,-1.208810,0.000000,-1.208810,-0.727498,0.734957,0.000000,0.734957,-35.093046,-48.734506,113.048398
15200205373835894!,lush-impartial-bumblebee,0.020000,1.518956,-1.198255,0.000000,-1.198255,-1.360895,1.374848,0.000000,1.374848,-30.887394,-43.503050,99.615500
15200205373835894!,lush-impartial-bumblebee,0.030000,1.502581,-1.181712,0.000000,-1.181712,-1.910061,1.929644,0.000000,1.929644,-27.125511,-38.823606,87.600010
15200205373835894!,lush-impartial-bumblebee,0.040000,1.481073,-1.159984,0.000000,-1.159984,-2.383883,2.408323,0.000000,2.408323,-23.763229,-34.641228,76.860844
15200205373835894!,lush-impartial-bumblebee,0.050000,1.455143,-1.133788,0.000000,-1.133788,-2.790364,2.818972,0.000000,2.818972,-20.760715,-30.906369,67.270784
15200205373835894!,lush-impartial-bumblebee,0.060000,1.425427,-1.103768,0.000000,-1.103768,-3.136711,3.168869,0.000000,3.168869,-18.082055,-27.574357,58.715117
15200205373835894!,lush-impartial-bumblebee,0.070000,1.392506,-1.070509,0.000000,-1.070509,-3.429408,3.464568,0.000000,3.464568,-15.695030,-24.605111,51.090934
15200205373835894!,lush-impartial-bumblebee,0.080000,1.356915,-1.034553,0.000000,-1.034553,-3.674298,3.711968,0.000000,3.711968,-13.570835,-21.962803,44.306233
15200205373835894!,lush-impartial-bumblebee,0.090000,1.319111,-0.996361,0.000000,-0.996361,-3.876644,3.916389,0.000000,3.916389,-11.683091,-19.614620,38.276762
15200205373835894!,lush-impartial-bumblebee,0.100000,1.279492,-0.956336,0.000000,-0.956336,-4.041182,4.082613,0.000000,4.082613,-10.007900,-17.530831,32.926182
15200205373835894!,lush-impartial-bumblebee,0.110000,1.238411,-0.914834,0.000000,-0.914834,-4.172169,4.214943,0.000000,4.214943,-8.523647,-15.684555,28.185465
15200205373835894!,lush-impartial-bumblebee,0.120000,1.196178,-0.872167,0.000000,-0.872167,-4.273429,4.317241,0.000000,4.317241,-7.210840,-14.051540,23.992346
15200205373835894!,lush-impartial-bumblebee,0.130000,1.153067,-0.828615,0.000000,-0.828615,-4.348396,4.392977,0.000000,4.392977,-6.051922,-12.609950,20.290749
15200205373835894!,lush-impartial-bumblebee,0.140000,1.109324,-0.784424,0.000000,-0.784424,-4.400151,4.445263,0.000000,4.445263,-5.031092,-11.340129,17.030207
15200205373835894!,lush-impartial-bumblebee,0.150000,1.065166,-0.739813,0.000000,-0.739813,-4.431462,4.476894,0.000000,4.476894,-4.134132,-10.224390,14.165307
