ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
994529103792076869!,talented-ruddy-butterfly,0.000000,1.552669,0.520539,0.573620,0.316916,0.743699,-0.668515,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-254.567799,390.283753,131.972759
994529103792076869!,talented-ruddy-butterfly,0.010000,1.547321,0.512251,0.567427,0.312735,0.740373,-0.672197,-1.070921,-1.654293,-1.237828,-0.834555,-0.666647,-0.734261,-187.048818,287.618246,103.066224
994529103792076869!,talented-ruddy-butterfly,0.020000,1.532647,0.489391,0.550490,0.301326,0.731146,-0.682221,-1.866769,-2.911968,-2.147993,-1.443301,-1.180989,-1.265684,-137.302535,208.503066,80.227863
994529103792076869!,talented-ruddy-butterfly,0.030000,1.510966,0.455498,0.525656,0.284725,0.717330,-0.696733,-2.471393,-3.856370,-2.815612,-1.870322,-1.582761,-1.629551,-98.562507,146.132593,61.966811
994529103792076869!,talented-ruddy-butterfly,0.040000,1.483936,0.413383,0.495069,0.264578,0.699927,-0.714214,-2.933514,-4.550575,-3.294656,-2.150650,-1.895795,-1.857873,-67.185825,96.364877,47.273882
994529103792076869!,talented-ruddy-butterfly,0.050000,1.452838,0.365307,0.460443,0.242212,0.679750,-0.733444,-3.282920,-5.044209,-3.621677,-2.313143,-2.135383,-1.979056,-41.247586,56.550728,35.424746
994529103792076869!,talented-ruddy-butterfly,0.060000,1.418711,0.313087,0.423176,0.218694,0.657484,-0.753468,-3.539931,-5.377389,-3.823932,-2.382120,-2.312382,-2.017810,-19.708176,24.862810,25.881131
994529103792076869!,talented-ruddy-butterfly,0.070000,1.382416,0.258176,0.384422,0.194865,0.633722,-0.773561,-3.720084,-5.583083,-3.923393,-2.378212,-2.435426,-1.995167,-1.950557,-0.069479,18.230996
994529103792076869!,talented-ruddy-butterfly,0.080000,1.344670,0.201728,0.345131,0.171376,0.608975,-0.793190,-3.836386,-5.688586,-3.938713,-2.318865,-2.512020,-1.928613,12.468774,-19.359548,12.148924
994529103792076869!,talented-ruddy-butterfly,0.090000,1.306063,0.144643,0.306071,0.148710,0.583678,-0.811985,-3.900288,-5.716451,-3.886063,-2.218658,-2.549001,-1.832295,23.942037,-33.967193,7.368789
994529103792076869!,talented-ruddy-butterfly,0.100000,1.267052,0.087610,0.267836,0.127207,0.558194,-0.829711,-3.921940,-5.685162,-3.779451,-2.089579,-2.552698,-1.717345,32.854436,-44.740691,3.666975
994529103792076869!,talented-ruddy-butterfly,0.110000,1.227997,0.031135,0.230887,0.107100,0.532818,-0.846230,-3.910351,-5.609671,-3.630873,-1.941276,-2.528826,-1.592244,39.593164,-52.434687,0.850944
994529103792076869!,talented-ruddy-butterfly,0.120000,1.189181,-0.024411,0.195579,0.088533,0.507796,-0.861478,-3.873307,-5.501889,-3.450391,-1.781377,-2.482432,-1.463262,44.532916,-57.707632,-1.245624
994529103792076869!,talented-ruddy-butterfly,0.130000,1.150815,-0.078759,0.162182,0.071590,0.483325,-0.875441,-3.817351,-5.371138,-3.246250,-1.615793,-2.417858,-1.334881,48.020530,-61.120121,-2.765709
994529103792076869!,talented-ruddy-butterfly,0.140000,1.113060,-0.131720,0.130895,0.056301,0.459566,-0.888143,-3.747820,-5.224571,-3.025045,-1.449013,-2.338761,-1.210182,50.363397,-63.136547,-3.830751
994529103792076869!,talented-ruddy-butterfly,0.150000,1.076028,-0.183167,0.101861,0.042661,0.436649,-0.899632,-3.668943,-5.067565,-2.791937,-1.284377,-2.248163,-1.091179,51.823436,-64.131028,-4.542192
994529103792076869!,talented-ruddy-butterfly,0.160000,1.039797,-0.233015,0.075180,0.030638,0.414677,-0.909969,-3.583978,-4.904068,-2.550882,-1.124317,-2.148529,-0.979095,52.616198,-64.396747,-4.983163
994529103792076869!,talented-ruddy-butterfly,0.170000,1.004420,-0.281214,0.050919,0.020178,0.393730,-0.919226,-3.495364,-4.736907,-2.304859,-0.970559,-2.041854,-0.874582,52.913683,-64.157257,-5.220423
994529103792076869!,talented-ruddy-butterfly,0.180000,0.969926,-0.327736,0.029121,0.011214,0.373872,-0.927480,-3.404871,-4.568042,-2.056087,-0.824292,-1.929748,-0.777892,52.849398,-63.578331,-5.306484
994529103792076869!,talented-ruddy-butterfly,0.190000,0.936333,-0.372569,0.009809,0.003668,0.355154,-0.934808,-3.313741,-4.398784,-1.806199,-0.686301,-1.813517,-0.688994,52.524384,-62.779299,-5.281810
994529103792076869!,talented-ruddy-butterfly,0.200000,0.903648,-0.415713,-0.007006,-0.002542,0.337611,-0.941286,-3.222826,-4.229963,-1.556410,-0.557075,-1.694210,-0.607662,52.013988,-61.844132,-5.177230
994529103792076869!,talented-ruddy-butterfly,0.210000,0.871871,-0.457172,-0.021325,-0.007505,0.321275,-0.946986,-3.132638,-4.062041,-1.307602,-0.436880,-1.572762,-0.533576,51.370774,-60.826333,-5.014817
994529103792076869!,talented-ruddy-butterfly,0.220000,0.840998,-0.496955,-0.033156,-0.011308,0.306165,-0.951979,-3.043509,-3.895250,-1.060472,-0.325824,-1.449923,-0.466308,50.633468,-59.761590,-4.811258
994529103792076869!,talented-ruddy-butterfly,0.230000,0.811024,-0.535074,-0.042513,-0.014042,0.292294,-0.956328,-2.955600,-3.729637,-0.815564,-0.223898,-1.326371,-0.405395,49.828068,-58.669397,-4.578203
994529103792076869!,talented-ruddy-butterfly,0.240000,0.781941,-0.571537,-0.049414,-0.015796,0.279671,-0.960096,-2.868968,-3.565134,-0.573335,-0.131007,-1.202727,-0.350348,48.971961,-57.558598,-4.323875
