ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
423358682641254542!,talented-antique-butterfly,0.000000,0.710217,-1.364609,0.101802,-0.570991,-0.891269,-0.453475,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-426.188764,-93.387079,-127.410026,336.521433,-160.252633,126.211448
423358682641254542!,talented-antique-butterfly,0.010000,0.713201,-1.353835,0.100955,-0.563168,-0.892696,-0.450659,0.592355,2.153850,-0.170614,1.563052,-0.283916,0.562399,-307.858634,-72.262556,-87.225157,244.324431,-111.642967,85.669188
423358682641254542!,talented-antique-butterfly,0.020000,0.721403,-1.324483,0.098654,-0.542061,-0.896443,-0.443159,1.040407,3.715433,-0.291857,2.655051,-0.462712,0.935996,-221.576894,-56.144102,-59.276291,177.033313,-77.499536,56.459845
423358682641254542!,talented-antique-butterfly,0.030000,0.733456,-1.281645,0.095273,-0.511761,-0.901589,-0.432595,1.359719,4.846257,-0.387015,3.398330,-0.563610,1.174643,-156.284536,-43.665432,-38.589752,126.073519,-52.099518,34.544966
423358682641254542!,talented-antique-butterfly,0.040000,0.748178,-1.229092,0.091018,-0.475341,-0.907457,-0.420145,1.572072,5.652427,-0.465793,3.875710,-0.607509,1.312138,-105.785666,-33.943204,-22.612095,86.632357,-32.462096,17.712553
423358682641254542!,talented-antique-butterfly,0.050000,0.764608,-1.169712,0.086039,-0.435175,-0.913556,-0.406714,1.699668,6.208484,-0.531593,4.147232,-0.610624,1.371578,-66.427625,-26.365698,-10.025672,55.867334,-17.012394,4.691903
423358682641254542!,talented-antique-butterfly,0.060000,0.781997,-1.105746,0.080463,-0.393110,-0.919537,-0.393004,1.762347,6.570157,-0.585325,4.259062,-0.585630,1.370236,-35.862880,-20.486522,-0.104655,31.950614,-4.857091,-5.322328
423358682641254542!,talented-antique-butterfly,0.070000,0.799778,-1.038944,0.074415,-0.350578,-0.925165,-0.379565,1.776641,6.780980,-0.627159,4.247984,-0.542304,1.321832,-12.411396,-15.965390,7.613359,13.575529,4.586152,-12.909184
423358682641254542!,talented-antique-butterfly,0.080000,0.817524,-0.970660,0.068013,-0.308669,-0.930296,-0.366810,1.755754,6.875781,-0.657243,4.143769,-0.487989,1.237625,5.252832,-12.533348,13.482099,-0.287294,11.764892,-18.533221
423358682641254542!,talented-antique-butterfly,0.090000,0.834923,-0.901908,0.061370,-0.268177,-0.934850,-0.355042,1.709831,6.882615,-0.675921,3.970489,-0.427975,1.126890,18.248423,-9.971157,17.811805,-10.505050,17.067760,-22.592034
423358682641254542!,talented-antique-butterfly,0.100000,0.851760,-0.833435,0.054594,-0.229676,-0.938795,-0.344476,1.646408,6.823987,-0.683733,3.747409,-0.365910,0.997209,27.541454,-8.096746,20.887551,-17.826657,20.847281,-25.430096
