ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
1531541110878390390!,lush-impartial-bumblebee,0.000000,2.047652,-1.165329,0.000000,-1.165329,0.000000,0.000000,0.000000,0.000000,-20.051630,44.076822,50.995467
1531541110878390390!,lush-impartial-bumblebee,0.010000,2.040928,-1.165688,0.000000,-1.165688,-1.344871,-0.071774,0.000000,-0.071774,-17.906531,37.160244,45.956235
1531541110878390390!,lush-impartial-bumblebee,0.020000,2.021613,-1.166719,0.000000,-1.166719,-2.515786,-0.134265,0.000000,-0.134265,-15.986409,30.969077,41.445518
1531541110878390390!,lush-impartial-bumblebee,0.030000,1.991342,-1.168334,0.000000,-1.168334,-3.530987,-0.188445,0.000000,-0.188445,-14.268893,25.431186,37.410761
1531541110878390390!,lush-impartial-bumblebee,0.040000,1.951582,-1.170456,0.000000,-1.170456,-4.406906,-0.235192,0.000000,-0.235192,-12.733818,20.481549,33.804589
1531541110878390390!,lush-impartial-bumblebee,0.050000,1.903647,-1.173015,0.000000,-1.173015,-5.158338,-0.275295,0.000000,-0.275295,-11.362998,16.061530,30.584282
1531541110878390390!,lush-impartial-bumblebee,0.060000,1.848714,-1.175946,0.000000,-1.175946,-5.798602,-0.309465,0.000000,-0.309465,-10.140036,12.118258,27.711321
1531541110878390390!,lush-impartial-bumblebee,0.070000,1.787837,-1.179195,0.000000,-1.179195,-6.339691,-0.338342,0.000000,-0.338342,-9.050149,8.604069,25.150978
1531541110878390390!,lush-impartial-bumblebee,0.080000,1.721996,-1.182709,0.000000,-1.182709,-6.792394,-0.362503,0.000000,-0.362503,-8.080161,5.476477,22.872300
1531541110878390390!,lush-impartial-bumblebee,0.090000,1.652058,-1.186442,0.000000,-1.186442,-7.166436,-0.382465,0.000000,-0.382465,-7.218126,2.696962,20.847220
1531541110878390390!,lush-impartial-bumblebee,0.100000,1.578770,-1.190353,0.000000,-1.190353,-7.470572,-0.398696,0.000000,-0.398696,-6.453168,0.230463,19.050196
1531541110878390390!,lush-impartial-bumblebee,0.110000,1.502788,-1.194408,0.000000,-1.194408,-7.712672,-0.411617,0.000000,-0.411617,-5.775445,-1.954761,17.458101
1531541110878390390!,lush-impartial-bumblebee,0.120000,1.424689,-1.198576,0.000000,-1.198576,-7.899813,-0.421604,0.000000,-0.421604,-5.176058,-3.887402,16.050030
1531541110878390390!,lush-impartial-bumblebee,0.130000,1.344982,-1.202830,0.000000,-1.202830,-8.038346,-0.428998,0.000000,-0.428998,-4.646979,-5.593346,14.807126
1531541110878390390!,lush-impartial-bumblebee,0.140000,1.264114,-1.207146,0.000000,-1.207146,-8.133974,-0.434101,0.000000,-0.434101,-4.180975,-7.095911,13.712398
1531541110878390390!,lush-impartial-bumblebee,0.150000,1.182484,-1.211502,0.000000,-1.211502,-8.191810,-0.437188,0.000000,-0.437188,-3.771538,-8.416085,12.750555
1531541110878390390!,lush-impartial-bumblebee,0.160000,1.100442,-1.215881,0.000000,-1.215881,-8.216444,-0.438503,0.000000,-0.438503,-3.412810,-9.572751,11.907839
1531541110878390390!,lush-impartial-bumblebee,0.170000,1.018300,-1.220265,0.000000,-1.220265,-8.211986,-0.438265,0.000000,-0.438265,-3.099523,-10.582901,11.171871
1531541110878390390!,lush-impartial-bumblebee,0.180000,0.936330,-1.224639,0.000000,-1.224639,-8.182122,-0.436671,0.000000,-0.436671,-2.826936,-11.461820,10.531514
1531541110878390390!,lush-impartial-bumblebee,0.190000,0.854772,-1.228992,0.000000,-1.228992,-8.130153,-0.433897,0.000000,-0.433897,-2.590782,-12.223266,9.976745
1531541110878390390!,lush-impartial-bumblebee,0.200000,0.773835,-1.233311,0.000000,-1.233311,-8.059032,-0.430102,0.000000,-0.430102,-2.387222,-12.879619,9.498545
1531541110878390390!,lush-impartial-bumblebee,0.210000,0.693700,-1.237588,0.000000,-1.237588,-7.971404,-0.425425,0.000000,-0.425425,-2.212799,-13.442020,9.088794
1531541110878390390!,lush-impartial-bumblebee,0.220000,0.614525,-1.241814,0.000000,-1.241814,-7.869631,-0.419994,0.000000,-0.419994,-2.064405,-13.920498,8.740188
1531541110878390390!,lush-impartial-bumblebee,0.230000,0.536444,-1.245981,0.000000,-1.245981,-7.755824,-0.413920,0.000000,-0.413920,-1.939239,-14.324077,8.446151
1531541110878390390!,lush-impartial-bumblebee,0.240000,0.459574,-1.250083,0.000000,-1.250083,-7.631867,-0.407304,0.000000,-0.407304,-1.834784,-14.660879,8.200767
1531541110878390390!,lush-impartial-bumblebee,0.250000,0.384011,-1.254116,0.000000,-1.254116,-7.499439,-0.400237,0.000000,-0.400237,-1.748773,-14.938210,7.998711
1531541110878390390!,lush-impartial-bumblebee,0.260000,0.309837,-1.258075,0.000000,-1.258075,-7.360035,-0.392797,0.000000,-0.392797,-1.679167,-15.162643,7.835195
1531541110878390390!,lush-impartial-bumblebee,0.270000,0.237119,-1.261955,0.000000,-1.261955,-7.214987,-0.385056,0.000000,-0.385056,-1.624133,-15.340092,7.705910
1531541110878390390!,lush-impartial-bumblebee,0.280000,0.165912,-1.265756,0.000000,-1.265756,-7.065476,-0.377077,0.000000,-0.377077,-1.582023,-15.475872,7.606985
1531541110878390390!,lush-impartial-bumblebee,0.290000,0.096259,-1.269473,0.000000,-1.269473,-6.912550,-0.368915,0.000000,-0.368915,-1.551353,-15.574763,7.534935
1531541110878390390!,lush-impartial-bumblebee,0.300000,0.028193,-1.273106,0.000000,-1.273106,-6.757137,-0.360621,0.000000,-0.360621,-1.530791,-15.641061,7.486632
1531541110878390390!,lush-impartial-bumblebee,0.310000,-0.038260,-1.276652,0.000000,-1.276652,-6.600057,-0.352238,0.000000,-0.352238,-1.519141,-15.678626,7.459263
1531541110878390390!,lush-impartial-bumblebee,0.320000,-0.103087,-1.280112,0.000000,-1.280112,-6.442031,-0.343804,0.000000,-0.343804,-1.515327,-15.690924,7.450304
