ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2
185046513671822875!,great-vivacious-beetle,0.000000,1.132389,-1.994306,-0.274713,-1.474630,0.000000,0.000000,0.000000,0.000000,1310.952844,823.982645
185046513671822875!,great-vivacious-beetle,0.010000,1.148682,-1.975948,-0.265652,-1.476289,3.236696,3.679470,1.821038,-0.327688,43.514818,96.452019
185046513671822875!,great-vivacious-beetle,0.020000,1.180995,-1.934287,-0.248336,-1.479300,3.212218,4.650725,1.643942,-0.275975,-104.908179,7.729750
185046513671822875!,great-vivacious-beetle,0.030000,1.210976,-1.884832,-0.233827,-1.481663,2.779112,5.232786,1.263283,-0.199364,-112.397709,-0.856042
185046513671822875!,great-vivacious-beetle,0.040000,1.236376,-1.830031,-0.223007,-1.483330,2.297849,5.719551,0.906691,-0.136314,-103.209896,0.059548
185046513671822875!,great-vivacious-beetle,0.050000,1.256946,-1.770659,-0.215494,-1.484440,1.812758,6.147999,0.600732,-0.087207,-92.255871,1.870633
185046513671822875!,great-vivacious-beetle,0.060000,1.272688,-1.707286,-0.210768,-1.485118,1.331591,6.521412,0.347536,-0.049322,-81.196135,3.527900
185046513671822875!,great-vivacious-beetle,0.070000,1.283662,-1.640469,-0.208307,-1.485466,0.858850,6.838041,0.146301,-0.020516,-70.084782,4.942072
185046513671822875!,great-vivacious-beetle,0.080000,1.289978,-1.570787,-0.207600,-1.485565,0.399610,7.095502,-0.004140,0.000579,-58.840851,6.148143
185046513671822875!,great-vivacious-beetle,0.090000,1.291789,-1.498832,-0.208152,-1.485487,-0.040369,7.291856,-0.105111,0.014729,-47.432778,7.197324
185046513671822875!,great-vivacious-beetle,0.100000,1.289324,-1.425220,-0.209473,-1.485302,-0.455112,7.426350,-0.158310,0.022326,-35.920873,8.125864
185046513671822875!,great-vivacious-beetle,0.110000,1.282854,-1.350518,-0.211099,-1.485071,-0.838940,7.499398,-0.165624,0.023543,-24.399641,8.978855
185046513671822875!,great-vivacious-beetle,0.120000,1.272736,-1.275427,-0.212571,-1.484861,-1.186792,7.513352,-0.130001,0.018611,-13.034841,9.781860
185046513671822875!,great-vivacious-beetle,0.130000,1.259332,-1.200485,-0.213490,-1.484730,-1.494772,7.471687,-0.054294,0.007807,-1.974155,10.573411
185046513671822875!,great-vivacious-beetle,0.140000,1.243055,-1.126214,-0.213470,-1.484732,-1.760293,7.379399,0.058179,-0.008365,8.607545,11.369590
185046513671822875!,great-vivacious-beetle,0.150000,1.224337,-1.053090,-0.212160,-1.484920,-1.982191,7.242540,0.203766,-0.029113,18.554956,12.180923
185046513671822875!,great-vivacious-beetle,0.160000,1.203617,-0.981527,-0.209245,-1.485334,-2.160692,7.067866,0.378632,-0.053339,27.742170,13.010465
185046513671822875!,great-vivacious-beetle,0.170000,1.181326,-0.911869,-0.204449,-1.486002,-2.297255,6.862433,0.578880,-0.079644,36.080757,13.854883
185046513671822875!,great-vivacious-beetle,0.180000,1.157874,-0.844389,-0.197535,-1.486936,-2.394328,6.633261,0.800672,-0.106367,43.520126,14.704657
185046513671822875!,great-vivacious-beetle,0.190000,1.133645,-0.779293,-0.188302,-1.488134,-2.455070,6.387040,1.040305,-0.131636,50.045398,15.545699
185046513671822875!,great-vivacious-beetle,0.200000,1.108990,-0.716721,-0.176586,-1.489570,-2.483076,6.129911,1.294275,-0.153434,55.672206,16.361129
185046513671822875!,great-vivacious-beetle,0.210000,1.084221,-0.656756,-0.162256,-1.491199,-2.482113,5.867342,1.559307,-0.169667,60.439801,17.133021
185046513671822875!,great-vivacious-beetle,0.220000,1.059615,-0.599427,-0.145212,-1.492955,-2.455918,5.604070,1.832365,-0.178224,64.403698,17.843899
185046513671822875!,great-vivacious-beetle,0.230000,1.035412,-0.544722,-0.125383,-1.494751,-2.408040,5.344110,2.110634,-0.177045,67.628792,18.477918
185046513671822875!,great-vivacious-beetle,0.240000,1.011818,-0.492589,-0.102726,-1.496478,-2.341747,5.090807,2.391499,-0.164164,70.183516,19.021641
185046513671822875!,great-vivacious-beetle,0.250000,0.989007,-0.442948,-0.077222,-1.498011,-2.259976,4.846913,2.672504,-0.137766,72.135273,19.464451
185046513671822875!,great-vivacious-beetle,0.260000,0.967127,-0.395692,-0.048876,-1.499203,-2.165330,4.614677,2.951317,-0.096217,73.547169,19.798621
185046513671822875!,great-vivacious-beetle,0.270000,0.946301,-0.350692,-0.017718,-1.499895,-2.060105,4.395929,3.225691,-0.038104,74.475879,20.019120
185046513671822875!,great-vivacious-beetle,0.280000,0.926599,-0.307802,0.016175,-1.499913,-1.946259,4.192071,3.493515,0.037675,74.973719,20.125288
185046513671822875!,great-vivacious-beetle,0.290000,0.908031,-0.266860,0.052668,-1.499075,-1.825454,4.004118,3.752841,0.131850,75.087848,20.120035
185046513671822875!,great-vivacious-beetle,0.300000,0.890657,-0.227704,0.091664,-1.497197,-1.699362,3.833048,4.001580,0.244993,74.849102,20.002133
185046513671822875!,great-vivacious-beetle,0.310000,0.874524,-0.190164,0.133050,-1.494088,-1.569555,3.679619,4.237642,0.377367,74.281652,19.771665
185046513671822875!,great-vivacious-beetle,0.320000,0.859664,-0.154062,0.176690,-1.489557,-1.437543,3.544385,4.458940,0.528915,73.403004,19.429202
185046513671822875!,great-vivacious-beetle,0.330000,0.846094,-0.119217,0.222428,-1.483417,-1.304805,3.427700,4.663394,0.699243,72.224312,18.975156
185046513671822875!,great-vivacious-beetle,0.340000,0.833816,-0.085444,0.270089,-1.475484,-1.172810,3.329714,4.848948,0.887605,70.750872,18.409295
185046513671822875!,great-vivacious-beetle,0.350000,0.822821,-0.052556,0.319477,-1.465583,-1.043021,3.250359,5.013591,1.092895,68.982771,17.730400
185046513671822875!,great-vivacious-beetle,0.360000,0.813081,-0.020371,0.370378,-1.453554,-0.916890,3.189331,5.155385,1.313637,66.915674,16.936095
185046513671822875!,great-vivacious-beetle,0.370000,0.804558,0.011292,0.422558,-1.439251,-0.795839,3.146079,5.272505,1.547984,64.541757,16.022835
185046513671822875!,great-vivacious-beetle,0.380000,0.797197,0.042606,0.475765,-1.422550,-0.681231,3.119794,5.363278,1.793723,61.850817,14.986059
185046513671822875!,great-vivacious-beetle,0.390000,0.790933,0.073736,0.529732,-1.403347,-0.574336,3.109394,5.426231,2.048282,58.831565,13.820519
185046513671822875!,great-vivacious-beetle,0.400000,0.785686,0.104834,0.584179,-1.381570,-0.476288,3.113536,5.460145,2.308752,55.473116,12.520775
185046513671822875!,great-vivacious-beetle,0.410000,0.781368,0.136038,0.638813,-1.357173,-0.388045,3.130618,5.464106,2.571919,51.766627,11.081802
185046513671822875!,great-vivacious-beetle,0.420000,0.777881,0.167469,0.693334,-1.330146,-0.310351,3.158803,5.437558,2.834307,47.706965,9.499640
185046513671822875!,great-vivacious-beetle,0.430000,0.775122,0.199231,0.747438,-1.300514,-0.243685,3.196046,5.380363,3.092230,43.295001,7.772595
185046513671822875!,great-vivacious-beetle,0.440000,0.772985,0.231402,0.800821,-1.268340,-0.188228,3.240133,5.292846,3.341864,38.539670,5.902264
185046513671822875!,great-vivacious-beetle,0.450000,0.771361,0.264040,0.853180,-1.233727,-0.143847,3.288732,5.175837,3.579335,33.459670,3.894311
185046513671822875!,great-vivacious-beetle,0.460000,0.770147,0.297177,0.904227,-1.196818,-0.110086,3.339454,5.030694,3.800816,28.085193,1.759393
185046513671822875!,great-vivacious-beetle,0.470000,0.769246,0.330823,0.953682,-1.157795,-0.086166,3.389908,4.859310,4.002642,22.459313,-0.486033
185046513671822875!,great-vivacious-beetle,0.480000,0.768571,0.364960,1.001291,-1.116878,-0.071014,3.437774,4.664109,4.181418,16.638899,-2.819114
185046513671822875!,great-vivacious-beetle,0.490000,0.768049,0.399547,1.046821,-1.074321,-0.063292,3.480866,4.448004,4.334148,10.694865,-5.210296
185046513671822875!,great-vivacious-beetle,0.500000,0.767623,0.434521,1.090069,-1.030412,-0.061461,3.517194,4.214345,4.458341,4.711666,-7.623396
185046513671822875!,great-vivacious-beetle,0.510000,0.767256,0.469796,1.130865,-0.985466,-0.063843,3.545021,3.966840,4.552120,-1.214094,-10.016098
185046513671822875!,great-vivacious-beetle,0.520000,0.766932,0.505266,1.169074,-0.939823,-0.068708,3.562907,3.709454,4.614301,-6.975951,-12.340943
185046513671822875!,great-vivacious-beetle,0.530000,0.766586,0.540828,1.204637,-0.893784,-0.074198,3.569769,3.446140,4.644684,-12.459671,-14.545645
185046513671822875!,great-vivacious-beetle,0.540000,0.766186,0.576375,1.237539,-0.847643,-0.078635,3.564939,3.180734,4.643798,-17.554408,-16.578374
185046513671822875!,great-vivacious-beetle,0.550000,0.765729,0.611798,1.267795,-0.801684,-0.080608,3.548123,2.916902,4.612832,-22.156430,-18.389990
