ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
1608520144171307963!,talented-steel-butterfly,0.000000,1.552669,0.520539,1.626492,-0.476732,0.962562,0.271062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,205.446975,606.385096,-778.010089
1608520144171307963!,talented-steel-butterfly,0.010000,1.547718,0.513371,1.624009,-0.483715,0.963635,0.267222,-0.990025,-1.431699,-0.498480,-1.394088,0.213069,-0.768352,174.188658,469.348022,-612.119321
1608520144171307963!,talented-steel-butterfly,0.020000,1.534093,0.493363,1.617055,-0.503189,0.966586,0.256343,-1.736293,-2.565198,-0.896643,-2.495297,0.373325,-1.407687,142.039347,362.927778,-478.322797
1608520144171307963!,talented-steel-butterfly,0.030000,1.513862,0.463228,1.606438,-0.532477,0.970878,0.239574,-2.311483,-3.452424,-1.231728,-3.352034,0.479532,-1.943310,112.836579,278.144938,-369.171654
1608520144171307963!,talented-steel-butterfly,0.040000,1.488503,0.425214,1.592675,-0.569346,0.975981,0.217857,-2.759083,-4.135653,-1.523823,-4.006270,0.534360,-2.393889,88.055786,209.378965,-279.506674
1608520144171307963!,talented-steel-butterfly,0.050000,1.459163,0.381188,1.576145,-0.611946,0.981401,0.191969,-3.105653,-4.649838,-1.783199,-4.494065,0.542512,-2.773482,67.878031,153.057050,-205.645372
1608520144171307963!,talented-steel-butterfly,0.060000,1.426775,0.332704,1.557153,-0.658761,0.986697,0.162568,-3.368958,-5.024265,-2.015150,-4.846238,0.509551,-3.092700,51.876343,106.793636,-144.845487
1608520144171307963!,talented-steel-butterfly,0.070000,1.392121,0.281055,1.535966,-0.708545,0.991484,0.130227,-3.562143,-5.283699,-2.222617,-5.088989,0.441288,-3.359738,39.396029,68.896565,-94.984924
1608520144171307963!,talented-steel-butterfly,0.080000,1.355857,0.227291,1.512823,-0.760313,0.995435,0.095438,-3.695875,-5.449143,-2.407617,-5.244391,0.343344,-3.581156,29.756948,38.074794,-54.356998
1608520144171307963!,talented-steel-butterfly,0.090000,1.318541,0.172265,1.487946,-0.813281,0.998280,0.058629,-3.779446,-5.538423,-2.571935,-5.330864,0.220963,-3.762368,22.351948,13.270039,-21.540362
1608520144171307963!,talented-steel-butterfly,0.100000,1.280631,0.116676,1.461533,-0.866825,0.999796,0.020192,-3.821213,-5.566633,-2.717418,-5.363605,0.078924,-3.907967,16.682049,-6.435260,4.683519
1608520144171307963!,talented-steel-butterfly,0.110000,1.242481,0.061078,1.433754,-0.920459,0.999809,-0.019520,-3.828682,-5.546451,-2.846038,-5.354962,-0.078524,-4.021965,12.357050,-21.859873,25.377621
1608520144171307963!,talented-steel-butterfly,0.120000,1.204386,0.005890,1.404762,-0.973829,0.998186,-0.060212,-3.808486,-5.488379,-2.959783,-5.314799,-0.247795,-4.107916,9.076850,-33.729350,41.466989
1608520144171307963!,talented-steel-butterfly,0.130000,1.166585,-0.048560,1.374690,-1.026666,0.994823,-0.101625,-3.766422,-5.401065,-3.060599,-5.250892,-0.425875,-4.168947,6.614461,-42.686640,53.758701
1608520144171307963!,talented-steel-butterfly,0.140000,1.129270,-0.102021,1.343657,-1.078770,0.989646,-0.143529,-3.707449,-5.291554,-3.150325,-5.169271,-0.610258,-4.207796,4.798146,-49.293499,62.951738
1608520144171307963!,talented-steel-butterfly,0.150000,1.092589,-0.154304,1.311766,-1.129989,0.982603,-0.185716,-3.635712,-5.165516,-3.230641,-5.074521,-0.798890,-4.226842,3.496909,-54.031985,69.644566
1608520144171307963!,talented-steel-butterfly,0.160000,1.056656,-0.205267,1.279104,-1.180212,0.973661,-0.228002,-3.554598,-5.027456,-3.303031,-4.970057,-0.990099,-4.228131,2.609643,-57.307803,74.342475
1608520144171307963!,talented-steel-butterfly,0.170000,1.021555,-0.254808,1.245747,-1.229354,0.962799,-0.270218,-3.466820,-4.880909,-3.368781,-4.858355,-1.182530,-4.213405,2.057433,-59.455769,77.465584
1608520144171307963!,talented-steel-butterfly,0.180000,0.987348,-0.302856,1.211756,-1.277351,0.950012,-0.312214,-3.374498,-4.728603,-3.428973,-4.741147,-1.375082,-4.184135,1.778241,-60.746966,79.357634
1608520144171307963!,talented-steel-butterfly,0.190000,0.954077,-0.349362,1.177186,-1.324155,0.935302,-0.353850,-3.279261,-4.572614,-3.484503,-4.619590,-1.566859,-4.141547,1.723209,-61.396634,80.295076
1608520144171307963!,talented-steel-butterfly,0.200000,0.921772,-0.394296,1.142083,-1.369726,0.918681,-0.394999,-3.182328,-4.414494,-3.536097,-4.494396,-1.757116,-4.086664,1.854073,-61.572447,80.496413
1608520144171307963!,talented-steel-butterfly,0.210000,0.890452,-0.437643,1.106486,-1.414029,0.900168,-0.435544,-3.084600,-4.255375,-3.584344,-4.365948,-1.945226,-4.020332,2.141396,-61.403468,80.132234
1608520144171307963!,talented-steel-butterfly,0.220000,0.860126,-0.479395,1.070429,-1.457031,0.879785,-0.475372,-2.986726,-4.096063,-3.629715,-4.234379,-2.130645,-3.943251,2.563065,-60.987232,79.333330
1608520144171307963!,talented-steel-butterfly,0.230000,0.830800,-0.519552,1.033941,-1.498701,0.857563,-0.514379,-2.889161,-3.937109,-3.672584,-4.099643,-2.312887,-3.856002,3.103072,-60.396362,78.198416
1608520144171307963!,talented-steel-butterfly,0.240000,0.802474,-0.558120,0.997051,-1.539007,0.833535,-0.552466,-2.792213,-3.778866,-3.713241,-3.961568,-2.491508,-3.759070,3.750452,-59.684261,76.800944
1608520144171307963!,talented-steel-butterfly,0.250000,0.775147,-0.595106,0.959779,-1.577914,0.807740,-0.589539,-2.696082,-3.621542,-3.751912,-3.819893,-2.666089,-3.652863,4.498346,-58.889867,75.194945
1608520144171307963!,talented-steel-butterfly,0.260000,0.748809,-0.630521,0.922147,-1.615383,0.780219,-0.625506,-2.600876,-3.465234,-3.788764,-3.674306,-2.836220,-3.537731,5.343182,-58.041755,73.420211
1608520144171307963!,talented-steel-butterfly,0.270000,0.723389,-0.664383,0.884140,-1.651378,0.751021,-0.660278,-2.506526,-3.309945,-3.823852,-3.524496,-3.001541,-3.414048,6.283871,-57.163504,71.509271
1608520144171307963!,talented-steel-butterfly,0.280000,0.698882,-0.696702,0.845777,-1.685854,0.720196,-0.693770,-2.413015,-3.155656,-3.857236,-3.370132,-3.161655,-3.282084,7.320425,-56.268555,69.481779
