ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
881102256303635613!,great-impartial-bumblebee,0.000000,1.132389,-1.994306,0.000000,-1.994306,0.000000,0.000000,0.000000,0.000000,-45.744217,-119.982843,158.034410
881102256303635613!,great-impartial-bumblebee,0.010000,1.132119,-1.988435,0.000000,-1.988435,-0.054056,1.174216,0.000000,1.174216,-40.275814,-105.678512,139.149828
881102256303635613!,great-impartial-bumblebee,0.020000,1.131343,-1.971571,0.000000,-1.971571,-0.101120,2.196549,0.000000,2.196549,-35.380936,-92.874419,122.245859
881102256303635613!,great-impartial-bumblebee,0.030000,1.130126,-1.945141,0.000000,-1.945141,-0.141926,3.082928,0.000000,3.082928,-31.002555,-81.421383,107.125557
881102256303635613!,great-impartial-bumblebee,0.040000,1.128528,-1.910427,0.000000,-1.910427,-0.177133,3.847698,0.000000,3.847698,-27.089259,-71.184926,93.611383
881102256303635613!,great-impartial-bumblebee,0.050000,1.126601,-1.868574,0.000000,-1.868574,-0.207336,4.503778,0.000000,4.503778,-23.594691,-62.043784,81.543244
881102256303635613!,great-impartial-bumblebee,0.060000,1.124393,-1.820612,0.000000,-1.820612,-0.233071,5.062797,0.000000,5.062797,-20.477051,-53.888615,70.776787
881102256303635613!,great-impartial-bumblebee,0.070000,1.121946,-1.767459,0.000000,-1.767459,-0.254820,5.535225,0.000000,5.535225,-17.698654,-46.620841,61.181869
881102256303635613!,great-impartial-bumblebee,0.080000,1.119298,-1.709940,0.000000,-1.709940,-0.273016,5.930484,0.000000,5.930484,-15.225526,-40.151597,52.641171
881102256303635613!,great-impartial-bumblebee,0.090000,1.116483,-1.648790,0.000000,-1.648790,-0.288050,6.257052,0.000000,6.257052,-13.027046,-34.400780,45.048941
881102256303635613!,great-impartial-bumblebee,0.100000,1.113531,-1.584667,0.000000,-1.584667,-0.300273,6.522558,0.000000,6.522558,-11.075612,-29.296189,38.309858
881102256303635613!,great-impartial-bumblebee,0.110000,1.110469,-1.518158,0.000000,-1.518158,-0.310000,6.733863,0.000000,6.733863,-9.346343,-24.772741,32.338000
881102256303635613!,great-impartial-bumblebee,0.120000,1.107322,-1.449786,0.000000,-1.449786,-0.317517,6.897138,0.000000,6.897138,-7.816809,-20.771764,27.055909
881102256303635613!,great-impartial-bumblebee,0.130000,1.104110,-1.380026,0.000000,-1.380026,-0.323078,7.017931,0.000000,7.017931,-6.466892,-17.240631,22.394106
881102256303635613!,great-impartial-bumblebee,0.140000,1.100854,-1.309286,0.000000,-1.309286,-0.326912,7.101231,0.000000,7.101231,-5.278294,-14.131479,18.289403
881102256303635613!,great-impartial-bumblebee,0.150000,1.097569,-1.237925,0.000000,-1.237925,-0.329227,7.151517,0.000000,7.151517,-4.234491,-11.401084,14.684734
881102256303635613!,great-impartial-bumblebee,0.160000,1.094269,-1.166258,0.000000,-1.166258,-0.330208,7.172813,0.000000,7.172813,-3.320568,-9.010429,11.528590
881102256303635613!,great-impartial-bumblebee,0.170000,1.090969,-1.094560,0.000000,-1.094560,-0.330020,7.168724,0.000000,7.168724,-2.523061,-6.924298,8.774480
881102256303635613!,great-impartial-bumblebee,0.180000,1.087677,-1.023069,0.000000,-1.023069,-0.328812,7.142484,0.000000,7.142484,-1.829814,-5.110893,6.380422
881102256303635613!,great-impartial-bumblebee,0.190000,1.084405,-0.951986,0.000000,-0.951986,-0.326717,7.096990,0.000000,7.096990,-1.229776,-3.541304,4.308249
881102256303635613!,great-impartial-bumblebee,0.200000,1.081159,-0.881483,0.000000,-0.881483,-0.323856,7.034831,0.000000,7.034831,-0.713013,-2.189548,2.523662
