ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
1224141461217942716!,rebel-mauve-beetle,0.000000,1.533042,-1.212485,1.974969,-0.315434,0.000000,0.000000,0.000000,0.000000,-89.132465,-69.720571,276.909250
1224141461217942716!,rebel-mauve-beetle,0.010000,1.530163,-1.208466,1.975351,-0.313029,-0.573225,0.802746,0.076055,0.479940,-70.866333,-30.421722,215.432705
1224141461217942716!,rebel-mauve-beetle,0.020000,1.521652,-1.197142,1.976374,-0.306508,-1.125756,1.462274,0.127541,0.822390,-59.947542,-12.409392,179.720318
1224141461217942716!,rebel-mauve-beetle,0.030000,1.507835,-1.179672,1.977825,-0.297000,-1.631497,2.031531,0.161687,1.076728,-52.190864,-2.845720,154.961468
1224141461217942716!,rebel-mauve-beetle,0.040000,1.489219,-1.156816,1.979549,-0.285280,-2.081207,2.536586,0.182054,1.263265,-45.628296,4.071544,134.236139
1224141461217942716!,rebel-mauve-beetle,0.050000,1.466370,-1.129153,1.981419,-0.271992,-2.472783,2.989529,0.190685,1.389110,-39.415603,10.625485,114.614726
1224141461217942716!,rebel-mauve-beetle,0.060000,1.439866,-1.097178,1.983323,-0.257741,-2.806434,3.395653,0.189244,1.456232,-33.226340,17.555739,94.991483
1224141461217942716!,rebel-mauve-beetle,0.070000,1.410280,-1.061354,1.985168,-0.243122,-3.082769,3.756977,0.179414,1.464974,-26.967832,24.980620,75.069836
1224141461217942716!,rebel-mauve-beetle,0.080000,1.378180,-1.022134,1.986877,-0.228732,-3.302245,4.074057,0.162961,1.415558,-20.652184,32.801845,54.904185
1224141461217942716!,rebel-mauve-beetle,0.090000,1.344148,-0.979981,1.988393,-0.215162,-3.465197,4.346972,0.141621,1.308773,-14.338962,40.867586,34.699481
1224141461217942716!,rebel-mauve-beetle,0.100000,1.308821,-0.935362,1.989677,-0.202944,-3.572128,4.575818,0.116938,1.146464,-8.110862,49.026468,14.729030
1224141461217942716!,rebel-mauve-beetle,0.110000,1.272752,-0.888695,1.990704,-0.192603,-3.623493,4.760891,0.090049,0.930727,-2.057868,57.142721,-4.715257
1224141461217942716!,rebel-mauve-beetle,0.120000,1.236472,-0.840396,1.991457,-0.184654,-3.619944,4.902992,0.061593,0.664272,3.733648,65.101366,-23.356079
1224141461217942716!,rebel-mauve-beetle,0.130000,1.200512,-0.790880,1.991920,-0.179592,-3.562376,5.003421,0.031597,0.350459,9.185330,72.798129,-40.941875
1224141461217942716!,rebel-mauve-beetle,0.140000,1.165398,-0.740553,1.992074,-0.177876,-3.451878,5.063830,-0.000601,-0.006732,14.228328,80.125319,-57.248574
1224141461217942716!,rebel-mauve-beetle,0.150000,1.131651,-0.689809,1.991891,-0.179919,-3.289778,5.085969,-0.036389,-0.402861,18.798658,86.946281,-72.061018
1224141461217942716!,rebel-mauve-beetle,0.160000,1.099773,-0.639023,1.991323,-0.186100,-3.077185,5.071575,-0.077804,-0.832521,22.848972,93.120092,-85.212471
1224141461217942716!,rebel-mauve-beetle,0.170000,1.070264,-0.588559,1.990301,-0.196728,-2.815620,5.021844,-0.127505,-1.289974,26.319379,98.420573,-96.482959
1224141461217942716!,rebel-mauve-beetle,0.180000,1.043604,-0.538773,1.988726,-0.212056,-2.506680,4.937385,-0.188565,-1.768425,29.148760,102.569127,-105.638970
1224141461217942716!,rebel-mauve-beetle,0.190000,1.020257,-0.490016,1.986468,-0.232262,-2.152411,4.817982,-0.264241,-2.259968,31.261998,105.205475,-112.390122
1224141461217942716!,rebel-mauve-beetle,0.200000,1.000663,-0.442650,1.983362,-0.257441,-1.755685,4.662552,-0.357642,-2.755324,32.564170,105.879565,-116.370468
1224141461217942716!,rebel-mauve-beetle,0.210000,0.985225,-0.397049,1.979216,-0.287586,-1.320687,4.469270,-0.471305,-3.243608,32.937337,104.052266,-117.129111
1224141461217942716!,rebel-mauve-beetle,0.220000,0.974297,-0.353613,1.973815,-0.322573,-0.853494,4.235930,-0.606667,-3.712182,32.241655,99.109667,-114.136203
1224141461217942716!,rebel-mauve-beetle,0.230000,0.968159,-0.312765,1.966939,-0.362145,-0.362641,3.960564,-0.763469,-4.146671,30.322771,90.396813,-106.811206
1224141461217942716!,rebel-mauve-beetle,0.240000,0.967001,-0.274903,1.958394,-0.405824,0.140351,3.642101,-0.939051,-4.531597,27.016851,77.255348,-94.544891
1224141461217942716!,rebel-mauve-beetle,0.250000,0.970875,-0.240438,1.948023,-0.452996,0.641049,3.281712,-1.127979,-4.850661,22.185460,59.129713,-76.822610
1224141461217942716!,rebel-mauve-beetle,0.260000,0.979668,-0.209770,1.935738,-0.502910,1.122375,2.883948,-1.321780,-5.087634,15.748615,35.678344,-53.343127
1224141461217942716!,rebel-mauve-beetle,0.270000,0.993086,-0.183235,1.921551,-0.554653,1.565419,2.457565,-1.509009,-5.227839,7.717481,6.889761,-24.137309
1224141461217942716!,rebel-mauve-beetle,0.280000,1.010636,-0.161051,1.905607,-0.607176,1.950911,2.016001,-1.675878,-5.259697,-1.767821,-26.793866,10.296651
1224141461217942716!,rebel-mauve-beetle,0.290000,1.031636,-0.143280,1.888198,-0.659325,2.261154,1.577054,-1.807456,-5.176250,-12.409869,-64.386509,48.892302
1224141461217942716!,rebel-mauve-beetle,0.300000,1.055238,-0.129781,1.869772,-0.709896,2.482103,1.161576,-1.889385,-4.976393,-23.746592,-104.338115,89.989388
1224141461217942716!,rebel-mauve-beetle,0.310000,1.080467,-0.120194,1.850921,-0.757689,2.605173,0.791206,-1.909861,-4.665503,-35.175292,-144.616666,131.420434
1224141461217942716!,rebel-mauve-beetle,0.320000,1.106408,-0.113920,1.832253,-0.801779,2.628944,0.484147,-1.861754,-4.254544,-46.053051,-183.069375,170.876127
