ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
1978447298836009575!,rebel-wine-beetle,0.000000,1.533042,-1.212485,1.974969,-0.315434,0.000000,0.000000,0.000000,0.000000,168.275275,49.546283,-138.363427,-132.351809
1978447298836009575!,rebel-wine-beetle,0.010000,1.530163,-1.208466,1.975351,-0.313029,-0.573225,0.802746,0.076055,0.479940,154.479706,58.562002,-110.158319,-121.311839
1978447298836009575!,rebel-wine-beetle,0.020000,1.521652,-1.197142,1.976374,-0.306508,-1.125756,1.462274,0.127541,0.822390,141.700891,59.751908,-93.265519,-111.189294
1978447298836009575!,rebel-wine-beetle,0.030000,1.507835,-1.179672,1.977825,-0.297000,-1.631497,2.031531,0.161687,1.076728,129.949086,58.119893,-81.245532,-101.919780
1978447298836009575!,rebel-wine-beetle,0.040000,1.489219,-1.156816,1.979549,-0.285280,-2.081207,2.536586,0.182054,1.263265,119.035171,55.839227,-71.068932,-93.322255
1978447298836009575!,rebel-wine-beetle,0.050000,1.466370,-1.129153,1.981419,-0.271992,-2.472783,2.989529,0.190685,1.389110,108.707636,53.684339,-61.434918,-85.186611
1978447298836009575!,rebel-wine-beetle,0.060000,1.439866,-1.097178,1.983323,-0.257741,-2.806434,3.395653,0.189244,1.456232,98.750789,51.844943,-51.839641,-77.339529
1978447298836009575!,rebel-wine-beetle,0.070000,1.410280,-1.061354,1.985168,-0.243122,-3.082769,3.756977,0.179414,1.464974,89.027572,50.304645,-42.139514,-69.672865
1978447298836009575!,rebel-wine-beetle,0.080000,1.378180,-1.022134,1.986877,-0.228732,-3.302245,4.074057,0.162961,1.415558,79.487370,49.002102,-32.352798,-62.147482
1978447298836009575!,rebel-wine-beetle,0.090000,1.344148,-0.979981,1.988393,-0.215162,-3.465197,4.346972,0.141621,1.308773,70.155586,47.889769,-22.571325,-54.784157
1978447298836009575!,rebel-wine-beetle,0.100000,1.308821,-0.935362,1.989677,-0.202944,-3.572128,4.575818,0.116938,1.146464,61.116637,46.947175,-12.922950,-47.649942
1978447298836009575!,rebel-wine-beetle,0.110000,1.272752,-0.888695,1.990704,-0.192603,-3.623493,4.760891,0.090049,0.930727,52.486313,46.174222,-3.546963,-40.836403
1978447298836009575!,rebel-wine-beetle,0.120000,1.236472,-0.840396,1.991457,-0.184654,-3.619944,4.902992,0.061593,0.664272,44.388453,45.582582,5.422843,-34.441304
1978447298836009575!,rebel-wine-beetle,0.130000,1.200512,-0.790880,1.991920,-0.179592,-3.562376,5.003421,0.031597,0.350459,36.935437,45.182867,13.865086,-28.553356
1978447298836009575!,rebel-wine-beetle,0.140000,1.165398,-0.740553,1.992074,-0.177876,-3.451878,5.063830,-0.000601,-0.006732,30.212710,44.972087,21.673216,-23.240173
1978447298836009575!,rebel-wine-beetle,0.150000,1.131651,-0.689809,1.991891,-0.179919,-3.289778,5.085969,-0.036389,-0.402861,24.269427,44.919429,28.748425,-18.541073
1978447298836009575!,rebel-wine-beetle,0.160000,1.099773,-0.639023,1.991323,-0.186100,-3.077185,5.071575,-0.077804,-0.832521,19.109041,44.971591,35.017838,-14.459557
1978447298836009575!,rebel-wine-beetle,0.170000,1.070264,-0.588559,1.990301,-0.196728,-2.815620,5.021844,-0.127505,-1.289974,14.696275,45.024417,40.389558,-10.969239
1978447298836009575!,rebel-wine-beetle,0.180000,1.043604,-0.538773,1.988726,-0.212056,-2.506680,4.937385,-0.188565,-1.768425,10.955602,44.934994,44.770095,-8.012464
1978447298836009575!,rebel-wine-beetle,0.190000,1.020257,-0.490016,1.986468,-0.232262,-2.152411,4.817982,-0.264241,-2.259968,7.779416,44.513982,48.044647,-5.506881
1978447298836009575!,rebel-wine-beetle,0.200000,1.000663,-0.442650,1.983362,-0.257441,-1.755685,4.662552,-0.357642,-2.755324,5.036048,43.526111,50.068121,-3.351778
1978447298836009575!,rebel-wine-beetle,0.210000,0.985225,-0.397049,1.979216,-0.287586,-1.320687,4.469270,-0.471305,-3.243608,2.578494,41.694438,50.660115,-1.434919
1978447298836009575!,rebel-wine-beetle,0.220000,0.974297,-0.353613,1.973815,-0.322573,-0.853494,4.235930,-0.606667,-3.712182,0.253418,38.710009,49.606570,0.360476
1978447298836009575!,rebel-wine-beetle,0.230000,0.968159,-0.312765,1.966939,-0.362145,-0.362641,3.960564,-0.763469,-4.146671,-2.089689,34.249179,46.671084,2.148739
1978447298836009575!,rebel-wine-beetle,0.240000,0.967001,-0.274903,1.958394,-0.405824,0.140351,3.642101,-0.939051,-4.531597,-4.580121,27.996647,41.602514,4.027543
1978447298836009575!,rebel-wine-beetle,0.250000,0.970875,-0.240438,1.948023,-0.452996,0.641049,3.281712,-1.127979,-4.850661,-7.326512,19.686558,34.188643,6.078943
1978447298836009575!,rebel-wine-beetle,0.260000,0.979668,-0.209770,1.935738,-0.502910,1.122375,2.883948,-1.321780,-5.087634,-10.408657,9.149534,24.306986,8.363587
1978447298836009575!,rebel-wine-beetle,0.270000,0.993086,-0.183235,1.921551,-0.554653,1.565419,2.457565,-1.509009,-5.227839,-13.864355,-3.636124,11.974997,10.911051
1978447298836009575!,rebel-wine-beetle,0.280000,1.010636,-0.161051,1.905607,-0.607176,1.950911,2.016001,-1.675878,-5.259697,-17.683039,-18.493412,-2.591807,13.715542
1978447298836009575!,rebel-wine-beetle,0.290000,1.031636,-0.143280,1.888198,-0.659325,2.261154,1.577054,-1.807456,-5.176250,-21.803008,-35.010239,-18.936244,16.734240
1978447298836009575!,rebel-wine-beetle,0.300000,1.055238,-0.129781,1.869772,-0.709896,2.482103,1.161576,-1.889385,-4.976393,-26.113368,-52.532449,-36.348158,19.888928
1978447298836009575!,rebel-wine-beetle,0.310000,1.080467,-0.120194,1.850921,-0.757689,2.605173,0.791206,-1.909861,-4.665503,-30.461023,-70.198975,-53.901322,23.071019
1978447298836009575!,rebel-wine-beetle,0.320000,1.106408,-0.113920,1.832253,-0.801779,2.628944,0.484147,-1.861754,-4.254544,-34.694931,-87.102652,-70.607608,26.174213
1978447298836009575!,rebel-wine-beetle,0.330000,1.132201,-0.110275,1.814366,-0.841473,2.557976,0.254137,-1.743165,-3.758575,-38.678536,-102.345210,-85.472948,29.103539
