ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
2020881223348280699!,thoughtful-zippy-butterfly,0.000000,1.132389,-1.994306,-0.098003,-0.417558,0.390725,-0.311984,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,782.282920,253.759239,-208.990120,17.259291
2020881223348280699!,thoughtful-zippy-butterfly,0.010000,1.143437,-1.983660,-0.097618,-0.415290,0.391411,-0.311123,2.201311,2.132995,0.077276,0.452241,0.136917,0.172250,395.622372,105.210099,-111.715070,45.439892
2020881223348280699!,thoughtful-zippy-butterfly,0.020000,1.169992,-1.956875,-0.096698,-0.409136,0.393155,-0.308916,3.101927,3.228704,0.107234,0.777807,0.211338,0.268968,220.433876,38.738585,-67.492438,56.777973
2020881223348280699!,thoughtful-zippy-butterfly,0.030000,1.202609,-1.921458,-0.095572,-0.400036,0.395490,-0.305921,3.416258,3.853739,0.118939,1.040240,0.255101,0.329792,139.141007,8.959167,-46.565435,60.550928
2020881223348280699!,thoughtful-zippy-butterfly,0.040000,1.237056,-1.880919,-0.094351,-0.388486,0.398184,-0.302407,3.470837,4.249685,0.126578,1.266256,0.282802,0.372369,99.998221,-4.413175,-36.045833,61.135086
2020881223348280699!,thoughtful-zippy-butterfly,0.050000,1.271470,-1.837018,-0.093040,-0.374789,0.401108,-0.298516,3.412909,4.524716,0.137191,1.467912,0.301281,0.404823,79.919143,-10.452283,-30.220490,60.471875
2020881223348280699!,thoughtful-zippy-butterfly,0.060000,1.305059,-1.790720,-0.091591,-0.359158,0.404189,-0.294332,3.308849,4.728381,0.154375,1.650837,0.313874,0.431025,68.543240,-13.212547,-26.533866,59.383988
2020881223348280699!,thoughtful-zippy-butterfly,0.070000,1.337514,-1.742627,-0.089928,-0.341767,0.407375,-0.289906,3.188919,4.883731,0.179995,1.817712,0.322323,0.452928,61.211397,-14.500521,-23.842526,58.198885
2020881223348280699!,thoughtful-zippy-butterfly,0.080000,1.368747,-1.693171,-0.087962,-0.322770,0.410631,-0.285276,3.067284,5.001768,0.214973,1.969821,0.327637,0.471605,55.829971,-15.116424,-21.639021,57.030514
2020881223348280699!,thoughtful-zippy-butterfly,0.090000,1.398774,-1.642700,-0.085596,-0.302309,0.413927,-0.280472,2.950884,5.088085,0.259658,2.107780,0.330481,0.487732,51.461419,-15.410614,-19.702404,55.904018
