ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
170683484369668073!,lush-proficient-bumblebee,0.000000,1.757976,-0.986013,0.000000,-0.986013,0.000000,0.000000,0.000000,0.000000,59.970307,50.371257,-7.130325,-46.693828
170683484369668073!,lush-proficient-bumblebee,0.010000,1.753128,-0.987838,0.000000,-0.987838,-0.969674,-0.365008,0.000000,-0.365008,52.344981,43.442600,-6.899145,-40.764219
170683484369668073!,lush-proficient-bumblebee,0.020000,1.739201,-0.993081,0.000000,-0.993081,-1.813921,-0.682804,0.000000,-0.682804,45.519399,37.240620,-6.692211,-35.456507
170683484369668073!,lush-proficient-bumblebee,0.030000,1.717376,-1.001296,0.000000,-1.001296,-2.545898,-0.958337,0.000000,-0.958337,39.414035,31.693057,-6.507113,-30.708852
170683484369668073!,lush-proficient-bumblebee,0.040000,1.688708,-1.012088,0.000000,-1.012088,-3.177449,-1.196068,0.000000,-1.196068,33.957204,26.734776,-6.341676,-26.465509
170683484369668073!,lush-proficient-bumblebee,0.050000,1.654146,-1.025098,0.000000,-1.025098,-3.719243,-1.400012,0.000000,-1.400012,29.084260,22.307036,-6.193941,-22.676209
170683484369668073!,lush-proficient-bumblebee,0.060000,1.614539,-1.040007,0.000000,-1.040007,-4.180884,-1.573785,0.000000,-1.573785,24.736918,18.356878,-6.062141,-19.295627
170683484369668073!,lush-proficient-bumblebee,0.070000,1.570645,-1.056529,0.000000,-1.056529,-4.571017,-1.720641,0.000000,-1.720641,20.862626,14.836551,-5.944682,-16.282899
170683484369668073!,lush-proficient-bumblebee,0.080000,1.523181,-1.074396,0.000000,-1.074396,-4.897424,-1.843508,0.000000,-1.843508,17.414701,11.703637,-5.840150,-13.601722
170683484369668073!,lush-proficient-bumblebee,0.090000,1.472764,-1.093374,0.000000,-1.093374,-5.167117,-1.945027,0.000000,-1.945027,14.350533,8.919419,-5.747253,-11.218963
170683484369668073!,lush-proficient-bumblebee,0.100000,1.419932,-1.113262,0.000000,-1.113262,-5.386409,-2.027573,0.000000,-2.027573,11.631434,6.448744,-5.664817,-9.104536
170683484369668073!,lush-proficient-bumblebee,0.110000,1.365156,-1.133880,0.000000,-1.133880,-5.560975,-2.093284,0.000000,-2.093284,9.222385,4.259791,-5.591781,-7.231210
170683484369668073!,lush-proficient-bumblebee,0.120000,1.308851,-1.155075,0.000000,-1.155075,-5.695915,-2.144079,0.000000,-2.144079,7.091743,2.323810,-5.527185,-5.574379
170683484369668073!,lush-proficient-bumblebee,0.130000,1.251384,-1.176707,0.000000,-1.176707,-5.795810,-2.181682,0.000000,-2.181682,5.210978,0.614876,-5.470165,-4.111858
