ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
473943090406248432!,great-proficient-bumblebee,0.000000,1.410898,-0.725682,0.000000,-0.725682,0.000000,0.000000,0.000000,0.000000,44.062849,-15.275099,-72.653297,-35.065598
473943090406248432!,great-proficient-bumblebee,0.010000,1.408398,-0.720529,0.000000,-0.720529,-0.499835,1.030768,0.000000,1.030768,38.495133,-13.712484,-63.946805,-30.640086
473943090406248432!,great-proficient-bumblebee,0.020000,1.401220,-0.705725,0.000000,-0.705725,-0.935017,1.928208,0.000000,1.928208,33.511357,-12.313756,-56.153448,-26.678721
473943090406248432!,great-proficient-bumblebee,0.030000,1.389969,-0.682524,0.000000,-0.682524,-1.312327,2.706302,0.000000,2.706302,29.053458,-11.062618,-49.182428,-23.135350
473943090406248432!,great-proficient-bumblebee,0.040000,1.375192,-0.652050,0.000000,-0.652050,-1.637871,3.377645,0.000000,3.377645,25.069092,-9.944380,-42.951893,-19.968367
473943090406248432!,great-proficient-bumblebee,0.050000,1.357400,-0.615358,0.000000,-0.615358,-1.917149,3.953575,0.000000,3.953575,21.511691,-8.945973,-37.389022,-17.140759
473943090406248432!,great-proficient-bumblebee,0.060000,1.337033,-0.573358,0.000000,-0.573358,-2.155117,4.444316,0.000000,4.444316,18.338709,-8.055456,-32.427286,-14.618707
473943090406248432!,great-proficient-bumblebee,0.070000,1.314476,-0.526841,0.000000,-0.526841,-2.356240,4.859076,0.000000,4.859076,15.511475,-7.261975,-28.006211,-12.371474
473943090406248432!,great-proficient-bumblebee,0.080000,1.290072,-0.476513,0.000000,-0.476513,-2.524533,5.206132,0.000000,5.206132,12.995158,-6.555754,-24.071330,-10.371373
473943090406248432!,great-proficient-bumblebee,0.090000,1.264127,-0.423011,0.000000,-0.423011,-2.663606,5.492931,0.000000,5.492931,10.758419,-5.928000,-20.573640,-8.593497
473943090406248432!,great-proficient-bumblebee,0.100000,1.236919,-0.366902,0.000000,-0.366902,-2.776706,5.726168,0.000000,5.726168,8.773041,-5.370791,-17.469014,-7.015415
473943090406248432!,great-proficient-bumblebee,0.110000,1.208693,-0.308692,0.000000,-0.308692,-2.866751,5.911861,0.000000,5.911861,7.013595,-4.876991,-14.717687,-5.616914
473943090406248432!,great-proficient-bumblebee,0.120000,1.179666,-0.248833,0.000000,-0.248833,-2.936366,6.055421,0.000000,6.055421,5.457159,-4.440167,-12.283818,-4.379778
473943090406248432!,great-proficient-bumblebee,0.130000,1.150033,-0.187723,0.000000,-0.187723,-2.987907,6.161709,0.000000,6.161709,4.083072,-4.054521,-10.135095,-3.287582
473943090406248432!,great-proficient-bumblebee,0.140000,1.119965,-0.125716,0.000000,-0.125716,-3.023492,6.235093,0.000000,6.235093,2.872708,-3.714825,-8.242394,-2.325521
473943090406248432!,great-proficient-bumblebee,0.150000,1.089614,-0.063126,0.000000,-0.063126,-3.045022,6.279492,0.000000,6.279492,1.809276,-3.416366,-6.579457,-1.480250
473943090406248432!,great-proficient-bumblebee,0.160000,1.059113,-0.000227,0.000000,-0.000227,-3.054203,6.298426,0.000000,6.298426,0.877643,-3.154897,-5.122619,-0.739739
473943090406248432!,great-proficient-bumblebee,0.170000,1.028580,0.062739,0.000000,0.062739,-3.052566,6.295050,0.000000,6.295050,0.064168,-2.926590,-3.850551,-0.093147
473943090406248432!,great-proficient-bumblebee,0.180000,0.998118,0.125558,0.000000,0.125558,-3.041483,6.272194,0.000000,6.272194,-0.643440,-2.727995,-2.744032,0.469297
473943090406248432!,great-proficient-bumblebee,0.190000,0.967817,0.188045,0.000000,0.188045,-3.022183,6.232394,0.000000,6.232394,-1.256257,-2.556004,-1.785742,0.956396
473943090406248432!,great-proficient-bumblebee,0.200000,0.937755,0.250039,0.000000,0.250039,-2.995767,6.177918,0.000000,6.177918,-1.784261,-2.407817,-0.960078,1.376081
473943090406248432!,great-proficient-bumblebee,0.210000,0.908001,0.311399,0.000000,0.311399,-2.963219,6.110798,0.000000,6.110798,-2.236441,-2.280910,-0.252985,1.735497
473943090406248432!,great-proficient-bumblebee,0.220000,0.878612,0.372006,0.000000,0.372006,-2.925421,6.032850,0.000000,6.032850,-2.620890,-2.173011,0.348197,2.041078
473943090406248432!,great-proficient-bumblebee,0.230000,0.849638,0.431756,0.000000,0.431756,-2.883159,5.945696,0.000000,5.945696,-2.944900,-2.082076,0.854866,2.298617
473943090406248432!,great-proficient-bumblebee,0.240000,0.821112,0.490583,0.000000,0.490583,-2.837134,5.850783,0.000000,5.850783,-3.215332,-2.006178,1.277752,2.513571
473943090406248432!,great-proficient-bumblebee,0.250000,0.793063,0.548427,0.000000,0.548427,-2.787969,5.749394,0.000000,5.749394,-3.438225,-1.943621,1.626301,2.690738
473943090406248432!,great-proficient-bumblebee,0.260000,0.765517,0.605232,0.000000,0.605232,-2.736215,5.642667,0.000000,5.642667,-3.618927,-1.892906,1.908872,2.834369
473943090406248432!,great-proficient-bumblebee,0.270000,0.738497,0.660954,0.000000,0.660954,-2.682364,5.531613,0.000000,5.531613,-3.762233,-1.852686,2.132967,2.948277
473943090406248432!,great-proficient-bumblebee,0.280000,0.712019,0.715556,0.000000,0.715556,-2.626848,5.417128,0.000000,5.417128,-3.872447,-1.821754,2.305313,3.035880
473943090406248432!,great-proficient-bumblebee,0.290000,0.686098,0.769011,0.000000,0.769011,-2.570052,5.300003,0.000000,5.300003,-3.953424,-1.799027,2.431941,3.100245
473943090406248432!,great-proficient-bumblebee,0.300000,0.660744,0.821297,0.000000,0.821297,-2.512316,5.180939,0.000000,5.180939,-4.008620,-1.783537,2.518253,3.144117
473943090406248432!,great-proficient-bumblebee,0.310000,0.635964,0.872399,0.000000,0.872399,-2.453939,5.060553,0.000000,5.060553,-4.041126,-1.774413,2.569085,3.169955
473943090406248432!,great-proficient-bumblebee,0.320000,0.611763,0.922307,0.000000,0.922307,-2.395185,4.939389,0.000000,4.939389,-4.053712,-1.770881,2.588765,3.179959
473943090406248432!,great-proficient-bumblebee,0.330000,0.588143,0.971015,0.000000,0.971015,-2.336285,4.817923,0.000000,4.817923,-4.048853,-1.772245,2.581167,3.176097
473943090406248432!,great-proficient-bumblebee,0.340000,0.565106,1.018523,0.000000,1.018523,-2.277440,4.696574,0.000000,4.696574,-4.028761,-1.777884,2.549749,3.160127
473943090406248432!,great-proficient-bumblebee,0.350000,0.542649,1.064833,0.000000,1.064833,-2.218830,4.575706,0.000000,4.575706,-3.995415,-1.787242,2.497605,3.133622
473943090406248432!,great-proficient-bumblebee,0.360000,0.520771,1.109951,0.000000,1.109951,-2.160606,4.455636,0.000000,4.455636,-3.950580,-1.799826,2.427494,3.097985
473943090406248432!,great-proficient-bumblebee,0.370000,0.499467,1.153883,0.000000,1.153883,-2.102903,4.336640,0.000000,4.336640,-3.895831,-1.815191,2.341881,3.054467
473943090406248432!,great-proficient-bumblebee,0.380000,0.478733,1.196642,0.000000,1.196642,-2.045836,4.218956,0.000000,4.218956,-3.832574,-1.832945,2.242961,3.004187
473943090406248432!,great-proficient-bumblebee,0.390000,0.458562,1.238239,0.000000,1.238239,-1.989503,4.102785,0.000000,4.102785,-3.762059,-1.852735,2.132694,2.948138
473943090406248432!,great-proficient-bumblebee,0.400000,0.438947,1.278689,0.000000,1.278689,-1.933990,3.988304,0.000000,3.988304,-3.685401,-1.874250,2.012821,2.887206
473943090406248432!,great-proficient-bumblebee,0.410000,0.419881,1.318007,0.000000,1.318007,-1.879366,3.875658,0.000000,3.875658,-3.603592,-1.897210,1.884892,2.822180
473943090406248432!,great-proficient-bumblebee,0.420000,0.401356,1.356210,0.000000,1.356210,-1.825692,3.764972,0.000000,3.764972,-3.517513,-1.921369,1.750287,2.753760
473943090406248432!,great-proficient-bumblebee,0.430000,0.383363,1.393316,0.000000,1.393316,-1.773018,3.656346,0.000000,3.656346,-3.427945,-1.946506,1.610226,2.682567
473943090406248432!,great-proficient-bumblebee,0.440000,0.365893,1.429344,0.000000,1.429344,-1.721384,3.549866,0.000000,3.549866,-3.335582,-1.972429,1.465793,2.609152
473943090406248432!,great-proficient-bumblebee,0.450000,0.348936,1.464312,0.000000,1.464312,-1.670823,3.445597,0.000000,3.445597,-3.241038,-1.998963,1.317950,2.534003
