ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
638972556465147853!,great-impartial-bumblebee,0.000000,0.710217,-1.364609,0.000000,-1.364609,0.000000,0.000000,0.000000,0.000000,-30.424745,-118.212814,112.372173
638972556465147853!,great-impartial-bumblebee,0.010000,0.712662,-1.359813,0.000000,-1.359813,0.489010,0.959268,0.000000,0.959268,-26.937896,-104.137435,99.393943
638972556465147853!,great-impartial-bumblebee,0.020000,0.719686,-1.346036,0.000000,-1.346036,0.914767,1.794456,0.000000,1.794456,-23.816748,-91.538280,87.776868
638972556465147853!,great-impartial-bumblebee,0.030000,0.730692,-1.324445,0.000000,-1.324445,1.283906,2.518577,0.000000,2.518577,-21.024935,-80.268558,77.385600
638972556465147853!,great-impartial-bumblebee,0.040000,0.745150,-1.296085,0.000000,-1.296085,1.602400,3.143351,0.000000,3.143351,-18.529678,-70.195943,68.098126
638972556465147853!,great-impartial-bumblebee,0.050000,0.762579,-1.261894,0.000000,-1.261894,1.875628,3.679331,0.000000,3.679331,-16.301417,-61.201111,59.804425
638972556465147853!,great-impartial-bumblebee,0.060000,0.782554,-1.222711,0.000000,-1.222711,2.108436,4.136018,0.000000,4.136018,-14.313499,-53.176471,52.405291
638972556465147853!,great-impartial-bumblebee,0.070000,0.804689,-1.179289,0.000000,-1.179289,2.305181,4.521965,0.000000,4.521965,-12.541893,-46.025023,45.811284
638972556465147853!,great-impartial-bumblebee,0.080000,0.828644,-1.132299,0.000000,-1.132299,2.469789,4.844869,0.000000,4.844869,-10.964939,-39.659323,39.941780
638972556465147853!,great-impartial-bumblebee,0.090000,0.854110,-1.082342,0.000000,-1.082342,2.605791,5.111656,0.000000,5.111656,-9.563109,-34.000553,34.724100
638972556465147853!,great-impartial-bumblebee,0.100000,0.880806,-1.029974,0.000000,-1.029974,2.716363,5.328560,0.000000,5.328560,-8.318955,-28.978270,30.093294
638972556465147853!,great-impartial-bumblebee,0.110000,0.908483,-0.975681,0.000000,-0.975681,2.804365,5.501189,0.000000,5.501189,-7.216652,-24.528596,25.990464
638972556465147853!,great-impartial-bumblebee,0.120000,0.936927,-0.919884,0.000000,-0.919884,2.872371,5.634594,0.000000,5.634594,-6.241833,-20.593542,22.362140
638972556465147853!,great-impartial-bumblebee,0.130000,0.965947,-0.862957,0.000000,-0.862957,2.922693,5.733309,0.000000,5.733309,-5.381514,-17.120689,19.159990
638972556465147853!,great-impartial-bumblebee,0.140000,0.995377,-0.805225,0.000000,-0.805225,2.957409,5.801409,0.000000,5.801409,-4.623960,-14.062665,16.340333
638972556465147853!,great-impartial-bumblebee,0.150000,1.025074,-0.746971,0.000000,-0.746971,2.978383,5.842552,0.000000,5.842552,-3.958568,-11.376675,13.863711
638972556465147853!,great-impartial-bumblebee,0.160000,1.054909,-0.688445,0.000000,-0.688445,2.987286,5.860017,0.000000,5.860017,-3.375771,-9.024095,11.694510
638972556465147853!,great-impartial-bumblebee,0.170000,1.084772,-0.629864,0.000000,-0.629864,2.985617,5.856743,0.000000,5.856743,-2.866940,-6.970097,9.800618
638972556465147853!,great-impartial-bumblebee,0.180000,1.114568,-0.571415,0.000000,-0.571415,2.974717,5.835362,0.000000,5.835362,-2.424305,-5.183307,8.153105
638972556465147853!,great-impartial-bumblebee,0.190000,1.144211,-0.513264,0.000000,-0.513264,2.955788,5.798230,0.000000,5.798230,-2.040869,-3.635489,6.725936
638972556465147853!,great-impartial-bumblebee,0.200000,1.173630,-0.455554,0.000000,-0.455554,2.929903,5.747453,0.000000,5.747453,-1.710341,-2.301245,5.495694
638972556465147853!,great-impartial-bumblebee,0.210000,1.202762,-0.398409,0.000000,-0.398409,2.898023,5.684914,0.000000,5.684914,-1.427065,-1.157744,4.441326
638972556465147853!,great-impartial-bumblebee,0.220000,1.231550,-0.341937,0.000000,-0.341937,2.861003,5.612295,0.000000,5.612295,-1.185959,-0.184470,3.543917
638972556465147853!,great-impartial-bumblebee,0.230000,1.259948,-0.286229,0.000000,-0.286229,2.819610,5.531096,0.000000,5.531096,-0.982456,0.637008,2.786472
638972556465147853!,great-impartial-bumblebee,0.240000,1.287916,-0.231366,0.000000,-0.231366,2.774525,5.442655,0.000000,5.442655,-0.812457,1.323245,2.153726
638972556465147853!,great-impartial-bumblebee,0.250000,1.315419,-0.177414,0.000000,-0.177414,2.726357,5.348165,0.000000,5.348165,-0.672277,1.889110,1.631970
638972556465147853!,great-impartial-bumblebee,0.260000,1.342429,-0.124430,0.000000,-0.124430,2.675645,5.248687,0.000000,5.248687,-0.558610,2.347953,1.208893
638972556465147853!,great-impartial-bumblebee,0.270000,1.368921,-0.072461,0.000000,-0.072461,2.622872,5.145163,0.000000,5.145163,-0.468485,2.711760,0.873443
638972556465147853!,great-impartial-bumblebee,0.280000,1.394877,-0.021545,0.000000,-0.021545,2.568463,5.038433,0.000000,5.038433,-0.399237,2.991292,0.615700
638972556465147853!,great-impartial-bumblebee,0.290000,1.420279,0.028286,0.000000,0.028286,2.512799,4.929238,0.000000,4.929238,-0.348473,3.196212,0.426754
638972556465147853!,great-impartial-bumblebee,0.300000,1.445117,0.077008,0.000000,0.077008,2.456213,4.818237,0.000000,4.818237,-0.314045,3.335190,0.298609
638972556465147853!,great-impartial-bumblebee,0.310000,1.469381,0.124605,0.000000,0.124605,2.399003,4.706011,0.000000,4.706011,-0.294023,3.416009,0.224089
638972556465147853!,great-impartial-bumblebee,0.320000,1.493063,0.171062,0.000000,0.171062,2.341430,4.593073,0.000000,4.593073,-0.286680,3.445651,0.196758
638972556465147853!,great-impartial-bumblebee,0.330000,1.516162,0.216374,0.000000,0.216374,2.283724,4.479873,0.000000,4.479873,-0.290464,3.430377,0.210841
638972556465147853!,great-impartial-bumblebee,0.340000,1.538674,0.260535,0.000000,0.260535,2.226086,4.366807,0.000000,4.366807,-0.303984,3.375802,0.261162
638972556465147853!,great-impartial-bumblebee,0.350000,1.560600,0.303546,0.000000,0.303546,2.168693,4.254223,0.000000,4.254223,-0.325993,3.286959,0.343080
