ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
153676123877327505!,great-mauve-beetle,0.000000,2.047652,-1.165329,0.564530,-1.389714,0.000000,0.000000,0.000000,0.000000,246.286649,1097.862176,-936.293705
153676123877327505!,great-mauve-beetle,0.010000,2.037423,-1.181410,0.552634,-1.394487,-2.053305,-3.211485,-2.378884,-0.942750,70.403909,156.059380,-237.819107
153676123877327505!,great-mauve-beetle,0.020000,2.012474,-1.213694,0.524752,-1.405217,-2.935138,-3.241702,-3.198688,-1.194489,52.218076,69.037395,-167.557015
153676123877327505!,great-mauve-beetle,0.030000,1.979501,-1.244910,0.489507,-1.417880,-3.657059,-2.995253,-3.850453,-1.329326,47.670906,54.370714,-151.329686
153676123877327505!,great-mauve-beetle,0.040000,1.939614,-1.273476,0.447966,-1.431547,-4.314361,-2.713174,-4.454174,-1.393820,44.715926,46.945947,-141.182610
153676123877327505!,great-mauve-beetle,0.050000,1.893378,-1.299140,0.400538,-1.445534,-4.921819,-2.416332,-5.022307,-1.391615,42.201614,41.192596,-132.655409
153676123877327505!,great-mauve-beetle,0.060000,1.841260,-1.321771,0.347567,-1.459177,-5.483943,-2.108385,-5.556151,-1.323441,39.902279,36.459696,-124.957226
153676123877327505!,great-mauve-beetle,0.070000,1.783704,-1.341275,0.289395,-1.471819,-6.001749,-1.792275,-6.054326,-1.190427,37.700914,32.553530,-117.705233
153676123877327505!,great-mauve-beetle,0.080000,1.721151,-1.357595,0.226387,-1.482818,-6.474048,-1.471543,-6.514010,-0.994518,35.518933,29.361615,-110.645639
153676123877327505!,great-mauve-beetle,0.090000,1.654066,-1.370715,0.158942,-1.491555,-6.898234,-1.150345,-6.931510,-0.738629,33.307171,26.805897,-103.618213
153676123877327505!,great-mauve-beetle,0.100000,1.582944,-1.380668,0.087496,-1.497446,-7.271009,-0.833279,-7.302758,-0.426702,31.042780,24.827133,-96.544156
153676123877327505!,great-mauve-beetle,0.110000,1.508322,-1.387542,0.012539,-1.499948,-7.589077,-0.525106,-7.623749,-0.063732,28.727386,23.380593,-89.419819
153676123877327505!,great-mauve-beetle,0.120000,1.430784,-1.391467,-0.065387,-1.498574,-7.849778,-0.230480,-7.890926,0.344305,26.383033,22.426790,-82.302961
153676123877327505!,great-mauve-beetle,0.130000,1.350926,-1.392623,-0.145718,-1.492905,-8.051521,0.046160,-8.101412,0.790755,24.043026,21.900896,-75.279868
153676123877327505!,great-mauve-beetle,0.140000,1.269359,-1.391220,-0.227856,-1.482593,-8.194152,0.300981,-8.253192,1.268411,21.750720,21.737999,-68.466544
153676123877327505!,great-mauve-beetle,0.150000,1.186673,-1.387508,-0.311199,-1.467363,-8.279126,0.530837,-8.345181,1.769852,19.549460,21.850582,-61.974696
153676123877327505!,great-mauve-beetle,0.160000,1.103437,-1.381761,-0.395143,-1.447018,-8.309539,0.733515,-8.377213,2.287599,17.479320,22.146635,-55.905498
