ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
94779979130183620!,lush-impartial-bumblebee,0.000000,1.132389,-1.994306,0.000000,-1.994306,0.000000,0.000000,0.000000,0.000000,-45.744217,-119.982843,158.034410
94779979130183620!,lush-impartial-bumblebee,0.010000,1.132119,-1.988435,0.000000,-1.988435,-0.054056,1.174216,0.000000,1.174216,-40.275814,-105.678512,139.149828
94779979130183620!,lush-impartial-bumblebee,0.020000,1.131343,-1.971571,0.000000,-1.971571,-0.101120,2.196549,0.000000,2.196549,-35.380936,-92.874419,122.245859
94779979130183620!,lush-impartial-bumblebee,0.030000,1.130126,-1.945141,0.000000,-1.945141,-0.141926,3.082928,0.000000,3.082928,-31.002555,-81.421383,107.125557
94779979130183620!,lush-impartial-bumblebee,0.040000,1.128528,-1.910427,0.000000,-1.910427,-0.177133,3.847698,0.000000,3.847698,-27.089259,-71.184926,93.611383
94779979130183620!,lush-impartial-bumblebee,0.050000,1.126601,-1.868574,0.000000,-1.868574,-0.207336,4.503778,0.000000,4.503778,-23.594691,-62.043784,81.543244
94779979130183620!,lush-impartial-bumblebee,0.060000,1.124394,-1.820630,0.000000,-1.820630,-0.233071,5.062797,0.000000,5.062797,-20.477259,-53.889157,70.777503
94779979130183620!,lush-impartial-bumblebee,0.070000,1.121949,-1.767526,0.000000,-1.767526,-0.254820,5.535231,0.000000,5.535231,-17.699386,-46.622757,61.184399
94779979130183620!,lush-impartial-bumblebee,0.080000,1.119305,-1.710083,0.000000,-1.710083,-0.273017,5.930510,0.000000,5.930510,-15.227035,-40.155545,52.646383
94779979130183620!,lush-impartial-bumblebee,0.090000,1.116494,-1.649033,0.000000,-1.649033,-0.288053,6.257120,0.000000,6.257120,-13.029495,-34.407185,45.057397
94779979130183620!,lush-impartial-bumblebee,0.100000,1.113548,-1.585025,0.000000,-1.585025,-0.300279,6.522694,0.000000,6.522694,-11.079062,-29.305215,38.321774
94779979130183620!,lush-impartial-bumblebee,0.110000,1.110492,-1.518639,0.000000,-1.518639,-0.310011,6.734095,0.000000,6.734095,-9.350754,-24.784279,32.353234
94779979130183620!,lush-impartial-bumblebee,0.120000,1.107350,-1.450389,0.000000,-1.450389,-0.317533,6.897493,0.000000,6.897493,-7.822038,-20.785442,27.073967
94779979130183620!,lush-impartial-bumblebee,0.130000,1.104143,-1.380729,0.000000,-1.380729,-0.323101,7.018431,0.000000,7.018431,-6.472599,-17.255560,22.413816
94779979130183620!,lush-impartial-bumblebee,0.140000,1.100890,-1.310064,0.000000,-1.310064,-0.326943,7.101889,0.000000,7.101889,-5.284120,-14.146719,18.309522
94779979130183620!,lush-impartial-bumblebee,0.150000,1.097606,-1.238748,0.000000,-1.238748,-0.329265,7.152337,0.000000,7.152337,-4.240087,-11.415722,14.704059
94779979130183620!,lush-impartial-bumblebee,0.160000,1.094308,-1.167095,0.000000,-1.167095,-0.330253,7.173788,0.000000,7.173788,-3.325616,-9.023633,11.546022
94779979130183620!,lush-impartial-bumblebee,0.170000,1.091006,-1.095382,0.000000,-1.095382,-0.330071,7.169839,0.000000,7.169839,-2.527288,-6.935357,8.789079
94779979130183620!,lush-impartial-bumblebee,0.180000,1.087713,-1.023849,0.000000,-1.023849,-0.328868,7.143717,0.000000,7.143717,-1.833015,-5.119266,6.391476
94779979130183620!,lush-impartial-bumblebee,0.190000,1.084438,-0.952707,0.000000,-0.952707,-0.326778,7.098312,0.000000,7.098312,-1.231901,-3.546864,4.315590
94779979130183620!,lush-impartial-bumblebee,0.200000,1.081190,-0.882139,0.000000,-0.882139,-0.323919,7.036211,0.000000,7.036211,-0.714131,-2.192474,2.527524
94779979130183620!,lush-impartial-bumblebee,0.210000,1.077975,-0.812305,0.000000,-0.812305,-0.320398,6.959730,0.000000,6.959730,-0.270864,-1.032969,0.996745
94779979130183620!,lush-impartial-bumblebee,0.220000,1.074800,-0.743341,0.000000,-0.743341,-0.316311,6.870936,0.000000,6.870936,0.105864,-0.047519,-0.304247
94779979130183620!,lush-impartial-bumblebee,0.230000,1.071670,-0.675363,0.000000,-0.675363,-0.311741,6.771679,0.000000,6.771679,0.423222,0.782633,-1.400213
94779979130183620!,lush-impartial-bumblebee,0.240000,1.068590,-0.608457,0.000000,-0.608457,-0.306766,6.663608,0.000000,6.663608,0.687834,1.474809,-2.314024
94779979130183620!,lush-impartial-bumblebee,0.250000,1.065563,-0.542688,0.000000,-0.542688,-0.301453,6.548187,0.000000,6.548187,0.905686,2.044669,-3.066353
94779979130183620!,lush-impartial-bumblebee,0.260000,1.062590,-0.478123,0.000000,-0.478123,-0.295860,6.426715,0.000000,6.426715,1.082003,2.505882,-3.675247
94779979130183620!,lush-impartial-bumblebee,0.270000,1.059676,-0.414815,0.000000,-0.414815,-0.290043,6.300346,0.000000,6.300346,1.221476,2.870717,-4.156903
94779979130183620!,lush-impartial-bumblebee,0.280000,1.056821,-0.352809,0.000000,-0.352809,-0.284047,6.170103,0.000000,6.170103,1.328313,3.150184,-4.525854
94779979130183620!,lush-impartial-bumblebee,0.290000,1.054028,-0.292138,0.000000,-0.292138,-0.277915,6.036893,0.000000,6.036893,1.406291,3.354159,-4.795143
94779979130183620!,lush-impartial-bumblebee,0.300000,1.051298,-0.232827,0.000000,-0.232827,-0.271682,5.901517,0.000000,5.901517,1.458829,3.491588,-4.976576
94779979130183620!,lush-impartial-bumblebee,0.310000,1.048630,-0.174885,0.000000,-0.174885,-0.265383,5.764682,0.000000,5.764682,1.489067,3.570686,-5.081002
94779979130183620!,lush-impartial-bumblebee,0.320000,1.046026,-0.118321,0.000000,-0.118321,-0.259045,5.627007,0.000000,5.627007,1.499747,3.598622,-5.117883
94779979130183620!,lush-impartial-bumblebee,0.330000,1.043486,-0.063140,0.000000,-0.063140,-0.252693,5.489035,0.000000,5.489035,1.493322,3.581815,-5.095694
94779979130183620!,lush-impartial-bumblebee,0.340000,1.041009,-0.009340,0.000000,-0.009340,-0.246350,5.351242,0.000000,5.351242,1.471989,3.526012,-5.022024
94779979130183620!,lush-impartial-bumblebee,0.350000,1.038596,0.043084,0.000000,0.043084,-0.240034,5.214042,0.000000,5.214042,1.437714,3.436355,-4.903658
