ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
352229526410123712!,rebel-mauve-beetle,0.000000,1.382094,0.434754,1.963835,-0.378620,0.000000,0.000000,0.000000,0.000000,240.757722,494.662116,-805.886024
352229526410123712!,rebel-mauve-beetle,0.010000,1.380301,0.425664,1.962063,-0.387694,-0.359651,-1.814383,-0.358326,-1.813435,163.423382,307.330264,-541.648246
352229526410123712!,rebel-mauve-beetle,0.020000,1.374829,0.401042,1.957116,-0.411941,-0.739208,-3.104093,-0.638121,-3.031691,109.344137,178.092127,-357.202056
352229526410123712!,rebel-mauve-beetle,0.030000,1.365482,0.365389,1.949567,-0.446303,-1.133242,-4.016724,-0.877376,-3.832605,71.670218,91.342749,-229.329750
352229526410123712!,rebel-mauve-beetle,0.040000,1.352190,0.321946,1.939741,-0.487241,-1.523753,-4.657798,-1.091068,-4.343624,45.275445,34.168739,-140.422306
352229526410123712!,rebel-mauve-beetle,0.050000,1.335069,0.273064,1.927867,-0.532288,-1.893924,-5.101566,-1.284749,-4.653169,26.535728,-3.061392,-77.935642
352229526410123712!,rebel-mauve-beetle,0.060000,1.314385,0.220463,1.914137,-0.579723,-2.232011,-5.400052,-1.460301,-4.821643,12.983906,-27.098922,-33.293389
352229526410123712!,rebel-mauve-beetle,0.070000,1.290504,0.165430,1.898737,-0.628328,-2.531326,-5.589892,-1.618276,-4.890248,2.981344,-42.495502,-0.786529
352229526410123712!,rebel-mauve-beetle,0.080000,1.263836,0.108929,1.881846,-0.677241,-2.789113,-5.697216,-1.758858,-4.887330,-4.545402,-52.245611,23.327241
352229526410123712!,rebel-mauve-beetle,0.090000,1.234803,0.051695,1.863640,-0.725842,-3.005365,-5.741062,-1.882227,-4.832719,-10.298362,-58.295196,41.493031
352229526410123712!,rebel-mauve-beetle,0.100000,1.203817,-0.005706,1.844292,-0.773685,-3.181860,-5.735669,-1.988693,-4.740598,-14.741568,-61.905949,55.322376
352229526410123712!,rebel-mauve-beetle,0.110000,1.171265,-0.062833,1.823971,-0.820444,-3.321448,-5.691985,-2.078738,-4.621351,-18.188868,-63.900577,65.899450
