ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2
804243437851179367!,lush-piquant-bumblebee,0.000000,-1.982134,0.524272,0.000000,0.524272,0.000000,0.000000,0.000000,0.000000,53.787842,66.482539
804243437851179367!,lush-piquant-bumblebee,0.010000,-1.976338,0.527209,0.000000,0.527209,1.159221,0.587287,0.000000,0.587287,46.830453,59.113952
804243437851179367!,lush-piquant-bumblebee,0.020000,-1.959689,0.535643,0.000000,0.535643,2.168498,1.098609,0.000000,1.098609,40.602755,52.518180
804243437851179367!,lush-piquant-bumblebee,0.030000,-1.933597,0.548862,0.000000,0.548862,3.043557,1.541934,0.000000,1.541934,35.032188,46.618379
804243437851179367!,lush-piquant-bumblebee,0.040000,-1.899325,0.566225,0.000000,0.566225,3.798561,1.924436,0.000000,1.924436,30.053346,41.345275
804243437851179367!,lush-piquant-bumblebee,0.050000,-1.858007,0.587157,0.000000,0.587157,4.446263,2.252576,0.000000,2.252576,25.607246,36.636399
804243437851179367!,lush-piquant-bumblebee,0.060000,-1.810658,0.611146,0.000000,0.611146,4.998143,2.532170,0.000000,2.532170,21.640707,32.435428
804243437851179367!,lush-piquant-bumblebee,0.070000,-1.758184,0.637730,0.000000,0.637730,5.464537,2.768456,0.000000,2.768456,18.105783,28.691581
804243437851179367!,lush-piquant-bumblebee,0.080000,-1.701399,0.666499,0.000000,0.666499,5.854748,2.966146,0.000000,2.966146,14.959250,25.359080
804243437851179367!,lush-piquant-bumblebee,0.090000,-1.641030,0.697083,0.000000,0.697083,6.177146,3.129480,0.000000,3.129480,12.162149,22.396662
804243437851179367!,lush-piquant-bumblebee,0.100000,-1.577726,0.729154,0.000000,0.729154,6.439261,3.262273,0.000000,3.262273,9.679360,19.767135
804243437851179367!,lush-piquant-bumblebee,0.110000,-1.512078,0.762413,0.000000,0.762413,6.647868,3.367958,0.000000,3.367958,7.479405,17.437157
804243437851179367!,lush-piquant-bumblebee,0.120000,-1.444610,0.796594,0.000000,0.796594,6.809062,3.449622,0.000000,3.449622,5.533815,15.376578
