ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
401617474438454829!,thoughtful-ruddy-butterfly,0.000000,1.382094,0.434754,-0.218994,-0.763794,-0.401325,-0.298224,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.399518,-31.188383,166.661352
401617474438454829!,thoughtful-ruddy-butterfly,0.010000,1.385522,0.428518,-0.219682,-0.764512,-0.401066,-0.298573,0.683167,-1.246471,-0.136915,-0.143064,0.051810,-0.069595,44.168419,-7.219920,76.336332
401617474438454829!,thoughtful-ruddy-butterfly,0.020000,1.393424,0.412810,-0.221901,-0.766479,-0.400423,-0.299435,0.894595,-1.894750,-0.306613,-0.249402,0.076885,-0.102815,46.891685,4.180817,35.516347
401617474438454829!,thoughtful-ruddy-butterfly,0.030000,1.402365,0.391978,-0.225888,-0.769397,-0.399594,-0.300541,0.891834,-2.269764,-0.489804,-0.332702,0.088958,-0.118277,47.675073,9.970867,16.994551
401617474438454829!,thoughtful-ruddy-butterfly,0.040000,1.410793,0.368034,-0.231736,-0.773062,-0.398678,-0.301755,0.793351,-2.515529,-0.677786,-0.397929,0.094215,-0.124477,47.549641,13.252753,8.570427
401617474438454829!,thoughtful-ruddy-butterfly,0.050000,1.418018,0.341949,-0.239476,-0.777298,-0.397730,-0.303003,0.653003,-2.696800,-0.866613,-0.446399,0.095514,-0.125374,46.992236,15.406312,4.764060
401617474438454829!,thoughtful-ruddy-butterfly,0.060000,1.423744,0.314220,-0.249109,-0.781938,-0.396783,-0.304243,0.495375,-2.842985,-1.054349,-0.477940,0.094218,-0.122876,46.221157,17.040072,3.108480
401617474438454829!,thoughtful-ruddy-butterfly,0.070000,1.427855,0.285128,-0.260621,-0.786808,-0.395858,-0.305444,0.331931,-2.967613,-1.239816,-0.491853,0.091019,-0.117961,45.337796,18.417257,2.487295
401617474438454829!,thoughtful-ruddy-butterfly,0.080000,1.430321,0.254857,-0.273986,-0.791727,-0.394975,-0.306586,0.168271,-3.077062,-1.422031,-0.487338,0.086298,-0.111178,44.390946,19.646665,2.390049
401617474438454829!,thoughtful-ruddy-butterfly,0.090000,1.431154,0.223538,-0.289168,-0.796506,-0.394146,-0.307651,0.007356,-3.174485,-1.599974,-0.463696,0.080296,-0.102871,43.405710,20.768438,2.578218
401617474438454829!,thoughtful-ruddy-butterfly,0.100000,1.430400,0.191292,-0.306107,-0.800949,-0.393383,-0.308625,-0.149099,-3.261582,-1.772526,-0.420445,0.073161,-0.093253,42.396735,21.792414,2.936383
401617474438454829!,thoughtful-ruddy-butterfly,0.110000,1.428119,0.158229,-0.324726,-0.804856,-0.392697,-0.309498,-0.299984,-3.339413,-1.938443,-0.357366,0.064992,-0.082463,41.374117,22.716063,3.403749
401617474438454829!,thoughtful-ruddy-butterfly,0.120000,1.424372,0.124440,-0.344950,-0.808030,-0.392097,-0.310258,-0.444454,-3.408793,-2.096302,-0.274479,0.055889,-0.070631,40.346101,23.533063,3.941533
