ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
462949931504265413!,talented-zippy-butterfly,0.000000,1.757976,-0.986013,1.995186,-0.014555,0.997090,-0.076237,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-413.918977,-103.889839,-21.628549,-278.431429
462949931504265413!,talented-zippy-butterfly,0.010000,1.753770,-0.988693,1.995109,-0.018253,0.996921,-0.078417,-0.839244,-0.534404,-0.015971,-0.739145,-0.034266,-0.435622,-346.028310,-92.407413,-10.777356,-210.133101
462949931504265413!,talented-zippy-butterfly,0.020000,1.741610,-0.996079,1.994853,-0.028676,0.996417,-0.084581,-1.590583,-0.937833,-0.036901,-1.344549,-0.067597,-0.796337,-291.029239,-81.899618,-3.392604,-159.431705
462949931504265413!,talented-zippy-butterfly,0.030000,1.722351,-1.006964,1.994344,-0.044665,0.995565,-0.094074,-2.256329,-1.231006,-0.066847,-1.849862,-0.103942,-1.100002,-246.868793,-72.402659,1.258345,-122.857437
462949931504265413!,talented-zippy-butterfly,0.040000,1.696825,-1.020339,1.993481,-0.065355,0.994324,-0.106399,-2.839125,-1.433383,-0.107781,-2.281848,-0.145615,-1.360813,-211.763234,-63.905689,3.776897,-97.535548
462949931504265413!,talented-zippy-butterfly,0.050000,1.665841,-1.035386,1.992147,-0.090122,0.992630,-0.121185,-3.342296,-1.563261,-0.160795,-2.661519,-0.194100,-1.589873,-184.105765,-56.362398,4.677045,-80.993269
462949931504265413!,talented-zippy-butterfly,0.060000,1.630176,-1.051465,1.990217,-0.118528,0.990410,-0.138160,-3.770021,-1.637382,-0.226737,-3.004815,-0.250481,-1.795591,-162.454246,-49.705057,4.402583,-71.091175
462949931504265413!,talented-zippy-butterfly,0.070000,1.590566,-1.068090,1.987556,-0.150268,0.987579,-0.157120,-4.127385,-1.670632,-0.306479,-3.323306,-0.315656,-1.984058,-145.530796,-43.856551,3.337603,-65.982139
462949931504265413!,talented-zippy-butterfly,0.080000,1.547690,-1.084922,1.984020,-0.185135,0.984046,-0.177916,-4.420317,-1.675783,-0.400999,-3.624852,-0.390419,-2.159394,-132.228646,-38.738242,1.809392,-64.098525
462949931504265413!,talented-zippy-butterfly,0.090000,1.502169,-1.101734,1.979454,-0.222986,0.979709,-0.200427,-4.655463,-1.663354,-0.511336,-3.914204,-0.475455,-2.324078,-121.613929,-34.274736,0.089714,-64.142608
462949931504265413!,talented-zippy-butterfly,0.100000,1.454549,-1.118396,1.973695,-0.263710,0.974462,-0.224553,-4.839973,-1.641583,-0.638496,-4.193606,-0.571314,-2.479257,-112.921564,-30.395538,-1.604985,-65.078425
462949931504265413!,talented-zippy-butterfly,0.110000,1.405305,-1.134850,1.966568,-0.307213,0.968194,-0.250200,-4.981248,-1.616525,-0.783337,-4.463340,-0.678360,-2.625034,-105.543478,-27.035235,-3.111711,-66.115627
462949931504265413!,talented-zippy-butterfly,0.120000,1.354832,-1.151089,1.957890,-0.353391,0.960792,-0.277272,-5.086667,-1.592243,-0.946456,-4.722235,-0.796713,-2.760742,-99.011506,-24.132918,-4.317288,-66.686216
462949931504265413!,talented-zippy-butterfly,0.130000,1.303456,-1.167136,1.947477,-0.402128,0.952141,-0.305661,-5.163315,-1.571067,-1.128090,-4.968115,-0.926213,-2.885177,-92.977077,-21.631529,-5.152901,-66.415069
462949931504265413!,talented-zippy-butterfly,0.140000,1.251429,-1.183033,1.935140,-0.453280,0.942131,-0.335246,-5.217753,-1.553897,-1.328046,-5.198189,-1.066380,-2.996810,-87.189838,-19.477481,-5.587230,-65.086521
462949931504265413!,talented-zippy-butterfly,0.150000,1.198945,-1.198824,1.920698,-0.506673,0.930658,-0.365891,-5.255828,-1.540516,-1.545650,-5.409376,-1.216404,-3.093965,-81.477030,-17.620634,-5.618865,-62.609928
462949931504265413!,talented-zippy-butterfly,0.160000,1.146139,-1.214544,1.903978,-0.562102,0.917627,-0.397442,-5.282549,-1.529893,-1.779728,-5.598562,-1.375136,-3.174961,-75.724948,-16.014546,-5.268704,-58.986928
462949931504265413!,talented-zippy-butterfly,0.170000,1.093104,-1.230218,1.884820,-0.619330,0.902960,-0.429725,-5.302011,-1.520462,-2.028614,-5.762809,-1.541101,-3.238235,-69.863253,-14.616858,-4.572961,-54.282515
462949931504265413!,talented-zippy-butterfly,0.180000,1.039894,-1.245852,1.863087,-0.678090,0.886590,-0.462555,-5.317390,-1.510365,-2.290170,-5.899506,-1.712523,-3.282433,-63.852422,-13.389653,-3.577181,-48.601171
462949931504265413!,talented-zippy-butterfly,0.190000,0.986537,-1.261429,1.838662,-0.738092,0.868476,-0.495731,-5.330961,-1.497649,-2.561840,-6.006477,-1.887358,-3.306485,-57.674251,-12.299699,-2.331478,-42.068505
462949931504265413!,talented-zippy-butterfly,0.200000,0.933056,-1.276866,1.811479,-0.798983,0.848607,-0.529024,-5.344074,-1.480466,-2.840629,-6.082183,-2.063344,-3.309807,-51.337265,-11.318470,-0.891077,-34.837963
462949931504265413!,talented-zippy-butterfly,0.210000,0.879455,-1.292084,1.781491,-0.860424,0.826990,-0.562217,-5.357380,-1.457193,-3.123354,-6.125621,-2.238111,-3.292139,-44.852414,-10.422244,0.693548,-27.048543
462949931504265413!,talented-zippy-butterfly,0.220000,0.825731,-1.307018,1.748679,-0.922093,0.803652,-0.595099,-5.370971,-1.426481,-3.406693,-6.136298,-2.409205,-3.253516,-38.229174,-9.591747,2.378147,-18.818929
462949931504265413!,talented-zippy-butterfly,0.230000,0.771885,-1.321585,1.713058,-0.983659,0.778647,-0.627462,-5.384421,-1.387311,-3.687210,-6.114286,-2.574141,-3.194371,-31.483476,-8.811571,4.121881,-10.261739
462949931504265413!,talented-zippy-butterfly,0.240000,0.717925,-1.335693,1.674679,-1.044796,0.752052,-0.659104,-5.396907,-1.339027,-3.961452,-6.060209,-2.730467,-3.115519,-24.635422,-8.069729,5.888274,-1.480427
462949931504265413!,talented-zippy-butterfly,0.250000,0.663868,-1.349247,1.633628,-1.105187,0.723968,-0.689834,-5.407335,-1.281349,-4.226034,-5.975197,-2.875826,-3.018125,-17.707486,-7.357158,7.645697,7.432456
462949931504265413!,talented-zippy-butterfly,0.260000,0.609742,-1.362155,1.590021,-1.164533,0.694520,-0.719474,-5.414434,-1.214361,-4.477714,-5.860856,-3.008014,-2.903685,-10.725461,-6.667187,9.366832,16.392311
462949931504265413!,talented-zippy-butterfly,0.270000,0.555592,-1.374324,1.544007,-1.222551,0.663853,-0.747863,-5.416849,-1.138495,-4.713470,-5.719219,-3.125037,-2.773992,-3.718404,-5.995074,11.028447,25.321286
462949931504265413!,talented-zippy-butterfly,0.280000,0.501473,-1.385672,1.495765,-1.278982,0.632132,-0.774861,-5.413231,-1.054499,-4.930563,-5.552688,-3.225165,-2.631091,3.281475,-5.337587,12.611149,34.147153
462949931504265413!,talented-zippy-butterfly,0.290000,0.447455,-1.396122,1.445498,-1.333591,0.599535,-0.800348,-5.402309,-0.963399,-5.126595,-5.363971,-3.306969,-2.477226,10.239026,-4.692644,14.099127,42.802432
462949931504265413!,talented-zippy-butterfly,0.300000,0.393618,-1.405611,1.393430,-1.386175,0.566255,-0.824230,-5.382947,-0.866454,-5.299560,-5.156013,-3.369362,-2.314785,17.116451,-4.059045,15.479988,51.223895
462949931504265413!,talented-zippy-butterfly,0.310000,0.340053,-1.414080,1.339800,-1.436561,0.532486,-0.846439,-5.354200,-0.765117,-5.447896,-4.931918,-3.411641,-2.146228,23.874377,-3.436359,16.745045,59.353990
