ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
2290723637417589206!,thoughtful-steel-butterfly,0.000000,-1.806083,-1.588326,-0.444983,-0.122924,-0.340591,0.366057,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,671.226621,-333.918757,103.494836
2290723637417589206!,thoughtful-steel-butterfly,0.010000,-1.812098,-1.580770,-0.443831,-0.122057,-0.339616,0.366962,-1.198335,1.511949,0.229532,0.172616,0.194566,0.180067,393.221319,-184.450610,9.113856
2290723637417589206!,thoughtful-steel-butterfly,0.020000,-1.826239,-1.561342,-0.440160,-0.119543,-0.336703,0.369636,-1.624993,2.375697,0.504085,0.328899,0.388017,0.353447,265.486506,-117.023611,-32.289328
2290723637417589206!,thoughtful-steel-butterfly,0.030000,-1.842854,-1.534749,-0.433651,-0.115542,-0.331864,0.373987,-1.693730,2.943259,0.797391,0.469698,0.580208,0.514857,205.498071,-86.808363,-49.322774
2290723637417589206!,thoughtful-steel-butterfly,0.040000,-1.859318,-1.503177,-0.424171,-0.110211,-0.325106,0.379877,-1.595676,3.369327,1.097827,0.594262,0.771462,0.660233,176.174419,-73.567919,-55.133868
2290723637417589206!,thoughtful-steel-butterfly,0.050000,-1.874394,-1.467693,-0.411667,-0.103717,-0.316434,0.387130,-1.417570,3.723574,1.400475,0.701506,0.962254,0.786529,160.774529,-68.114473,-55.706985
2290723637417589206!,thoughtful-steel-butterfly,0.060000,-1.887477,-1.428854,-0.396126,-0.096236,-0.305848,0.395546,-1.198744,4.037806,1.703040,0.790380,1.152811,0.891387,151.671255,-66.211907,-53.784716
2290723637417589206!,thoughtful-steel-butterfly,0.070000,-1.898249,-1.386988,-0.377552,-0.087958,-0.293351,0.404901,-0.957206,4.326511,2.004005,0.859998,1.342911,0.972939,145.349771,-65.858465,-50.644393
2290723637417589206!,thoughtful-steel-butterfly,0.080000,-1.906525,-1.342315,-0.355967,-0.079078,-0.278949,0.414955,-0.701499,4.596124,2.301814,0.909712,1.531818,1.029750,140.151204,-66.062546,-46.902627
2290723637417589206!,thoughtful-steel-butterfly,0.090000,-1.912185,-1.295011,-0.331409,-0.069798,-0.262659,0.425453,-0.436033,4.849234,2.594541,0.939173,1.718293,1.060812,135.258034,-66.293820,-42.877172
2290723637417589206!,thoughtful-steel-butterfly,0.100000,-1.915144,-1.245235,-0.303940,-0.060321,-0.244513,0.436135,-0.163486,5.086524,2.879805,0.948366,1.900653,1.065574,130.238923,-66.238292,-38.749748
2290723637417589206!,thoughtful-steel-butterfly,0.110000,-1.915340,-1.193145,-0.273647,-0.050849,-0.224560,0.446736,0.114120,5.307662,3.154798,0.937639,2.076868,1.043976,124.846423,-65.690715,-34.639109
2290723637417589206!,thoughtful-steel-butterfly,0.120000,-1.912743,-1.138923,-0.240665,-0.041583,-0.202885,0.456988,0.394923,5.511743,3.416410,0.907739,2.244641,0.996533,118.927560,-64.507381,-30.635936
2290723637417589206!,thoughtful-steel-butterfly,0.130000,-1.907343,-1.082775,-0.205176,-0.032715,-0.179600,0.466630,0.676974,5.697503,3.661333,0.859797,2.401544,0.924322,112.389726,-62.590815,-26.815375
2290723637417589206!,thoughtful-steel-butterfly,0.140000,-1.899141,-1.024891,-0.167363,-0.024418,-0.154826,0.475425,0.958197,5.863452,3.886183,0.795231,2.545202,0.828866,105.193140,-59.889238,-23.236505
2290723637417589206!,thoughtful-steel-butterfly,0.150000,-1.888152,-0.965478,-0.127442,-0.016847,-0.128705,0.483151,1.236356,6.007995,4.087709,0.715730,2.673390,0.712156,97.343087,-56.391786,-19.947837
2290723637417589206!,thoughtful-steel-butterfly,0.160000,-1.874417,-0.904753,-0.085655,-0.010142,-0.101399,0.489610,1.509069,6.129546,4.262958,0.623187,2.784145,0.576599,88.890136,-52.129080,-16.986853
2290723637417589206!,thoughtful-steel-butterfly,0.170000,-1.857999,-0.842949,-0.042271,-0.004420,-0.073086,0.494630,1.773850,6.226633,4.409429,0.519626,2.875862,0.424934,79.929239,-47.172487,-14.379045
2290723637417589206!,thoughtful-steel-butterfly,0.180000,-1.838989,-0.780313,0.002416,0.000219,-0.043960,0.498064,2.028172,6.298030,4.525201,0.407122,2.947359,0.260140,70.596008,-41.631136,-12.136916
2290723637417589206!,thoughtful-steel-butterfly,0.190000,-1.817499,-0.717100,0.048098,0.003697,-0.014225,0.499798,2.269542,6.342865,4.609023,0.287724,2.997918,0.085327,61.059389,-35.646228,-10.259312
2290723637417589206!,thoughtful-steel-butterfly,0.200000,-1.793670,-0.653576,0.094455,0.005955,0.015910,0.499747,2.495604,6.360734,4.660364,0.163391,3.027296,-0.096376,51.510764,-29.382722,-8.731384
2290723637417589206!,thoughtful-steel-butterfly,0.210000,-1.767666,-0.590008,0.141165,0.006952,0.046234,0.497858,2.704231,6.351781,4.679420,0.035947,3.035710,-0.281913,42.150272,-23.018814,-7.525544
2290723637417589206!,thoughtful-steel-butterfly,0.220000,-1.739671,-0.526659,0.187908,0.006667,0.076540,0.494107,2.893643,6.316737,4.667089,-0.092953,3.023793,-0.468405,33.172238,-16.734543,-6.602855
2290723637417589206!,thoughtful-steel-butterfly,0.230000,-1.709884,-0.463785,0.234377,0.005092,0.106630,0.488498,3.062485,6.256924,4.624902,-0.221843,2.992542,-0.653218,24.750363,-10.699809,-5.915888
2290723637417589206!,thoughtful-steel-butterfly,0.240000,-1.678517,-0.401626,0.280283,0.002234,0.136316,0.481059,3.209887,6.174203,4.554913,-0.349438,2.943237,-0.834015,17.025535,-5.063736,-5.412408
