ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
2263072950599621594!,lush-impartial-bumblebee,0.000000,1.757976,-0.986013,0.000000,-0.986013,0.000000,0.000000,0.000000,0.000000,-4.351504,59.161118,1.689577
2263072950599621594!,lush-impartial-bumblebee,0.010000,1.753128,-0.987838,0.000000,-0.987838,-0.969674,-0.365008,0.000000,-0.365008,-4.237195,50.293406,3.028000
2263072950599621594!,lush-impartial-bumblebee,0.020000,1.739201,-0.993081,0.000000,-0.993081,-1.813921,-0.682804,0.000000,-0.682804,-4.134875,42.355738,4.226048
2263072950599621594!,lush-impartial-bumblebee,0.030000,1.717376,-1.001296,0.000000,-1.001296,-2.545898,-0.958337,0.000000,-0.958337,-4.043352,35.255635,5.297682
2263072950599621594!,lush-impartial-bumblebee,0.040000,1.688708,-1.012088,0.000000,-1.012088,-3.177449,-1.196068,0.000000,-1.196068,-3.961551,28.909728,6.255483
2263072950599621594!,lush-impartial-bumblebee,0.050000,1.654146,-1.025098,0.000000,-1.025098,-3.719243,-1.400012,0.000000,-1.400012,-3.888502,23.242841,7.110798
2263072950599621594!,lush-impartial-bumblebee,0.060000,1.614539,-1.040007,0.000000,-1.040007,-4.180884,-1.573785,0.000000,-1.573785,-3.823333,18.187191,7.873858
2263072950599621594!,lush-impartial-bumblebee,0.070000,1.570645,-1.056529,0.000000,-1.056529,-4.571017,-1.720641,0.000000,-1.720641,-3.765255,13.681665,8.553887
2263072950599621594!,lush-impartial-bumblebee,0.080000,1.523181,-1.074396,0.000000,-1.074396,-4.897424,-1.843508,0.000000,-1.843508,-3.713568,9.671974,9.159078
2263072950599621594!,lush-impartial-bumblebee,0.090000,1.472764,-1.093374,0.000000,-1.093374,-5.167117,-1.945027,0.000000,-1.945027,-3.667634,6.108564,9.696911
2263072950599621594!,lush-impartial-bumblebee,0.100000,1.419932,-1.113262,0.000000,-1.113262,-5.386409,-2.027573,0.000000,-2.027573,-3.626873,2.946446,10.174176
2263072950599621594!,lush-impartial-bumblebee,0.110000,1.365156,-1.133880,0.000000,-1.133880,-5.560975,-2.093284,0.000000,-2.093284,-3.590760,0.144892,10.597020
2263072950599621594!,lush-impartial-bumblebee,0.120000,1.308851,-1.155075,0.000000,-1.155075,-5.695915,-2.144079,0.000000,-2.144079,-3.558820,-2.332893,10.970997
2263072950599621594!,lush-impartial-bumblebee,0.130000,1.251384,-1.176707,0.000000,-1.176707,-5.795810,-2.181682,0.000000,-2.181682,-3.530626,-4.520089,11.301116
2263072950599621594!,lush-impartial-bumblebee,0.140000,1.193079,-1.198654,0.000000,-1.198654,-5.864768,-2.207640,0.000000,-2.207640,-3.505793,-6.446576,11.591884
2263072950599621594!,lush-impartial-bumblebee,0.150000,1.134222,-1.220809,0.000000,-1.220809,-5.906479,-2.223340,0.000000,-2.223340,-3.483974,-8.139242,11.847362
2263072950599621594!,lush-impartial-bumblebee,0.160000,1.075068,-1.243076,0.000000,-1.243076,-5.924247,-2.230029,0.000000,-2.230029,-3.464857,-9.622281,12.071200
2263072950599621594!,lush-impartial-bumblebee,0.170000,1.015842,-1.265371,0.000000,-1.265371,-5.921040,-2.228822,0.000000,-2.228822,-3.448161,-10.917463,12.266685
2263072950599621594!,lush-impartial-bumblebee,0.180000,0.956740,-1.287618,0.000000,-1.287618,-5.899513,-2.220718,0.000000,-2.220718,-3.433635,-12.044377,12.436772
2263072950599621594!,lush-impartial-bumblebee,0.190000,0.897936,-1.309753,0.000000,-1.309753,-5.862047,-2.206615,0.000000,-2.206615,-3.421050,-13.020656,12.584124
2263072950599621594!,lush-impartial-bumblebee,0.200000,0.839580,-1.331720,0.000000,-1.331720,-5.810773,-2.187314,0.000000,-2.187314,-3.410203,-13.862168,12.711135
2263072950599621594!,lush-impartial-bumblebee,0.210000,0.781804,-1.353468,0.000000,-1.353468,-5.747596,-2.163533,0.000000,-2.163533,-3.400908,-14.583200,12.819962
2263072950599621594!,lush-impartial-bumblebee,0.220000,0.724722,-1.374955,0.000000,-1.374955,-5.674220,-2.135913,0.000000,-2.135913,-3.393001,-15.196608,12.912545
2263072950599621594!,lush-impartial-bumblebee,0.230000,0.668430,-1.396145,0.000000,-1.396145,-5.592169,-2.105027,0.000000,-2.105027,-3.386332,-15.713965,12.990631
2263072950599621594!,lush-impartial-bumblebee,0.240000,0.613012,-1.417006,0.000000,-1.417006,-5.502800,-2.071386,0.000000,-2.071386,-3.380767,-16.145685,13.055791
2263072950599621594!,lush-impartial-bumblebee,0.250000,0.558537,-1.437511,0.000000,-1.437511,-5.407324,-2.035447,0.000000,-2.035447,-3.376185,-16.501138,13.109441
