ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
1662941284943181189!,talented-antique-butterfly,0.000000,1.410898,-0.725682,0.417254,-0.613115,0.976404,0.215951,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,538.126947,-160.936236,399.376220,-345.449591,397.260095,-508.420175
1662941284943181189!,talented-antique-butterfly,0.010000,1.406129,-0.712697,0.411954,-0.604917,0.975187,0.221381,-0.955269,2.593770,-1.058826,1.638543,-0.246231,1.084650,383.254757,-112.963452,282.092188,-246.327018,280.768322,-360.705455
1662941284943181189!,talented-antique-butterfly,0.020000,1.393076,-0.677819,0.397599,-0.582818,0.971774,0.235914,-1.658060,4.376395,-1.810569,2.778312,-0.441374,1.818100,274.874397,-79.401961,199.711733,-176.898803,198.915232,-257.576108
1662941284943181189!,talented-antique-butterfly,0.030000,1.373821,-0.627924,0.376780,-0.551047,0.966535,0.256535,-2.193278,5.591383,-2.349197,3.569210,-0.610282,2.299328,195.861464,-55.179382,140.215794,-126.279806,139.794189,-182.439318
1662941284943181189!,talented-antique-butterfly,0.040000,1.349818,-0.567894,0.351347,-0.512611,0.959689,0.281064,-2.602777,6.396606,-2.729563,4.106719,-0.760782,2.597674,136.928529,-37.404208,96.610487,-88.539755,96.465342,-126.380425
1662941284943181189!,talented-antique-butterfly,0.050000,1.322212,-0.501302,0.322711,-0.469729,0.951413,0.307917,-2.910784,6.901352,-2.988022,4.456265,-0.894439,2.763669,92.668176,-24.309533,64.544908,-60.210631,64.605390,-84.256795
1662941284943181189!,talented-antique-butterfly,0.060000,1.291944,-0.430781,0.291967,-0.424060,0.941880,0.335948,-3.134809,7.185323,-3.151747,4.665509,-1.011196,2.835037,59.616043,-14.729060,41.112450,-39.063482,41.323465,-52.796581
1662941284943181189!,talented-antique-butterfly,0.070000,1.259793,-0.358264,0.259965,-0.376842,0.931264,0.364344,-3.289697,7.308506,-3.242539,4.770553,-1.111172,2.840156,35.307839,-7.831744,24.233302,-23.511127,24.550274,-29.678751
1662941284943181189!,talented-antique-butterfly,0.080000,1.226393,-0.285146,0.227355,-0.328991,0.919733,0.392544,-3.388810,7.316658,-3.278329,4.799256,-1.195161,2.800267,17.830387,-2.986424,12.332057,-12.322473,12.718607,-13.098904
1662941284943181189!,talented-antique-butterfly,0.090000,1.192249,-0.212407,0.194616,-0.281164,0.907443,0.420176,-3.444115,7.244634,-3.273782,4.773167,-1.264559,2.731037,5.622763,0.305548,4.172594,-4.495075,4.599349,-1.579425
