ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
2150018076915413724!,talented-antique-butterfly,0.000000,-2.104684,-0.003336,-1.685392,0.904516,-0.980828,0.194876,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-43.349815,-119.982419,-125.378604,104.595749,-162.825792,-277.129570
2150018076915413724!,talented-antique-butterfly,0.010000,-2.095759,-0.001395,-1.681884,0.908939,-0.980591,0.196067,1.783032,0.390584,0.701929,0.882097,0.047683,0.238478,-28.433132,-102.628271,-88.440050,80.436205,-118.912772,-231.277598
2150018076915413724!,talented-antique-butterfly,0.020000,-2.070528,0.003778,-1.672084,0.920970,-0.979961,0.199191,3.264249,0.647953,1.259616,1.518800,0.078504,0.386217,-17.058750,-88.601575,-60.857826,61.769989,-85.880591,-195.251505
2150018076915413724!,talented-antique-butterfly,0.030000,-2.031613,0.011113,-1.657224,0.938385,-0.979085,0.203452,4.515281,0.824276,1.712130,1.956055,0.096727,0.465487,-7.986615,-76.314531,-39.247629,46.465075,-59.706848,-164.737087
2150018076915413724!,talented-antique-butterfly,0.040000,-1.981111,0.019960,-1.638250,0.959347,-0.978080,0.208230,5.572687,0.951183,2.079588,2.226107,0.104321,0.490007,-0.499625,-64.946154,-21.601522,33.322318,-38.032430,-137.384877
2150018076915413724!,talented-antique-butterfly,0.050000,-1.920868,0.029915,-1.615962,0.982297,-0.977048,0.213019,6.453982,1.046900,2.371986,2.353753,0.102161,0.468578,5.777644,-54.138392,-6.825074,21.737793,-19.591748,-112.067988
2150018076915413724!,talented-antique-butterfly,0.060000,-1.852630,0.040710,-1.591097,1.005904,-0.976086,0.217385,7.167798,1.121201,2.594624,2.360368,0.090743,0.407448,11.018364,-43.833471,5.607574,11.476831,-3.802539,-88.452950
2150018076915413724!,talented-antique-butterfly,0.070000,-1.778129,0.052165,-1.564354,1.029048,-0.975281,0.220969,7.720552,1.178736,2.751575,2.266114,0.070636,0.311764,15.294862,-34.162336,15.907154,2.512207,9.533732,-66.698350
2150018076915413724!,talented-antique-butterfly,0.080000,-1.698902,0.064132,-1.536356,1.050833,-0.974715,0.223452,8.120145,1.221761,2.847544,2.090354,0.042731,0.186395,18.659646,-25.343832,24.167488,-5.109556,20.469254,-47.195229
2150018076915413724!,talented-antique-butterfly,0.090000,-1.616396,0.076473,-1.507672,1.070545,-0.974460,0.224563,8.378273,1.251369,2.888923,1.851753,0.008331,0.036151,21.180962,-17.598599,30.474156,-11.349596,29.046946,-30.358640
2150018076915413724!,talented-antique-butterfly,0.100000,-1.531934,0.089054,-1.478803,1.087641,-0.974572,0.224073,8.510709,1.268322,2.883937,1.567698,-0.030862,-0.134230,22.959261,-11.086296,34.964150,-16.226361,35.379208,-16.481229
2150018076915413724!,talented-antique-butterfly,0.110000,-1.446681,0.101750,-1.450169,1.101744,-0.975092,0.221800,8.536354,1.273448,2.842189,1.253581,-0.072841,-0.320227,24.125845,-5.870848,37.841751,-19.833229,39.672927,-5.655064
2150018076915413724!,talented-antique-butterfly,0.120000,-1.361606,0.114443,-1.422089,1.112613,-0.976037,0.217606,8.475607,1.267747,2.773935,0.922262,-0.115428,-0.517733,24.830573,-1.915382,39.364206,-22.330253,42.215099,2.238777
2150018076915413724!,talented-antique-butterfly,0.130000,-1.277479,0.127026,-1.394779,1.120123,-0.977402,0.211389,8.348645,1.252282,2.689275,0.583822,-0.156409,-0.723189,25.224279,0.899272,39.810920,-23.918944,43.335274,7.489165
2150018076915413724!,talented-antique-butterfly,0.140000,-1.194873,0.139400,-1.368361,1.124236,-0.979162,0.203083,8.174058,1.228012,2.597510,0.245652,-0.193642,-0.933645,25.442829,2.744567,39.452189,-24.812891,43.364912,10.490396
2150018076915413724!,talented-antique-butterfly,0.150000,-1.114187,0.151476,-1.342865,1.124978,-0.981269,0.192644,7.967992,1.195655,2.506721,-0.087214,-0.225128,-1.146733,25.595745,3.812990,38.525361,-25.212114,42.604517,11.676547
2150018076915413724!,talented-antique-butterfly,0.160000,-1.035671,0.163171,-1.318250,1.122415,-0.983657,0.180052,7.743796,1.155618,2.423583,-0.411639,-0.249044,-1.360574,25.760092,4.292651,37.221511,-25.285354,41.303453,11.469643
2150018076915413724!,talented-antique-butterfly,0.170000,-0.959454,0.174403,-1.294412,1.116636,-0.986243,0.165304,7.512064,1.108013,2.353343,-0.725875,-0.263759,-1.573644,25.978909,4.350638,35.681887,-25.160986,39.652348,10.247232
2150018076915413724!,talented-antique-butterfly,0.180000,-0.885572,0.185091,-1.271200,1.107745,-0.988926,0.148412,7.280924,1.052739,2.299917,-1.029096,-0.267825,-1.784628,26.262819,4.124809,34.001455,-24.925049,37.785073,8.328067
2150018076915413724!,talented-antique-butterfly,0.190000,-0.813987,0.195154,-1.248431,1.095852,-0.991593,0.129398,7.056423,0.989605,2.266027,-1.321001,-0.259984,-1.992295,26.593519,3.722027,32.236454,-24.624102,35.786525,5.971102
2150018076915413724!,talented-antique-butterfly,0.200000,-0.744607,0.204508,-1.225897,1.081069,-0.994118,0.108301,6.842928,0.918480,2.253349,-1.601501,-0.239168,-2.195385,26.928319,3.220502,30.413538,-24.270871,33.703056,3.382378
2150018076915413724!,talented-antique-butterfly,0.210000,-0.677269,0.213137,-1.203362,1.063564,-0.996362,0.085223,6.643416,0.839443,2.262717,-1.870553,-0.204650,-2.392605,27.211316,2.677310,28.545167,-23.857594,31.560852,0.730074
2150018076915413724!,talented-antique-butterfly,0.220000,-0.611825,0.220966,-1.180608,1.043453,-0.998184,0.060233,6.459834,0.752812,2.294118,-2.127948,-0.155836,-2.582506,27.365690,2.126340,26.622483,-23.348868,29.357742,-1.857432
2150018076915413724!,talented-antique-butterfly,0.230000,-0.548113,0.227922,-1.157423,1.020854,-0.999442,0.033412,6.293244,0.659306,2.346812,-2.373234,-0.092385,-2.763482,27.305897,1.586589,24.629882,-22.695843,27.080868,-4.276586
2150018076915413724!,talented-antique-butterfly,0.240000,-0.485966,0.233941,-1.133604,0.995890,-0.999988,0.004856,6.143948,0.560097,2.419393,-2.605682,-0.014248,-2.933796,26.944278,1.066331,22.550419,-21.843291,24.713491,-6.443018
2150018076915413724!,talented-antique-butterfly,0.250000,-0.425216,0.238972,-1.108965,0.968690,-0.999679,-0.025320,6.011570,0.456819,2.509860,-2.824296,0.078307,-3.091630,26.198437,0.566622,20.370176,-20.736682,22.240533,-8.288568
2150018076915413724!,talented-antique-butterfly,0.260000,-0.365702,0.242981,-1.083342,0.939396,-0.998375,-0.056988,5.895122,0.351524,2.615687,-3.027861,0.184666,-3.235168,24.999146,0.084211,18.081727,-19.329158,19.653004,-9.760615
2150018076915413724!,talented-antique-butterfly,0.270000,-0.307276,0.245955,-1.056599,0.908160,-0.995942,-0.089999,5.793075,0.246587,2.733932,-3.215008,0.303870,-3.362681,23.298170,-0.386082,15.686748,-17.588061,16.951392,-10.822956
2150018076915413724!,talented-antique-butterfly,0.280000,-0.249806,0.247906,-1.028628,0.875150,-0.992259,-0.124188,5.703450,0.144585,2.861357,-3.384318,0.434625,-3.472635,21.075151,-0.849474,13.197705,-15.500465,14.147932,-11.457380
2150018076915413724!,talented-antique-butterfly,0.290000,-0.193179,0.248871,-0.999354,0.840548,-0.987218,-0.159378,5.623930,0.048136,2.994583,-3.534416,0.575343,-3.563778,18.342602,-1.309642,10.638608,-13.077196,11.267797,-11.664797
2150018076915413724!,talented-antique-butterfly,0.300000,-0.137308,0.248914,-0.968735,0.804549,-0.980728,-0.195379,5.552002,-0.040287,3.130247,-3.664094,0.724207,-3.635236,15.147500,-1.768065,8.044044,-10.353965,8.348208,-11.466177
2150018076915413724!,talented-antique-butterfly,0.310000,-0.082132,0.248123,-0.936763,0.767359,-0.972717,-0.231995,5.485113,-0.118521,3.265174,-3.772409,0.879253,-3.686569,11.569261,-2.223474,5.457235,-7.389947,5.436447,-10.901070
2150018076915413724!,talented-antique-butterfly,0.320000,-0.027611,0.246605,-0.903458,0.729194,-0.963133,-0.269024,5.420836,-0.184814,3.396516,-3.858741,1.038454,-3.717771,7.714936,-2.671216,2.927778,-4.264598,2.587544,-10.023607
2150018076915413724!,talented-antique-butterfly,0.330000,0.026269,0.244484,-0.868869,0.690274,-0.951945,-0.306269,5.357006,-0.237987,3.521888,-3.922873,1.199826,-3.729296,3.708764,-3.104621,0.506355,-1.069401,-0.141786,-8.899270
2150018076915413724!,talented-antique-butterfly,0.340000,0.079500,0.241894,-0.833067,0.650821,-0.939139,-0.343537,5.291851,-0.277448,3.639439,-3.964992,1.361507,-3.721996,-0.318572,-3.515240,-1.759060,2.099780,-2.697334,-7.598157
2150018076915413724!,talented-antique-butterfly,0.350000,0.132061,0.238970,-0.796139,0.611053,-0.924721,-0.380645,5.224061,-0.303186,3.747882,-3.985667,1.521822,-3.697039,-4.241765,-3.893837,-3.827411,5.151445,-5.032211,-6.188971
2150018076915413724!,talented-antique-butterfly,0.360000,0.183918,0.235849,-0.758181,0.571182,-0.908712,-0.417423,5.152817,-0.315715,3.846474,-3.985805,1.679325,-3.655822,-7.951508,-4.231422,-5.667946,8.006315,-7.110778,-4.733602
2150018076915413724!,talented-antique-butterfly,0.370000,0.235033,0.232656,-0.719298,0.531409,-0.891147,-0.453714,5.077773,-0.315974,3.934951,-3.966577,1.832818,-3.599871,-11.362490,-4.520174,-7.262341,10.603225,-8.911178,-3.283006
2150018076915413724!,talented-antique-butterfly,0.380000,0.285363,0.229510,-0.679593,0.491924,-0.872072,-0.489377,4.998995,-0.305213,4.013436,-3.929337,1.981336,-3.530747,-14.417881,-4.754138,-8.605345,12.902399,-10.426203,-1.874820
2150018076915413724!,talented-antique-butterfly,0.390000,0.334869,0.226512,-0.639168,0.452900,-0.851541,-0.524288,4.916882,-0.284867,4.082326,-3.875541,2.124120,-3.449963,-17.090108,-4.929601,-9.704003,14.885979,-11.662544,-0.532794
2150018076915413724!,talented-antique-butterfly,0.400000,0.383519,0.223750,-0.598120,0.414500,-0.829615,-0.558335,4.832058,-0.256433,4.142180,-3.806674,2.260577,-3.358928,-19.378369,-5.045166,-10.575746,16.556109,-12.638733,0.732177
2150018076915413724!,talented-antique-butterfly,0.410000,0.431285,0.221297,-0.556540,0.376870,-0.806362,-0.591422,4.745277,-0.221377,4.193616,-3.724190,2.390227,-3.258910,-21.303766,-5.101553,-11.245764,17.931258,-13.382237,1.919839
2150018076915413724!,talented-antique-butterfly,0.420000,0.478147,0.219210,-0.514514,0.340141,-0.781854,-0.623461,4.657327,-0.181058,4.237223,-3.629477,2.512663,-3.151017,-22.903134,-5.101203,-11.744106,19.041580,-13.926226,3.037723
2150018076915413724!,talented-antique-butterfly,0.430000,0.524095,0.217534,-0.472122,0.304433,-0.756167,-0.654378,4.568955,-0.136689,4.273499,-3.523833,2.627502,-3.036212,-24.222612,-5.047798,-12.102928,19.924091,-14.306449,4.098110
2150018076915413724!,talented-antique-butterfly,0.440000,0.569124,0.216301,-0.429441,0.269851,-0.729382,-0.684107,4.480809,-0.089315,4.302811,-3.408472,2.734361,-2.915324,-25.311772,-4.945766,-12.354135,20.618278,-14.558572,5.115241
