ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
2200733677852792253!,thoughtful-antique-butterfly,0.000000,1.757976,-0.986013,0.014452,-0.006155,0.203138,0.456875,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,102.929873,253.673329,-116.779627,-156.551499,-68.644488,295.569383
2200733677852792253!,thoughtful-antique-butterfly,0.010000,1.748461,-0.999048,0.012743,-0.005428,0.202302,0.457246,-1.909716,-2.597718,-0.339825,0.144667,-0.166160,0.073515,80.756287,122.307851,-41.692878,-98.017587,-17.194930,124.363975
2200733677852792253!,thoughtful-antique-butterfly,0.020000,1.723741,-1.030855,0.007864,-0.003351,0.199908,0.458298,-3.042897,-3.752760,-0.633965,0.270026,-0.311826,0.136018,68.099396,57.753559,-5.605178,-67.981786,7.205559,41.269665
2200733677852792253!,thoughtful-antique-butterfly,0.030000,1.689580,-1.070625,0.000214,-0.000091,0.196131,0.459927,-3.791752,-4.192046,-0.893895,0.380946,-0.442615,0.188749,59.139569,25.581355,11.100512,-51.086236,17.973947,1.377921
2200733677852792253!,thoughtful-antique-butterfly,0.040000,1.648968,-1.113009,-0.009889,0.004216,0.191111,0.462035,-4.327028,-4.278939,-1.122788,0.478722,-0.559814,0.231555,51.971977,9.186990,18.332754,-40.581747,22.068020,-17.477178
2200733677852792253!,thoughtful-antique-butterfly,0.050000,1.603645,-1.155378,-0.022146,0.009442,0.184978,0.464525,-4.730689,-4.192641,-1.322612,0.564161,-0.664134,0.264464,45.836284,0.546773,20.964320,-33.324615,22.942048,-26.093291
2200733677852792253!,thoughtful-antique-butterfly,0.060000,1.554724,-1.196439,-0.036274,0.015470,0.177858,0.467297,-5.044720,-4.021716,-1.495234,0.638059,-0.756267,0.287843,40.379892,-4.228414,21.368764,-27.803405,22.283034,-29.710284
2200733677852792253!,thoughtful-antique-butterfly,0.070000,1.502996,-1.235567,-0.052013,0.022188,0.169869,0.470260,-5.291820,-3.810552,-1.642500,0.701234,-0.836908,0.302311,35.427897,-7.030484,20.702031,-23.280959,20.913039,-30.873083
2200733677852792253!,thoughtful-antique-butterfly,0.080000,1.449070,-1.272473,-0.069115,0.029492,0.161123,0.473328,-5.485115,-3.581987,-1.766224,0.754510,-0.906746,0.308660,30.893004,-8.784217,19.531132,-19.396174,19.236021,-30.822541
2200733677852792253!,thoughtful-antique-butterfly,0.090000,1.393451,-1.307042,-0.087353,0.037286,0.151725,0.476424,-5.632942,-3.348250,-1.868181,0.798707,-0.966464,0.307787,26.732473,-9.945297,18.138510,-15.971863,17.454329,-30.168110
2200733677852792253!,thoughtful-antique-butterfly,0.100000,1.336569,-1.339272,-0.106505,0.045479,0.141781,0.479477,-5.741275,-3.116220,-1.950108,0.834625,-1.016717,0.300642,22.924822,-10.742946,16.669088,-12.919444,15.672828,-29.214290
2200733677852792253!,thoughtful-antique-butterfly,0.110000,1.278797,-1.369207,-0.126375,0.053990,0.131382,0.482430,-5.814859,-2.889968,-2.013707,0.863043,-1.058177,0.288178,19.457440,-11.295225,15.199206,-10.192628,13.947359,-28.115237
2200733677852792253!,thoughtful-antique-butterfly,0.120000,1.220459,-1.396925,-0.146787,0.062746,0.120616,0.485234,-5.857793,-2.672006,-2.060650,0.884703,-1.091530,0.271324,16.319746,-11.666977,13.770945,-7.763697,12.308747,-26.952117
2200733677852792253!,thoughtful-antique-butterfly,0.130000,1.161837,-1.422521,-0.167581,0.071684,0.109559,0.487849,-5.873796,-2.463914,-2.092565,0.900305,-1.117472,0.250956,13.499863,-11.897569,12.408481,-5.612096,10.774201,-25.770162
2200733677852792253!,thoughtful-antique-butterfly,0.140000,1.103178,-1.446102,-0.188617,0.080746,0.098281,0.490246,-5.866303,-2.266657,-2.111035,0.910500,-1.136703,0.227877,10.983386,-12.014012,11.125968,-3.719290,9.352880,-24.596387
2200733677852792253!,thoughtful-antique-butterfly,0.150000,1.044697,-1.467779,-0.209770,0.089883,0.086845,0.492400,-5.838494,-2.080770,-2.117578,0.915877,-1.149920,0.202811,8.753297,-12.037076,9.931498,-2.066722,8.048787,-23.448109
2200733677852792253!,thoughtful-antique-butterfly,0.160000,0.986578,-1.487668,-0.230930,0.099050,0.075306,0.494297,-5.793293,-1.906471,-2.113644,0.916968,-1.157810,0.176391,6.790461,-11.984037,8.829173,-0.635301,6.862395,-22.337040
2200733677852792253!,thoughtful-antique-butterfly,0.170000,0.928979,-1.505883,-0.252001,0.108207,0.063713,0.495924,-5.733363,-1.743741,-2.100599,0.914239,-1.161034,0.149162,5.074359,-11.869838,7.820300,0.594436,5.791672,-21.271276
2200733677852792253!,thoughtful-antique-butterfly,0.180000,0.872032,-1.522538,-0.272901,0.117318,0.052109,0.497277,-5.661101,-1.592386,-2.079725,0.908100,-1.160226,0.121578,3.583847,-11.707545,6.904132,1.641895,4.832792,-20.256313
2200733677852792253!,thoughtful-antique-butterfly,0.190000,0.815851,-1.537742,-0.293558,0.126353,0.040530,0.498355,-5.578640,-1.452081,-2.052211,0.898898,-1.155983,0.094013,2.297833,-11.508522,6.078403,2.525973,3.980671,-19.295610
2200733677852792253!,thoughtful-antique-butterfly,0.200000,0.760529,-1.551602,-0.313913,0.135282,0.029007,0.499158,-5.487855,-1.322418,-2.019152,0.886934,-1.148859,0.066763,1.195832,-11.282514,5.339723,3.264678,3.229372,-18.390972
2200733677852792253!,thoughtful-antique-butterfly,0.210000,0.706141,-1.564220,-0.333915,0.144078,0.017567,0.499691,-5.390386,-1.202928,-1.981551,0.872458,-1.139365,0.040055,0.258358,-11.037734,4.683889,3.874847,2.572433,-17.542848
2200733677852792253!,thoughtful-antique-butterfly,0.220000,0.652750,-1.575695,-0.353523,0.152719,0.006231,0.499961,-5.287645,-1.093114,-1.940319,0.855682,-1.127966,0.014057,-0.532804,-10.780962,4.106136,4.371977,2.003112,-16.750584
2200733677852792253!,thoughtful-antique-butterfly,0.230000,0.600404,-1.586118,-0.372706,0.161182,-0.004985,0.499975,-5.180848,-0.992467,-1.896280,0.836783,-1.115083,-0.011117,-1.194455,-10.517679,3.601336,4.770157,1.514571,-16.012660
2200733677852792253!,thoughtful-antique-butterfly,0.240000,0.549142,-1.595578,-0.391438,0.169446,-0.016066,0.499742,-5.071030,-0.900482,-1.850172,0.815911,-1.101092,-0.035398,-1.741938,-10.252253,3.164186,5.082084,1.100037,-15.326950
2200733677852792253!,thoughtful-antique-butterfly,0.250000,0.498991,-1.604159,-0.409701,0.177491,-0.027003,0.499270,-4.959072,-0.816668,-1.802658,0.793194,-1.086327,-0.058753,-2.189131,-9.988029,2.789284,5.319088,0.752869,-14.690832
2200733677852792253!,thoughtful-antique-butterfly,0.260000,0.449973,-1.611939,-0.427484,0.185300,-0.037789,0.498570,-4.845714,-0.740553,-1.754320,0.768741,-1.071080,-0.081182,-2.548497,-9.727428,2.471188,5.491194,0.466596,-14.101294
2200733677852792253!,thoughtful-antique-butterfly,0.270000,0.402099,-1.618994,-0.444779,0.192856,-0.048420,0.497650,-4.731578,-0.671692,-1.705672,0.742649,-1.055604,-0.102708,-2.831202,-9.472188,2.204537,5.607283,0.234992,-13.555178
2200733677852792253!,thoughtful-antique-butterfly,0.280000,0.355378,-1.625392,-0.461586,0.200140,-0.058896,0.496519,-4.617188,-0.609666,-1.657161,0.715008,-1.040115,-0.123375,-3.047225,-9.223481,1.984095,5.675205,0.052096,-13.049276
2200733677852792253!,thoughtful-antique-butterfly,0.290000,0.309812,-1.631202,-0.477908,0.207139,-0.069216,0.495186,-4.502984,-0.554084,-1.609176,0.685897,-1.024797,-0.143243,-3.205463,-8.982028,1.804781,5.701893,-0.087777,-12.580416
2200733677852792253!,thoughtful-antique-butterfly,0.300000,0.265398,-1.636485,-0.493750,0.213837,-0.079383,0.493658,-4.389333,-0.504579,-1.562047,0.655397,-1.009804,-0.162382,-3.313846,-8.748189,1.661699,5.693471,-0.190028,-12.145517
2200733677852792253!,thoughtful-antique-butterfly,0.310000,0.222132,-1.641302,-0.509124,0.220220,-0.089402,0.491942,-4.276543,-0.460811,-1.516054,0.623583,-0.995261,-0.180871,-3.379442,-8.522055,1.550148,5.655354,-0.259785,-11.741640
2200733677852792253!,thoughtful-antique-butterfly,0.320000,0.180004,-1.645709,-0.524041,0.226274,-0.099276,0.490045,-4.164872,-0.422464,-1.471425,0.590530,-0.981271,-0.198792,-3.408554,-8.303510,1.465637,5.592343,-0.301898,-11.366020
2200733677852792253!,thoughtful-antique-butterfly,0.330000,0.139004,-1.649759,-0.538515,0.231987,-0.109013,0.487971,-4.054535,-0.389238,-1.428349,0.556315,-0.967909,-0.216232,-3.406809,-8.092292,1.403890,5.508701,-0.320949,-11.016083
2200733677852792253!,thoughtful-antique-butterfly,0.340000,0.099118,-1.653502,-0.552564,0.237347,-0.118620,0.485726,-3.945710,-0.360856,-1.386971,0.521015,-0.955233,-0.233278,-3.379235,-7.888038,1.360853,5.408226,-0.321257,-10.689455
2200733677852792253!,thoughtful-antique-butterfly,0.350000,0.060331,-1.656986,-0.566205,0.242343,-0.128102,0.483311,-3.838550,-0.337053,-1.347398,0.484708,-0.943280,-0.250017,-3.330332,-7.690319,1.332692,5.294307,-0.306887,-10.383972
2200733677852792253!,thoughtful-antique-butterfly,0.360000,0.022626,-1.660258,-0.579457,0.246965,-0.137469,0.480731,-3.733177,-0.317580,-1.309707,0.447475,-0.932069,-0.266533,-3.264130,-7.498671,1.315797,5.169979,-0.281649,-10.097670
2200733677852792253!,thoughtful-antique-butterfly,0.370000,-0.014015,-1.663358,-0.592339,0.251202,-0.146728,0.477986,-3.629696,-0.302198,-1.273938,0.409397,-0.921606,-0.282906,-3.184245,-7.312613,1.306780,5.037963,-0.249110,-9.828781
2200733677852792253!,thoughtful-antique-butterfly,0.380000,-0.049611,-1.666328,-0.604871,0.255048,-0.155887,0.475078,-3.528190,-0.290676,-1.240109,0.370559,-0.911879,-0.299214,-3.093921,-7.131669,1.302476,4.900703,-0.212598,-9.575722
2200733677852792253!,thoughtful-antique-butterfly,0.390000,-0.084183,-1.669206,-0.617073,0.258494,-0.164953,0.472007,-3.428730,-0.282793,-1.208208,0.331044,-0.902867,-0.315526,-2.996067,-6.955375,1.299936,4.760397,-0.175202,-9.337082
2200733677852792253!,thoughtful-antique-butterfly,0.400000,-0.117761,-1.672027,-0.628966,0.261537,-0.173935,0.468772,-3.331367,-0.278326,-1.178192,0.290941,-0.894528,-0.331909,-2.893656,-6.784124,1.296739,4.619565,-0.139642,-9.112624
