ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
134720113055643884!,rebel-mauve-beetle,0.000000,1.757976,-0.986013,1.056171,-1.698382,0.000000,0.000000,0.000000,0.000000,431.957044,1308.168841,-1525.422378
134720113055643884!,rebel-mauve-beetle,0.010000,1.748548,-0.998508,1.042585,-1.706756,-1.888707,-2.493722,-2.722226,-1.662892,215.333374,586.155704,-747.958856
134720113055643884!,rebel-mauve-beetle,0.020000,1.723755,-1.028502,1.008345,-1.727206,-3.072673,-3.495770,-4.131284,-2.411848,112.524447,246.462942,-379.539069
134720113055643884!,rebel-mauve-beetle,0.030000,1.688885,-1.064966,0.963069,-1.752854,-3.901010,-3.786280,-4.924934,-2.705901,63.052190,89.017312,-203.390872
134720113055643884!,rebel-mauve-beetle,0.040000,1.646730,-1.102677,0.911325,-1.780305,-4.523721,-3.748561,-5.420879,-2.774909,38.376403,16.582845,-116.684266
134720113055643884!,rebel-mauve-beetle,0.050000,1.598995,-1.139262,0.855368,-1.807857,-5.012605,-3.564597,-5.765073,-2.727684,25.152119,-16.846218,-71.235460
134720113055643884!,rebel-mauve-beetle,0.060000,1.546840,-1.173682,0.796385,-1.834604,-5.404319,-3.318985,-6.024251,-2.615072,17.239868,-32.488554,-44.866989
134720113055643884!,rebel-mauve-beetle,0.070000,1.491141,-1.205521,0.735076,-1.860017,-5.718564,-3.051009,-6.228787,-2.461606,11.854958,-39.949540,-27.523336
134720113055643884!,rebel-mauve-beetle,0.080000,1.432623,-1.234650,0.671921,-1.883752,-5.966750,-2.779297,-6.392623,-2.280204,7.750518,-43.520920,-14.703784
134720113055643884!,rebel-mauve-beetle,0.090000,1.371919,-1.261086,0.607299,-1.905567,-6.156293,-2.513123,-6.522465,-2.078693,4.376191,-45.106628,-4.419939
134720113055643884!,rebel-mauve-beetle,0.100000,1.309603,-1.284915,0.541539,-1.925288,-6.292768,-2.257474,-6.621985,-1.862611,1.493548,-45.554157,4.193901
134720113055643884!,rebel-mauve-beetle,0.110000,1.246197,-1.306267,0.474939,-1.942790,-6.380986,-2.015307,-6.693730,-1.636364,-0.999501,-45.254612,11.513750
134720113055643884!,rebel-mauve-beetle,0.120000,1.182169,-1.325293,0.407770,-1.957990,-6.425432,-1.788480,-6.739855,-1.403638,-3.144216,-44.394437,17.696941
134720113055643884!,rebel-mauve-beetle,0.130000,1.117945,-1.342159,0.340281,-1.970840,-6.430536,-1.578207,-6.762482,-1.167597,-4.960012,-43.081101,22.821241
