ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
60737949504552361!,great-wine-beetle,0.000000,1.547051,-1.978286,0.127176,-1.494599,0.000000,0.000000,0.000000,0.000000,-371.602387,-468.374577,-157.282655,287.071523
60737949504552361!,great-wine-beetle,0.010000,1.554749,-1.965204,0.130581,-1.494305,1.530881,2.616188,0.685654,0.059916,-74.036616,-8.448360,78.090039,58.424693
60737949504552361!,great-wine-beetle,0.020000,1.567296,-1.936815,0.134151,-1.493989,0.974967,3.060824,0.030040,0.002697,-84.335126,-27.012258,66.532043,66.299633
60737949504552361!,great-wine-beetle,0.030000,1.574667,-1.903675,0.131635,-1.494213,0.495148,3.565322,-0.529759,-0.046670,-84.423535,-28.918687,64.180226,66.341922
60737949504552361!,great-wine-beetle,0.040000,1.577217,-1.865570,0.123740,-1.494887,0.009067,4.056587,-1.047607,-0.086716,-84.830981,-31.020068,61.960490,66.633678
60737949504552361!,great-wine-beetle,0.050000,1.574849,-1.822587,0.110856,-1.495898,-0.486288,4.538074,-1.524160,-0.112951,-84.925423,-32.690672,59.919986,66.684155
60737949504552361!,great-wine-beetle,0.060000,1.567452,-1.774826,0.093389,-1.497090,-0.993397,5.007326,-1.959890,-0.122258,-84.471583,-33.899472,57.815947,66.307751
60737949504552361!,great-wine-beetle,0.070000,1.554905,-1.722429,0.071746,-1.498283,-1.511623,5.459536,-2.353744,-0.112711,-83.226525,-34.574657,55.448982,65.313394
60737949504552361!,great-wine-beetle,0.080000,1.537109,-1.665596,0.046357,-1.499284,-2.037456,5.887852,-2.703649,-0.083595,-80.975701,-34.647193,52.650240,63.532423
60737949504552361!,great-wine-beetle,0.090000,1.514014,-1.604605,0.017673,-1.499896,-2.564733,6.283975,-3.006943,-0.035430,-77.553490,-34.062824,49.290621,60.834655
60737949504552361!,great-wine-beetle,0.100000,1.485647,-1.539823,-0.013823,-1.499936,-3.085049,6.638915,-3.260847,0.030050,-72.866409,-32.794852,45.292191,57.146549
60737949504552361!,great-wine-beetle,0.110000,1.452131,-1.471713,-0.047616,-1.499244,-3.588396,6.943860,-3.462947,0.109984,-66.913918,-30.855350,40.638737,52.467506
60737949504552361!,great-wine-beetle,0.120000,1.413702,-1.400830,-0.083167,-1.497693,-4.064009,7.191085,-3.611649,0.200556,-59.801258,-28.302423,35.381826,46.879906
60737949504552361!,great-wine-beetle,0.130000,1.370734,-1.327825,-0.119898,-1.495200,-4.501413,7.374902,-3.706696,0.297236,-51.735853,-25.236028,29.641878,40.546327
60737949504552361!,great-wine-beetle,0.140000,1.323683,-1.253374,-0.157257,-1.491734,-4.891255,7.491843,-3.749041,0.395221,-43.029331,-21.817972,23.584802,33.710858
60737949504552361!,great-wine-beetle,0.150000,1.273083,-1.178165,-0.194715,-1.487308,-5.226125,7.541230,-3.740966,0.489759,-34.049254,-18.231842,17.415654,26.661502
