ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
1460980538131992363!,thoughtful-antique-butterfly,0.000000,-1.806083,-1.588326,-0.054999,-0.622043,-0.416506,-0.276627,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-99.133806,288.762876,-240.898937,-20.399746,-195.590722,457.813453
1460980538131992363!,thoughtful-antique-butterfly,0.010000,-1.813437,-1.572323,-0.054565,-0.620287,-0.417015,-0.275859,-1.458215,3.202101,0.085449,0.350206,-0.101515,0.153460,-61.576237,137.503848,-111.613430,-1.159991,-89.832782,233.594319
1460980538131992363!,thoughtful-antique-butterfly,0.020000,-1.830574,-1.532525,-0.053127,-0.615638,-0.418226,-0.274020,-1.955751,4.759586,0.200824,0.578917,-0.140382,0.214259,-43.970982,69.032663,-52.950992,7.139481,-41.807494,131.637397
1460980538131992363!,thoughtful-antique-butterfly,0.030000,-1.850450,-1.480860,-0.050493,-0.608992,-0.419677,-0.271793,-2.011396,5.571247,0.324047,0.749767,-0.149673,0.231111,-35.021738,37.561814,-26.112403,10.432230,-19.865285,83.890094
1460980538131992363!,thoughtful-antique-butterfly,0.040000,-1.869894,-1.422829,-0.046643,-0.600785,-0.421148,-0.269507,-1.874783,6.030187,0.442706,0.890115,-0.144679,0.226085,-29.980557,22.683947,-13.615710,11.509584,-9.696303,60.426120
1460980538131992363!,thoughtful-antique-butterfly,0.050000,-1.887560,-1.361087,-0.041653,-0.591262,-0.422533,-0.267331,-1.659925,6.312857,0.550589,1.012432,-0.132438,0.209326,-26.750683,15.265729,-7.597522,11.631340,-4.853726,47.906891
1460980538131992363!,thoughtful-antique-butterfly,0.060000,-1.902925,-1.297000,-0.035647,-0.580571,-0.423773,-0.265360,-1.418326,6.499569,0.644694,1.122571,-0.116233,0.185622,-24.382040,11.214153,-4.520634,11.352926,-2.434053,40.354943
1460980538131992363!,thoughtful-antique-butterfly,0.070000,-1.915851,-1.231349,-0.028773,-0.568826,-0.424839,-0.263651,-1.173612,6.627355,0.723670,1.223285,-0.097650,0.157350,-22.439696,8.698627,-2.793080,10.914522,-1.127899,35.094877
1460980538131992363!,thoughtful-antique-butterfly,0.080000,-1.926373,-1.164638,-0.021194,-0.556121,-0.425711,-0.262240,-0.937043,6.713712,0.787053,1.315810,-0.077491,0.125795,-20.724958,6.907784,-1.699315,10.416948,-0.344137,30.942691
1460980538131992363!,thoughtful-antique-butterfly,0.090000,-1.934606,-1.097231,-0.013066,-0.542535,-0.426377,-0.261156,-0.714328,6.767365,0.834905,1.400616,-0.056181,0.091723,-19.148303,5.490280,-0.919494,9.899769,0.184023,27.389774
1460980538131992363!,thoughtful-antique-butterfly,0.100000,-1.940701,-1.029427,-0.004541,-0.528143,-0.426826,-0.260421,-0.508558,6.793262,0.867651,1.477791,-0.033958,0.055657,-17.669883,4.299068,-0.310296,9.376255,0.578480,24.227984
1460980538131992363!,thoughtful-antique-butterfly,0.110000,-1.944835,-0.961485,0.004236,-0.513019,-0.427051,-0.260053,-0.321429,6.794799,0.885996,1.547226,-0.010957,0.017993,-16.271642,3.276297,0.193291,8.848492,0.896521,21.379552
1460980538131992363!,thoughtful-antique-butterfly,0.120000,-1.947197,-0.893634,0.013128,-0.497241,-0.427042,-0.260068,-0.153766,6.774792,0.890854,1.608720,0.012755,-0.020944,-14.944092,2.401174,0.622196,8.313902,1.166930,18.819293
1460980538131992363!,thoughtful-antique-butterfly,0.130000,-1.947981,-0.826078,0.022005,-0.480888,-0.426792,-0.260477,-0.005750,6.735854,0.883306,1.662036,0.037156,-0.060881,-13.680243,1.666928,0.992745,7.767992,1.405852,16.539970
1460980538131992363!,thoughtful-antique-butterfly,0.140000,-1.947380,-0.758994,0.030752,-0.464043,-0.426295,-0.261291,0.122961,6.680527,0.864553,1.706934,0.062266,-0.101587,-12.472698,1.070058,1.315784,7.205580,1.624250,14.536103
1460980538131992363!,thoughtful-antique-butterfly,0.150000,-1.945583,-0.692539,0.039262,-0.446792,-0.425542,-0.262516,0.233153,6.611295,0.835881,1.743186,0.088134,-0.142866,-11.312628,0.606093,1.600394,6.621339,1.830961,12.797762
1460980538131992363!,thoughtful-antique-butterfly,0.160000,-1.942769,-0.626840,0.047444,-0.429223,-0.424524,-0.264158,0.325990,6.530532,0.798626,1.770590,0.114838,-0.184554,-10.189927,0.268819,1.854760,6.010077,2.033466,11.309905
1460980538131992363!,thoughtful-antique-butterfly,0.170000,-1.939105,-0.562004,0.055218,-0.411425,-0.423233,-0.266221,0.402952,6.440463,0.754157,1.788973,0.142481,-0.226513,-9.093653,0.050170,2.086516,5.366997,2.238234,10.052834
1460980538131992363!,thoughtful-antique-butterfly,0.180000,-1.934741,-0.498116,0.062520,-0.393492,-0.421659,-0.268708,0.465773,6.343126,0.703853,1.798201,0.171186,-0.268626,-8.012707,-0.059383,2.302678,4.687969,2.450733,9.003497
1460980538131992363!,thoughtful-antique-butterfly,0.190000,-1.929809,-0.435240,0.069299,-0.375516,-0.419788,-0.271621,0.516382,6.240345,0.649094,1.798188,0.201093,-0.310787,-6.936581,-0.070343,2.509452,3.969829,2.675337,8.136973
1460980538131992363!,thoughtful-antique-butterfly,0.200000,-1.924421,-0.373424,0.075516,-0.357591,-0.417609,-0.274960,0.556852,6.133716,0.591248,1.788901,0.232354,-0.352899,-5.856099,0.006248,2.712049,3.210685,2.915217,7.427835
1460980538131992363!,thoughtful-antique-butterfly,0.210000,-1.918668,-0.312698,0.081148,-0.339811,-0.415106,-0.278724,0.589345,6.024608,0.531666,1.770376,0.265132,-0.394863,-4.764094,0.159108,2.914574,2.410237,3.172286,6.851247
1460980538131992363!,thoughtful-antique-butterfly,0.220000,-1.912617,-0.253081,0.086185,-0.322270,-0.412263,-0.282912,0.616066,5.914167,0.471671,1.742728,0.299591,-0.436568,-3.655976,0.376863,3.119981,1.570081,3.447182,6.383756
1460980538131992363!,thoughtful-antique-butterfly,0.230000,-1.906316,-0.194582,0.090630,-0.305059,-0.409062,-0.287521,0.639221,5.803326,0.412553,1.706170,0.335896,-0.477887,-2.530193,0.648085,3.330097,0.693979,3.739306,6.003788
1460980538131992363!,thoughtful-antique-butterfly,0.240000,-1.899788,-0.137199,0.094498,-0.288268,-0.405483,-0.292546,0.660963,5.692816,0.355553,1.661026,0.374206,-0.518668,-1.388556,0.961233,3.545710,-0.211920,4.046898,5.691923
1460980538131992363!,thoughtful-antique-butterfly,0.250000,-1.893036,-0.080927,0.097818,-0.271980,-0.401505,-0.297982,0.683353,5.583187,0.301848,1.607746,0.414667,-0.558728,-0.236431,1.304569,3.766682,-1.138949,4.367137,5.430977
1460980538131992363!,thoughtful-antique-butterfly,0.260000,-1.886041,-0.025753,0.100629,-0.256277,-0.397105,-0.303821,0.708311,5.474816,0.252535,1.546914,0.457405,-0.597845,0.917225,1.666065,3.992089,-2.075878,4.696281,5.205982
1460980538131992363!,thoughtful-antique-butterfly,0.270000,-1.878768,0.028338,0.102982,-0.241232,-0.392259,-0.310052,0.737565,5.367923,0.208607,1.479261,0.502519,-0.635757,2.059994,2.033370,4.220363,-3.009013,5.029801,5.004091
1460980538131992363!,thoughtful-antique-butterfly,0.280000,-1.871165,0.081359,0.104935,-0.226909,-0.386943,-0.316662,0.772604,5.262589,0.170931,1.405662,0.550074,-0.672158,3.176299,2.393844,4.449425,-3.922427,5.362544,4.814474
1460980538131992363!,thoughtful-antique-butterfly,0.290000,-1.863164,0.133326,0.106558,-0.213364,-0.381131,-0.323635,0.814629,5.158767,0.140223,1.327136,0.600089,-0.706700,4.247896,2.734704,4.676808,-4.798360,5.688897,4.628219
1460980538131992363!,thoughtful-antique-butterfly,0.300000,-1.854689,0.184253,0.107925,-0.200643,-0.374797,-0.330949,0.864508,5.056296,0.117024,1.244827,0.652535,-0.738990,5.254566,3.043288,4.899761,-5.617797,6.002959,4.438266
1460980538131992363!,thoughtful-antique-butterfly,0.310000,-1.845657,0.234151,0.109114,-0.188778,-0.367917,-0.338581,0.922739,4.954923,0.101679,1.159992,0.707318,-0.768604,6.174980,3.307435,5.115342,-6.361205,6.298730,4.239376
1460980538131992363!,thoughtful-antique-butterfly,0.320000,-1.835980,0.283025,0.110209,-0.177788,-0.360467,-0.346501,0.989423,4.854323,0.094322,1.073969,0.764282,-0.795087,6.987752,3.515968,5.320491,-7.009431,6.570310,4.028135
1460980538131992363!,thoughtful-antique-butterfly,0.330000,-1.825579,0.330885,0.111284,-0.167673,-0.352430,-0.354673,1.064251,4.754114,0.094864,0.988106,0.823206,-0.817998,7.672895,3.658823,5.512483,-7.544771,6.812413,3.802164
