ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
1798379961163932150!,rebel-mauve-beetle,0.000000,0.082488,-1.440334,1.047106,-1.703986,0.000000,0.000000,0.000000,0.000000,-134.692875,-100.873434,417.604498
1798379961163932150!,rebel-mauve-beetle,0.010000,0.086698,-1.434012,1.050076,-1.702157,0.841969,1.260560,0.592916,0.365775,-89.935424,-8.783463,267.763529
1798379961163932150!,rebel-mauve-beetle,0.020000,0.097969,-1.416065,1.057540,-1.697530,1.415220,2.323603,0.897693,0.559252,-60.095588,46.078458,169.099914
1798379961163932150!,rebel-mauve-beetle,0.030000,0.114162,-1.388336,1.067085,-1.691546,1.828755,3.211851,1.009386,0.636755,-39.390555,78.229008,101.758640
1798379961163932150!,rebel-mauve-beetle,0.040000,0.134041,-1.352501,1.077072,-1.685205,2.153508,3.937375,0.986933,0.630783,-24.055616,97.466865,52.747951
1798379961163932150!,rebel-mauve-beetle,0.050000,0.156938,-1.310150,1.086326,-1.679255,2.433150,4.507169,0.865501,0.559901,-11.837626,109.744407,14.275761
1798379961163932150!,rebel-mauve-beetle,0.060000,0.182517,-1.262877,1.093967,-1.674287,2.693362,4.925745,0.666569,0.435532,-1.509133,118.321974,-17.906185
1798379961163932150!,rebel-mauve-beetle,0.070000,0.210661,-1.212194,1.099309,-1.670784,2.948459,5.196146,0.404222,0.265962,7.498720,124.700602,-45.764830
1798379961163932150!,rebel-mauve-beetle,0.080000,0.241368,-1.159550,1.101773,-1.669161,3.205718,5.320706,0.089166,0.058856,15.355127,129.293600,-69.878943
1798379961163932150!,rebel-mauve-beetle,0.090000,0.274678,-1.106376,1.100880,-1.669749,3.467433,5.302000,-0.268723,-0.177172,21.979436,131.818067,-89.956394
1798379961163932150!,rebel-mauve-beetle,0.100000,0.310630,-1.054082,1.096248,-1.672794,3.732438,5.143685,-0.658134,-0.431301,27.151955,131.560704,-105.212291
1798379961163932150!,rebel-mauve-beetle,0.110000,0.349235,-1.004038,1.087621,-1.678416,3.996060,4.851556,-1.065559,-0.690487,30.552061,127.468007,-114.498780
1798379961163932150!,rebel-mauve-beetle,0.120000,0.390437,-0.957542,1.074895,-1.686594,4.250244,4.434898,-1.474624,-0.939803,31.798400,118.247976,-116.443220
1798379961163932150!,rebel-mauve-beetle,0.130000,0.434082,-0.915779,1.058145,-1.697153,4.484105,3.908070,-1.865014,-1.162804,30.497575,102.503391,-109.617442
1798379961163932150!,rebel-mauve-beetle,0.140000,0.479891,-0.879759,1.037667,-1.709751,4.684584,3.292219,-2.212465,-1.342770,26.291977,78.891799,-92.709527
1798379961163932150!,rebel-mauve-beetle,0.150000,0.527432,-0.850249,1.014014,-1.723884,4.837943,2.616760,-2.489270,-1.464227,18.935291,46.379977,-64.795318
1798379961163932150!,rebel-mauve-beetle,0.160000,0.576086,-0.827696,0.988045,-1.738898,4.932076,1.920340,-2.665622,-1.514610,8.401108,4.611759,-25.729333
1798379961163932150!,rebel-mauve-beetle,0.170000,0.625130,-0.812065,0.961083,-1.753944,4.958569,1.249598,-2.713655,-1.486962,-5.042593,-45.766439,23.573308
1798379961163932150!,rebel-mauve-beetle,0.180000,0.674120,-0.802696,0.934686,-1.768152,4.914414,0.650206,-2.613260,-1.381429,-20.894194,-103.280723,81.349729
1798379961163932150!,rebel-mauve-beetle,0.190000,0.722606,-0.798677,0.910065,-1.780950,4.805015,0.164842,-2.349330,-1.200508,-38.237591,-165.268885,144.385995
1798379961163932150!,rebel-mauve-beetle,0.200000,0.769821,-0.798741,0.888852,-1.791631,4.642688,-0.164244,-1.915921,-0.950514,-55.667626,-227.391985,207.704122
1798379961163932150!,rebel-mauve-beetle,0.210000,0.815247,-0.801198,0.872718,-1.799545,4.442901,-0.309599,-1.322785,-0.641505,-71.673088,-284.825296,265.920482
1798379961163932150!,rebel-mauve-beetle,0.220000,0.858569,-0.804161,0.863159,-1.804150,4.220946,-0.262151,-0.594133,-0.284251,-84.855863,-332.994259,314.033381
1798379961163932150!,rebel-mauve-beetle,0.230000,0.899617,-0.805738,0.861366,-1.805007,3.988274,-0.031899,0.234278,0.111800,-94.190025,-368.412187,348.348054
1798379961163932150!,rebel-mauve-beetle,0.240000,0.938304,-0.804213,0.868158,-1.801750,3.750168,0.354504,1.119628,0.539483,-99.221017,-389.327777,367.188423
1798379961163932150!,rebel-mauve-beetle,0.250000,0.974586,-0.798213,0.883877,-1.794091,3.506259,0.859003,2.018638,0.994502,-100.101822,-395.928873,371.042651
1798379961163932150!,rebel-mauve-beetle,0.260000,1.008373,-0.786752,0.908494,-1.781752,3.251900,1.438164,2.891501,1.474342,-97.520635,-390.102672,362.303808
1798379961163932150!,rebel-mauve-beetle,0.270000,1.039532,-0.769289,0.941596,-1.764482,2.981730,2.049362,3.706669,1.978022,-92.470854,-374.807058,344.470429
1798379961163932150!,rebel-mauve-beetle,0.280000,1.067911,-0.745748,0.982412,-1.742087,2.692134,2.655397,4.442408,2.505201,-86.018939,-353.375016,321.328157
1798379961163932150!,rebel-mauve-beetle,0.290000,1.093311,-0.716320,1.030100,-1.714320,2.382779,3.227068,5.085668,3.055875,-79.115954,-328.860706,296.268477
1798379961163932150!,rebel-mauve-beetle,0.300000,1.115544,-0.681444,1.083720,-1.680937,2.056971,3.744005,5.630756,3.630216,-72.481896,-303.697049,271.881729
1798379961163932150!,rebel-mauve-beetle,0.310000,1.134467,-0.641722,1.142301,-1.641691,1.720910,4.194256,6.076939,4.228378,-66.571214,-279.557932,249.829037
1798379961163932150!,rebel-mauve-beetle,0.320000,1.150008,-0.597839,1.204875,-1.596332,1.382465,4.573188,6.426189,4.850339,-61.592499,-257.392248,230.906987
1798379961163932150!,rebel-mauve-beetle,0.330000,1.162177,-0.550493,1.270506,-1.544609,1.049767,4.881966,6.681276,5.495630,-57.561932,-237.562997,215.232094
1798379961163932150!,rebel-mauve-beetle,0.340000,1.171065,-0.500345,1.338290,-1.486264,0.729989,5.125862,6.844374,6.162943,-54.368283,-220.024322,202.466575
1798379961163932150!,rebel-mauve-beetle,0.350000,1.176828,-0.447969,1.407360,-1.421034,0.428492,5.312733,6.916345,6.849793,-51.829497,-204.481266,192.015998
1798379961163932150!,rebel-mauve-beetle,0.360000,1.179669,-0.393820,1.476888,-1.348629,0.148265,5.451685,6.896422,7.552293,-49.737612,-190.516821,183.186192
