ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
1416182326802519298!,thoughtful-zippy-butterfly,0.000000,1.552669,0.520539,-0.228886,-0.388340,-0.498946,0.032455,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-276.465936,-303.325994,114.494706,485.002094
1416182326802519298!,thoughtful-zippy-butterfly,0.010000,1.557542,0.507152,-0.229878,-0.390138,-0.499023,0.031242,0.966601,-2.676968,-0.197345,-0.358364,-0.015150,-0.241992,-103.500932,-147.140887,39.563103,243.485400
1416182326802519298!,thoughtful-zippy-butterfly,0.020000,1.568718,0.473772,-0.232721,-0.395032,-0.499214,0.028030,1.259743,-3.999835,-0.370589,-0.619390,-0.022465,-0.400101,-25.608461,-73.708080,5.028948,127.286133
1416182326802519298!,thoughtful-zippy-butterfly,0.030000,1.581235,0.430335,-0.237220,-0.402264,-0.499450,0.023454,1.238955,-4.684113,-0.528111,-0.824713,-0.024151,-0.514290,7.865229,-38.367102,-10.696081,68.393043
1416182326802519298!,thoughtful-zippy-butterfly,0.040000,1.592838,0.381613,-0.243240,-0.411366,-0.499681,0.017864,1.080790,-5.054913,-0.673769,-0.992375,-0.021547,-0.602710,20.752379,-20.820636,-17.692593,36.357322
1416182326802519298!,thoughtful-zippy-butterfly,0.050000,1.602566,0.329988,-0.250675,-0.422006,-0.499868,0.011472,0.867379,-5.264465,-0.809928,-1.130850,-0.015471,-0.674141,24.146750,-11.702227,-20.640972,17.187821
1416182326802519298!,thoughtful-zippy-butterfly,0.060000,1.610056,0.276712,-0.259440,-0.433912,-0.499980,0.004426,0.635973,-5.385620,-0.938184,-1.244360,-0.006489,-0.733087,23.195884,-6.652027,-21.711987,4.366547
1416182326802519298!,thoughtful-zippy-butterfly,0.070000,1.615211,0.222490,-0.269461,-0.446846,-0.499990,-0.003161,0.403177,-5.454104,-1.059647,-1.335184,0.004945,-0.782046,20.292299,-3.626638,-21.913468,-5.168179
1416182326802519298!,thoughtful-zippy-butterfly,0.080000,1.618054,0.167760,-0.280676,-0.460588,-0.499875,-0.011197,0.176233,-5.488079,-1.175080,-1.404708,0.018426,-0.822555,16.555107,-1.660126,-21.714072,-12.864359
1416182326802519298!,thoughtful-zippy-butterfly,0.090000,1.618660,0.112818,-0.293029,-0.474929,-0.499616,-0.019603,-0.041836,-5.497311,-1.284972,-1.453922,0.033573,-0.855682,12.514969,-0.289277,-21.332003,-19.412622
1416182326802519298!,thoughtful-zippy-butterfly,0.100000,1.617123,0.057882,-0.306465,-0.489668,-0.499198,-0.028307,-0.249889,-5.487485,-1.389581,-1.483658,0.050029,-0.882261,8.430502,0.713955,-20.868845,-25.146631
1416182326802519298!,thoughtful-zippy-butterfly,0.110000,1.613544,0.003126,-0.320933,-0.504614,-0.498611,-0.037248,-0.447614,-5.462251,-1.488970,-1.494703,0.067457,-0.902997,4.434490,1.467181,-20.371773,-30.230891
1416182326802519298!,thoughtful-zippy-butterfly,0.120000,1.608028,-0.051312,-0.336380,-0.519581,-0.497845,-0.046370,-0.635045,-5.424194,-1.583027,-1.487861,0.085552,-0.918523,0.601450,2.035772,-19.862580,-34.749077
