ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
873751030586669959!,talented-antique-butterfly,0.000000,-1.982134,0.524272,-1.272919,-0.180720,-0.744131,0.668034,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-419.911996,167.527081,-403.836763,268.193059,-400.212442,407.955760
873751030586669959!,talented-antique-butterfly,0.010000,-1.970901,0.531339,-1.266028,-0.177993,-0.740077,0.672522,2.245898,1.408489,1.377155,0.545206,0.812655,0.894287,-318.172084,125.914933,-301.438754,202.812917,-298.552993,310.529478
873751030586669959!,talented-antique-butterfly,0.020000,-1.939894,0.550359,-1.246992,-0.170673,-0.728881,0.684641,3.955918,2.385811,2.428084,0.917582,1.429864,1.522259,-243.922210,95.064177,-225.014182,154.994912,-222.638461,239.763817
873751030586669959!,talented-antique-butterfly,0.030000,-1.893661,0.577467,-1.218595,-0.160290,-0.712178,0.701999,5.286892,3.021719,3.247112,1.155270,1.911780,1.939502,-186.502635,71.371414,-166.922447,118.132045,-164.986035,184.608685
873751030586669959!,talented-antique-butterfly,0.040000,-1.835545,0.609642,-1.182896,-0.148019,-0.691145,0.722716,6.324323,3.396236,3.883687,1.293874,2.292599,2.192447,-140.039175,52.659859,-121.999697,88.489445,-120.484392,139.314626
873751030586669959!,talented-antique-butterfly,0.050000,-1.768229,0.644592,-1.141579,-0.134709,-0.666689,0.745336,7.118244,3.575809,4.365818,1.362533,2.592855,2.319260,-101.336630,37.606633,-86.765427,63.971222,-85.658308,100.985779
873751030586669959!,talented-antique-butterfly,0.060000,-1.694003,0.680626,-1.096110,-0.120949,-0.639555,0.768746,7.702619,3.613580,4.712544,1.383289,2.826230,2.351269,-68.730790,25.411085,-58.912145,43.442532,-58.188005,68.266711
873751030586669959!,talented-antique-butterfly,0.070000,-1.614876,0.716517,-1.047795,-0.107145,-0.610375,0.792113,8.105199,3.551069,4.940077,1.371919,3.003119,2.314101,-41.392547,15.580963,-36.920668,26.310151,-36.539196,40.577647
873751030586669959!,talented-antique-butterfly,0.080000,-1.532559,0.751419,-0.997762,-0.093562,-0.579677,0.814846,8.351811,3.420142,5.064207,1.339385,3.132492,2.228437,-18.874225,7.786142,-19.753882,12.241694,-19.663497,17.643604
873751030586669959!,talented-antique-butterfly,0.090000,-1.448493,0.784772,-0.946971,-0.080373,-0.547897,0.836546,8.467851,3.244825,5.101061,1.293110,3.222628,2.110667,-0.826856,1.764813,-6.635931,0.986183,-6.779932,-0.782054
873751030586669959!,talented-antique-butterfly,0.100000,-1.363858,0.816225,-0.896213,-0.067691,-0.515389,0.856956,8.478083,3.042812,5.066782,1.238029,3.281261,1.973410,13.146023,-2.727069,3.085015,-7.722168,2.762522,-15.047530
873751030586669959!,talented-antique-butterfly,0.110000,-1.279586,0.845580,-0.846114,-0.055587,-0.482429,0.875935,8.405753,2.826757,4.976804,1.177392,3.315451,1.826016,23.533548,-5.934222,10.004021,-14.197097,9.553656,-25.629791
873751030586669959!,talented-antique-butterfly,0.120000,-1.196358,0.872742,-0.797130,-0.044109,-0.449223,0.893420,8.271532,2.605350,4.845018,1.113332,3.331340,1.675042,30.896738,-8.099547,14.676253,-18.791353,14.140754,-33.098273
873751030586669959!,talented-antique-butterfly,0.130000,-1.114682,0.897692,-0.749605,-0.033285,-0.415922,0.909400,8.093096,2.384331,4.683452,1.047257,3.334110,1.524884,35.825650,-9.455384,17.614217,-21.872838,17.027449,-38.060759
